"first_of_month","pay_tag","system","sub_system","hero_id","hero_name","revenue","pearl_revenue","paymentdetail_last_pearl","total_revenue"
2025-04-01,小R,武将,武将,1159,刚·丰臣秀吉UR,11.204917007035299,0.0,,11.204917007035299
2025-03-01,小R,武将,武将,338018,武将,0.5923719247470359,0.0,,0.5923719247470359
2025-03-01,小R,武将,武将,1211,刚·最上义光UR,49.81088407031813,0.0,,49.81088407031813
2025-03-01,超R,武将,武将,1306,联动-风魔小太郎UR,517.9719168311892,0.0,,517.9719168311892
2025-03-01,非R,武将,武将,1058,光·丰臣秀吉UR,0.0,0.0,,0.0
2025-03-01,小R,武将,武将,1113,S4服部半藏UR,0.0,0.0,,0.0
2025-04-01,大R,武将,武将,1280,S25二好长逸SSR+,0.057267372981562044,0.0,,0.057267372981562044
2025-03-01,大R,武将,武将,1141,柔·望月千代女UR,13.444576298499356,0.0,,13.444576298499356
2025-03-01,非R,武将,武将,1276,S24小早川隆景UR,0.0,0.0,,0.0
2025-04-01,大R,武将,武将,1302,联动-宫本武藏UR,2799.487518306876,0.0,,2799.487518306876
2025-03-01,超R,武将,武将,1053,光·伊达政宗UR,324.9359129208126,0.0,,324.9359129208126
2025-03-01,微R,武将,武将,1156,刚·伊达政宗UR,0.0,0.0,,0.0
2025-03-01,超R,浮世绘,浮世绘刻印,,,354.29359999999997,116.5340651712238,,470.82766517122377
2025-04-01,超R,金币,综合道具,,,0.0,0.0,71.54587790313423,0.0
2025-03-01,小R,武将,武将突破,,武将突破,70.25565988390566,7.748164301887179,,78.00382418579284
2025-04-01,非R,武将,武将碎片,348089,武将碎片,81.1122940023895,0.0,,81.1122940023895
2025-04-01,非R,武将,武将,1163,柔·宁宁UR,0.0,0.0,,0.0
2025-04-01,,武将,武将,1167,刚·岛津义久UR,0.0,0.0,,0.0
2025-03-01,中R,武将,武将碎片,1137,谋·石田三成SSR,43.418333333333344,0.0,,43.418333333333344
2025-04-01,非R,武将,武将碎片,1170,谋·竹中半兵卫SSR+,44.658857142857144,0.0,,44.658857142857144
2025-03-01,微R,武将,武将,1034,岛左近SR,17.69094950533024,0.0,,17.69094950533024
2025-04-01,非R,武将,武将,1118,援·阿松SSR,34.199491133271266,0.0,,34.199491133271266
2025-04-01,非R,武将,武将,1138,勇·柴田胜家SSR,1.6549415246404244,0.0,,1.6549415246404244
2025-03-01,小R,铭刻,铭刻,,,1319.5908478768304,0.0,,1319.5908478768304
2025-03-01,中R,阵法,阵法,,,3144.559632554707,0.0,,3144.559632554707
2025-04-01,中R,武将,武将,1041,森兰丸SR,162.15142416103598,0.0,,162.15142416103598
2025-03-01,大R,武将,武将,1302,联动-宫本武藏UR,2063.6934694227402,0.0,,2063.6934694227402
2025-03-01,小R,武将,武将,317918,武将,34.731562946710255,0.0,,34.731562946710255
2025-03-01,中R,武将,武将,1076,浅井长政SR,166.74299162741224,0.0,,166.74299162741224
2025-03-01,非R,武将,武将,1143,勇·本多忠胜SSR+,0.0,0.0,,0.0
2025-03-01,微R,武将,武将,1119,援·宁宁SSR,16.84414632926261,0.0,,16.84414632926261
2025-04-01,非R,武将,武将,1016,真田幸村SSR+,12.5932147042628,0.0,,12.5932147042628
2025-04-01,微R,武将,武将,1052,光·真田幸村UR,23.4609015802411,0.0,,23.4609015802411
2025-03-01,小R,武将,武将,1009,丰臣秀吉SSR+,87.85388898269815,0.0,,87.85388898269815
2025-03-01,中R,武将,武将,1009,丰臣秀吉SSR+,692.1722897994075,0.0,,692.1722897994075
2025-04-01,超R,武将,武将,1169,勇·前田利家SSR+,2939.254804169418,0.0,,2939.254804169418
2025-04-01,小R,武将,武将,338003,武将,0.2727444237524868,0.0,,0.2727444237524868
2025-03-01,中R,武将,武将,317921,武将,128.52718215260694,0.0,,128.52718215260694
2025-03-01,小R,武将,武将,1039,柴田胜家SSR,0.3590792079959323,0.0,,0.3590792079959323
2025-03-01,中R,武将,武将,1170,谋·竹中半兵卫SSR+,440.414504099784,0.0,,440.414504099784
2025-04-01,微R,武将,武将,1311,S35山本勘助UR,229.8444426367792,0.0,,229.8444426367792
2025-03-01,小R,武将,武将,1059,光·上杉谦信UR,9.906051075714528,0.0,,9.906051075714528
2025-03-01,非R,武将,武将,1027,毛利元就SSR,0.0,0.0,,0.0
2025-04-01,微R,武将,武将,1170,谋·竹中半兵卫SSR+,31.33108048919722,0.0,,31.33108048919722
2025-03-01,小R,武将,武将,1062,立花宗茂SSR,13.273436109831977,0.0,,13.273436109831977
2025-04-01,微R,武将,武将,1065,小早川隆景SSR,0.49815429765784625,0.0,,0.49815429765784625
2025-04-01,超R,武将,武将,308385,武将,1807.0772345025496,0.0,,1807.0772345025496
2025-04-01,大R,武将,武将,1291,联动-查理曼UR,3043.1113960470284,0.0,,3043.1113960470284
2025-04-01,,武将,武将,1125,勇·佐佐木小次郎SSR,16.374627242397445,0.0,,16.374627242397445
2025-03-01,小R,武将,武将,1061,茶茶SSR,8.430019190488112,0.0,,8.430019190488112
2025-04-01,中R,武将,武将,348086,武将,522.0215045811359,0.0,,522.0215045811359
2025-03-01,大R,武将,武将,1133,勇·真田幸村SSR+,189.89341455156372,0.0,,189.89341455156372
2025-03-01,超R,武将,武将,1134,谋·德川家康SSR+,50.67010319208247,0.0,,50.67010319208247
2025-04-01,微R,武将,武将,1051,光·本多忠胜UR,0.0,0.0,,0.0
2025-04-01,中R,武将,武将,328109,武将,152.99804491969414,0.0,,152.99804491969414
2025-04-01,超R,武将,武将,1132,援·阿市SSR+,137.0929366096546,0.0,,137.0929366096546
2025-03-01,非R,武将,武将,1108,S3织田信长UR,0.0,0.0,,0.0
2025-04-01,中R,武将,武将,1291,联动-查理曼UR,52.8233001934922,0.0,,52.8233001934922
2025-04-01,大R,武将,武将,1296,S31京极龙子UR,551.9224775905902,0.0,,551.9224775905902
2025-04-01,超R,武将,武将,1202,S11太原雪斋UR,0.18391332515283332,0.0,,0.18391332515283332
2025-04-01,,武将,武将,1132,援·阿市SSR+,0.0,0.0,,0.0
2025-04-01,微R,武将,武将,1218,S15神原康政SSR+,0.11319106647730703,0.0,,0.11319106647730703
2025-03-01,中R,战旗,战旗招募,,,245.08780800000005,678.0598379132798,,923.1476459132798
2025-04-01,超R,金币,金币,,,0.0,0.0,59485.76479848174,0.0
2025-03-01,超R,武将,大名赠礼,,大名赠礼,0.0,0.0,20234.327591034602,0.0
2025-04-01,小R,金币,金币,,,0.0,0.0,3028.0585680666236,0.0
2025-04-01,大R,综合养成材料,综合养成材料,,,162.43806363562575,632.6870197071765,,795.1250833428023
2025-03-01,中R,战旗,战旗碎片,,,761.9917499999999,237.35765755428574,,999.3494075542857
2025-04-01,超R,神器,神器升级,,,194.71261714285714,87.69403405530285,,282.40665119816
2025-04-01,超R,武将,武将升级,,武将升级,1083.996953261767,816.2138318053509,,1900.2107850671177
2025-03-01,超R,武将,武将升星,,武将升星,818.3560209424083,75.85440862285714,,894.2104295652655
2025-03-01,中R,武将,武将升级,,武将升级,316.5816761904762,117.14964996342856,,433.7313261539047
2025-03-01,微R,武将,武将碎片,1312,S35真田幸隆SSR+,44.658857142857144,0.0,,44.658857142857144
2025-03-01,非R,武将,武将,1215,S14濑名姬SSR+,0.0,0.0,,0.0
2025-03-01,非R,武将,武将,1267,S21武田胜赖UR,0.0,0.0,,0.0
2025-04-01,超R,武将,武将,338025,武将,0.11284536660999299,0.0,,0.11284536660999299
2025-04-01,小R,武将,武将碎片,1043,直江兼续SSR,0.0,17.26120556717949,,17.26120556717949
2025-03-01,非R,武将,武将,328063,武将,0.0,0.0,,0.0
2025-04-01,非R,武将,武将,1030,阿初R,45.812246198088175,0.0,,45.812246198088175
2025-04-01,非R,武将,武将,1035,佐佐木小次郎SR,15.562109791671553,0.0,,15.562109791671553
2025-04-01,非R,武将,武将,1074,毛利元就SR,20.816480751095046,0.0,,20.816480751095046
2025-04-01,非R,武将,武将,1170,谋·竹中半兵卫SSR+,38.32892409488546,0.0,,38.32892409488546
2025-04-01,中R,武将,武将,1026,猿飞佐助R,784.3805159286832,0.0,,784.3805159286832
2025-03-01,中R,武将,武将,1131,坚·立花訚千代SSR,164.38189500349165,0.0,,164.38189500349165
2025-04-01,中R,武将,武将,1039,柴田胜家SSR,42.63282546555432,0.0,,42.63282546555432
2025-03-01,小R,武将,武将,1126,谋·浓姬SSR,17.733458887986245,0.0,,17.733458887986245
2025-04-01,小R,武将,武将,348086,武将,82.64786397650265,0.0,,82.64786397650265
2025-03-01,大R,武将,武将,1125,勇·佐佐木小次郎SSR,535.7534105698103,0.0,,535.7534105698103
2025-03-01,超R,武将,武将,1029,茶茶SR,449.3340975456325,0.0,,449.3340975456325
2025-03-01,中R,武将,武将,1152,刚·德川家康UR,3467.383483944322,0.0,,3467.383483944322
2025-03-01,非R,武将,武将,1063,森兰丸SSR,0.0,0.0,,0.0
2025-04-01,中R,武将,武将,1018,上杉谦信SSR+,251.40394720799515,0.0,,251.40394720799515
2025-04-01,小R,武将,武将,1064,望月千代女SSR,2.7854423985111456,0.0,,2.7854423985111456
2025-04-01,大R,武将,武将,1168,勇·阿江SSR,56.01963404785616,0.0,,56.01963404785616
2025-03-01,小R,武将,武将,338003,武将,1.19352210829587,0.0,,1.19352210829587
2025-04-01,超R,武将,武将,348086,武将,997.4527221135763,0.0,,997.4527221135763
2025-03-01,大R,武将,武将,1018,上杉谦信SSR+,572.4298117665049,0.0,,572.4298117665049
2025-04-01,大R,武将,武将,1058,光·丰臣秀吉UR,244.19739975243556,0.0,,244.19739975243556
2025-04-01,大R,武将,武将,1064,望月千代女SSR,7.133412297204491,0.0,,7.133412297204491
2025-03-01,小R,武将,武将,1108,S3织田信长UR,0.0,0.0,,0.0
2025-03-01,中R,武将,武将,1278,S25斋藤义龙UR,74.56506070019053,0.0,,74.56506070019053
2025-04-01,小R,武将,武将,1304,S33前田庆次UR,2.4623092889396507,0.0,,2.4623092889396507
2025-03-01,中R,武将,武将,328105,武将,267.5582026173757,0.0,,267.5582026173757
2025-04-01,超R,武将,武将,348082,武将,331.37180002185596,0.0,,331.37180002185596
2025-04-01,,武将,武将,1062,立花宗茂SSR,0.0,0.0,,0.0
2025-04-01,中R,武将,武将,1302,联动-宫本武藏UR,1167.2346042574818,0.0,,1167.2346042574818
2025-04-01,,武将,武将,1311,S35山本勘助UR,1.547502761302778,0.0,,1.547502761302778
2025-03-01,微R,武将,武将,1058,光·丰臣秀吉UR,0.5801143685782228,0.0,,0.5801143685782228
2025-04-01,,武将,武将,1130,坚·武田信玄SSR,1.0097923136480158,0.0,,1.0097923136480158
2025-04-01,,武将,武将,317918,武将,0.0,0.0,,0.0
2025-03-01,非R,武将,武将,1060,光·武田信玄UR,0.0,0.0,,0.0
2025-03-01,超R,武将,武将,338003,武将,60.13314058535322,0.0,,60.13314058535322
2025-03-01,超R,武将,武将,1083,暗·茶茶UR,341.8501885268304,0.0,,341.8501885268304
2025-04-01,微R,武将,武将,1210,S13结城晴朝SSR+,0.0,0.0,,0.0
2025-04-01,,武将,武将,1020,浓姬SSR,0.0,0.0,,0.0
2025-03-01,中R,武将,武将,1085,柔·阿市UR,51.208971344401895,0.0,,51.208971344401895
2025-04-01,中R,神威,铭刻,,,3672.2129075478124,840.330923697892,,4512.5438312457045
2025-03-01,超R,神器,神器升级,,,378.1116571428572,127.77650155813905,,505.88815870099626
2025-04-01,大R,神威,铭刻,,,1877.1319345551037,3254.255370916687,,5131.387305471791
2025-03-01,小R,武将,武将碎片,,武将碎片,1786.3542857142857,98.58345023035714,,1884.9377359446428
2025-03-01,小R,神器,神器升级,,,682.2192096806724,79.7568890127962,,761.9760986934687
2025-03-01,小R,武将,武将天赋,,武将天赋,34.23258097744361,6.256015849116484,,40.4885968265601
2025-04-01,非R,武将,"2024春日祭",,"2024春日祭",37.513439999999996,0.0,,37.513439999999996
2025-04-01,,武将,武将,1300,S32酒井忠次UR,0.0,0.0,,0.0
2025-03-01,小R,武将,武将,1141,柔·望月千代女UR,0.0,0.0,,0.0
2025-04-01,非R,武将,武将,1184,S7山本勘助SSR+,0.0,0.0,,0.0
2025-04-01,中R,装备,装备招募,,,0.0,5.418971166415842,,5.418971166415842
2025-04-01,大R,武将,武将,348074,武将,127.1059840680996,0.0,,127.1059840680996
2025-04-01,非R,武将,武将,348052,武将,102.02341301052898,0.0,,102.02341301052898
2025-04-01,非R,武将,武将,1037,本愿寺显如R,49.58281497992983,0.0,,49.58281497992983
2025-03-01,大R,阵法,阵法,,,2896.5933839167196,0.0,,2896.5933839167196
2025-04-01,中R,武将,武将,1078,柴田胜家SR,219.44567670837088,0.0,,219.44567670837088
2025-04-01,中R,武将,武将,1295,耀 德川家康UR,1649.9337875104893,0.0,,1649.9337875104893
2025-04-01,微R,铭刻,铭刻,,,897.8262581839685,15.902728461289616,,913.7289866452581
2025-04-01,小R,武将,武将,1071,石田三成SR,37.64220959207443,0.0,,37.64220959207443
2025-03-01,微R,武将,武将,1171,谋·黑田官兵卫SSR+,19.803667782061687,0.0,,19.803667782061687
2025-03-01,微R,武将,武将,1149,勇·森兰丸SSR,35.63121485008328,0.0,,35.63121485008328
2025-03-01,小R,武将,武将,1152,刚·德川家康UR,661.844507528503,0.0,,661.844507528503
2025-03-01,小R,武将,武将,1313,UR-佐竹义重,98.35261229227541,0.0,,98.35261229227541
2025-03-01,中R,武将,武将,1059,光·上杉谦信UR,38.71811221405028,0.0,,38.71811221405028
2025-04-01,小R,武将,武将,328095,武将,104.37123008052541,0.0,,104.37123008052541
2025-03-01,超R,武将,武将,1152,刚·德川家康UR,7591.831084690488,0.0,,7591.831084690488
2025-03-01,超R,武将,武将,1138,勇·柴田胜家SSR,1582.1243787470298,0.0,,1582.1243787470298
2025-03-01,小R,武将,武将,1127,谋·上杉谦信SSR+,23.610671945053166,0.0,,23.610671945053166
2025-04-01,中R,武将,武将,1159,刚·丰臣秀吉UR,57.13126803154465,0.0,,57.13126803154465
2025-03-01,非R,武将,武将,1307,联动-本多忠胜UR,0.0,0.0,,0.0
2025-04-01,微R,武将,武将,1032,石田三成SSR,0.8103533383524472,0.0,,0.8103533383524472
2025-04-01,中R,武将,武将,1053,光·伊达政宗UR,102.43390212518,0.0,,102.43390212518
2025-04-01,小R,武将,武将,338018,武将,0.494002840449183,0.0,,0.494002840449183
2025-03-01,超R,武将,武将,1150,勇·望月千代女SSR,492.6682538814217,0.0,,492.6682538814217
2025-03-01,超R,武将,武将,1171,谋·黑田官兵卫SSR+,2803.8483472685693,0.0,,2803.8483472685693
2025-03-01,超R,武将,武将,1019,宁宁SSR,60.327028929183996,0.0,,60.327028929183996
2025-03-01,大R,武将,武将,1015,德川家康SSR+,356.6688312515724,0.0,,356.6688312515724
2025-04-01,,武将,武将,1038,本多忠胜SSR+,0.8425057581289758,0.0,,0.8425057581289758
2025-04-01,微R,武将,武将,1014,立花訚千代SSR,0.0742108823054597,0.0,,0.0742108823054597
2025-04-01,,武将,武将,1018,上杉谦信SSR+,0.0,0.0,,0.0
2025-04-01,超R,武将,武将,338003,武将,15.71481544347327,0.0,,15.71481544347327
2025-04-01,,武将,武将,1211,刚·最上义光UR,0.0,0.0,,0.0
2025-04-01,大R,武将,武将,1143,勇·本多忠胜SSR+,109.18776850376035,0.0,,109.18776850376035
2025-03-01,大R,武将,武将,1066,佐佐木小次郎SSR,0.4639187152552208,0.0,,0.4639187152552208
2025-03-01,小R,战旗,战旗碎片,,,834.5623928571428,86.58030497828571,,921.1426978354284
2025-04-01,中R,武将,武将天赋,,武将天赋,142.20124428571432,39.99839725388571,,182.19964153960004
2025-04-01,中R,武将,武将碎片,348085,武将碎片,4073.4290909090905,1551.428938981818,,5624.858029890908
2025-04-01,微R,武将,武将碎片,,武将碎片,893.1771428571428,0.0,,893.1771428571428
2025-04-01,微R,武将,游园会,,游园会,22.724487692307694,0.45127815741818184,1.052982367309091,23.175765849725874
2025-04-01,小R,武将,武将,1292,S30明智光秀UR,0.0,0.0,,0.0
2025-03-01,非R,神器,神器升级,,,0.0,0.0,,0.0
2025-03-01,非R,其他,其他,,,0.0,0.0,,0.0
2025-03-01,小R,浮世绘,浮世绘,,,307.1533796423534,0.0,,307.1533796423534
2025-03-01,中R,其他,其他,,,24806.51490965506,2835.1453353760003,,27641.66024503106
2025-04-01,中R,武将,武将,1036,立花宗茂SR,145.26969066639967,0.0,,145.26969066639967
2025-03-01,中R,武将,武将,1028,真田信幸SR,199.72894313834757,0.0,,199.72894313834757
2025-04-01,非R,武将,武将,1040,阿国SSR+,4.148270902528209,0.0,,4.148270902528209
2025-04-01,,装备,装备,,,16.69441778516436,0.0,,16.69441778516436
2025-03-01,非R,武将,武将,1169,勇·前田利家SSR+,0.0,0.0,,0.0
2025-04-01,小R,武将,武将,1035,佐佐木小次郎SR,35.278561294022445,0.0,,35.278561294022445
2025-03-01,大R,武将,武将,1044,黑田官兵卫SR,203.5805257965388,0.0,,203.5805257965388
2025-04-01,大R,武将,武将,1121,谋·织田信长SSR+,670.2087425455685,0.0,,670.2087425455685
2025-03-01,超R,武将,武将,1057,光·德川家康UR,588.4982126361638,0.0,,588.4982126361638
2025-04-01,大R,武将,武将,1045,足利义辉SSR,19.377065264015826,0.0,,19.377065264015826
2025-03-01,大R,武将,武将,1311,S35山本勘助UR,3179.1000660422274,0.0,,3179.1000660422274
2025-04-01,小R,武将,武将,1169,勇·前田利家SSR+,15.517933419669086,0.0,,15.517933419669086
2025-03-01,中R,武将,武将,1148,坚·立花宗茂SSR,282.41491646152383,0.0,,282.41491646152383
2025-03-01,大R,武将,武将,1070,明智光秀SR,189.29445318780097,0.0,,189.29445318780097
2025-04-01,中R,武将,武将,1057,光·德川家康UR,217.5849289018501,0.0,,217.5849289018501
2025-04-01,大R,武将,武将,1034,岛左近SR,127.9225357345627,0.0,,127.9225357345627
2025-04-01,大R,武将,武将,328109,武将,886.205456587257,0.0,,886.205456587257
2025-04-01,中R,武将,武将,1150,勇·望月千代女SSR,144.96113474573585,0.0,,144.96113474573585
2025-03-01,超R,武将,武将,308386,武将,1461.753806223512,0.0,,1461.753806223512
2025-03-01,中R,武将,武将,1023,明智光秀SSR,14.97147462689644,0.0,,14.97147462689644
2025-03-01,微R,武将,武将,1259,S18山中幸盛SSR+,1.9744691851524334,0.0,,1.9744691851524334
2025-03-01,大R,武将,武将,1021,伊达政宗SSR,71.34418932555415,0.0,,71.34418932555415
2025-04-01,小R,武将,武将,1215,S14濑名姬SSR+,0.9891523489251904,0.0,,0.9891523489251904
2025-03-01,小R,武将,武将,1310,"2025元旦足利义辉",27.846803102418594,0.0,,27.846803102418594
2025-03-01,超R,武将,武将,1063,森兰丸SSR,123.67044446791384,0.0,,123.67044446791384
2025-03-01,超R,武将,武将,1212,刚·宇喜多秀家UR,208.12969086868935,0.0,,208.12969086868935
2025-03-01,微R,武将,武将,1292,S30明智光秀UR,0.6446945858317846,0.0,,0.6446945858317846
2025-04-01,大R,武将,武将,1163,柔·宁宁UR,15.84565638838511,0.0,,15.84565638838511
2025-03-01,大R,战旗,战旗碎片,,,385.1933063855915,383.9835019550782,,769.1768083406697
2025-04-01,大R,金币,通用资源,,,0.0,0.0,2361.604070133144,0.0
2025-04-01,超R,国宝,国宝升星,,,98.96557573131096,185.89047052736814,,284.8560462586791
2025-04-01,中R,武将,武将碎片,1122,援·丰臣秀吉SSR+,44.658857142857144,0.0,,44.658857142857144
2025-04-01,小R,武将,武将,1210,S13结城晴朝SSR+,0.09260442311562116,0.0,,0.09260442311562116
2025-03-01,非R,武将,武将,1177,S6丰臣秀赖UR,0.0,0.0,,0.0
2025-03-01,超R,武将,武将,1020,浓姬SSR,60.18927821369778,0.0,,60.18927821369778
2025-04-01,非R,武将,武将,1208,S13一条兼定UR,0.0,0.0,,0.0
2025-04-01,超R,武将,武将碎片,1008,织田信长SSR+,0.0,42.80372821714286,,42.80372821714286
2025-04-01,超R,武将,武将,1141,柔·望月千代女UR,0.0,0.0,,0.0
2025-04-01,,武将,武将,1033,松永久秀R,18.80143162931575,0.0,,18.80143162931575
2025-04-01,非R,武将,武将,1136,援·毛利元就SSR,87.9950412953407,0.0,,87.9950412953407
2025-04-01,非R,武将,武将,1069,长尾景虎SR,16.937665711414812,0.0,,16.937665711414812
2025-04-01,非R,武将,武将,1152,刚·德川家康UR,190.61727731802307,0.0,,190.61727731802307
2025-03-01,非R,武将,武将,1017,真田昌幸SR,0.0,0.0,,0.0
2025-03-01,微R,武将,武将,1121,谋·织田信长SSR+,1.6202964065868213,0.0,,1.6202964065868213
2025-04-01,小R,武将,武将,1033,松永久秀R,159.58685293890707,0.0,,159.58685293890707
2025-03-01,非R,武将,武将,1144,援·阿国SSR+,0.0,0.0,,0.0
2025-04-01,微R,武将,武将,1009,丰臣秀吉SSR+,29.536098145883035,0.0,,29.536098145883035
2025-03-01,小R,活动,活动,,,733.6980203632085,0.0,,733.6980203632085
2025-03-01,超R,武将,武将,1313,UR-佐竹义重,64289.778789149525,0.0,,64289.778789149525
2025-04-01,非R,武将,武将,1066,佐佐木小次郎SSR,0.07133762789817835,0.0,,0.07133762789817835
2025-03-01,非R,武将,武将,1132,援·阿市SSR+,0.0,0.0,,0.0
2025-04-01,非R,武将,武将,328060,武将,150.0722190732779,0.0,,150.0722190732779
2025-03-01,大R,武将,武将,1140,直江兼续R,3067.809038911546,0.0,,3067.809038911546
2025-04-01,大R,武将,武将,1312,S35真田幸隆SSR+,473.67376114588205,0.0,,473.67376114588205
2025-03-01,中R,武将,武将,1073,浓姬SR,271.6044447491147,0.0,,271.6044447491147
2025-04-01,非R,武将,武将,1020,浓姬SSR,0.21396278964476947,0.0,,0.21396278964476947
2025-03-01,小R,武将,武将,1133,勇·真田幸村SSR+,24.078305464215337,0.0,,24.078305464215337
2025-03-01,微R,武将,武将,1038,本多忠胜SSR+,48.032526176663644,0.0,,48.032526176663644
2025-04-01,,武将,武将,1147,谋·茶茶SSR,0.0014761031336981364,0.0,,0.0014761031336981364
2025-04-01,超R,武将,武将,1077,直江兼续SR,263.845962954128,0.0,,263.845962954128
2025-04-01,中R,武将,武将,1138,勇·柴田胜家SSR,641.8804361166456,0.0,,641.8804361166456
2025-04-01,超R,武将,武将,1073,浓姬SR,344.51739084201347,0.0,,344.51739084201347
2025-04-01,中R,武将,武将,1013,阿松SSR,36.12083160533105,0.0,,36.12083160533105
2025-03-01,非R,武将,武将,1292,S30明智光秀UR,0.0,0.0,,0.0
2025-03-01,小R,武将,武将,1010,宫本武藏SSR,5.191317256356544,0.0,,5.191317256356544
2025-03-01,中R,武将,武将,1133,勇·真田幸村SSR+,105.02408414198035,0.0,,105.02408414198035
2025-04-01,小R,武将,武将,1296,S31京极龙子UR,1.3466683420100822,0.0,,1.3466683420100822
2025-03-01,大R,武将,武将,1123,勇·宫本武藏SSR,339.9719583578637,0.0,,339.9719583578637
2025-04-01,,武将,武将,1121,谋·织田信长SSR+,0.0,0.0,,0.0
2025-04-01,超R,武将,武将,348013,武将,206.28241580090278,0.0,,206.28241580090278
2025-03-01,非R,武将,武将,328106,武将,0.0,0.0,,0.0
2025-04-01,微R,武将,武将,1190,S8妙玖SSR+,0.0,0.0,,0.0
2025-04-01,,武将,武将,1120,援·阿初SSR,2.013164584815928,0.0,,2.013164584815928
2025-03-01,中R,武将,武将,1051,光·本多忠胜UR,403.7746815140067,0.0,,403.7746815140067
2025-04-01,大R,武将,武将,1105,TW玉子UR,85.66816950663387,0.0,,85.66816950663387
2025-03-01,超R,武将,武将,1012,阿市SSR+,1548.6660711694287,0.0,,1548.6660711694287
2025-03-01,超R,武将,武将,1289,S29佐久间盛政UR,388.84304756443925,0.0,,388.84304756443925
2025-03-01,大R,武将,武将,1010,宫本武藏SSR,144.57047717502218,0.0,,144.57047717502218
2025-04-01,微R,武将,武将,348081,武将,18.050457550072363,0.0,,18.050457550072363
2025-03-01,大R,武将,武将,1052,光·真田幸村UR,12.958570261748104,0.0,,12.958570261748104
2025-03-01,中R,武将,武将,1212,刚·宇喜多秀家UR,104.4890095794403,0.0,,104.4890095794403
2025-04-01,非R,神器,符文,,,528.4535354757365,23.986902813250037,,552.4404382889866
2025-04-01,,武将,武将招募,,武将招募,8.199659016393444,0.0,,8.199659016393444
2025-03-01,超R,神武,神武升星,,,3392.6729534497836,4414.959591270468,,7807.632544720252
2025-04-01,非R,武将,武将,1157,柔·茶茶UR,10.442277732101832,0.0,,10.442277732101832
2025-04-01,,武将,武将,1113,S4服部半藏UR,0.0,0.0,,0.0
2025-03-01,超R,武将,武将,1263,S20生驹吉乃UR,135.37049087331684,0.0,,135.37049087331684
2025-03-01,超R,武将,武将碎片,1016,真田幸村SSR+,0.0,85.08539439428571,,85.08539439428571
2025-04-01,小R,旗阵,旗阵升级,,,0.0,62.86287912685716,,62.86287912685716
2025-04-01,大R,武将,武将碎片,1132,援·阿市SSR+,44.658857142857144,0.0,,44.658857142857144
2025-03-01,非R,武将,武将,1074,毛利元就SR,0.0,0.0,,0.0
2025-03-01,非R,武将,武将,1119,援·宁宁SSR,0.0,0.0,,0.0
2025-03-01,微R,武将,武将,1138,勇·柴田胜家SSR,52.562321522184554,0.0,,52.562321522184554
2025-04-01,大R,武将,武将,1118,援·阿松SSR,1067.9750265404098,0.0,,1067.9750265404098
2025-04-01,小R,武将,武将,1147,谋·茶茶SSR,72.98924610636193,0.0,,72.98924610636193
2025-04-01,非R,武将,武将,1127,谋·上杉谦信SSR+,0.08869665848689594,0.0,,0.08869665848689594
2025-04-01,微R,武将,武将,1046,今川义元SSR,7.6462392398240135,0.0,,7.6462392398240135
2025-03-01,大R,武将,武将,328107,武将,890.6842794017508,0.0,,890.6842794017508
2025-03-01,微R,武将,武将,1029,茶茶SR,18.986403030671006,0.0,,18.986403030671006
2025-04-01,中R,武将,武将,1024,长宗我部元亲SR,138.75397195306195,0.0,,138.75397195306195
2025-04-01,中R,武将,武将,1034,岛左近SR,214.8815026444259,0.0,,214.8815026444259
2025-04-01,非R,武将,武将,1313,UR-佐竹义重,0.10763065047293824,0.0,,0.10763065047293824
2025-04-01,小R,武将,武将,1043,直江兼续SSR,9.245924820841996,0.0,,9.245924820841996
2025-04-01,超R,武将,武将,1145,勇·足利义辉SSR,295.38773227877806,0.0,,295.38773227877806
2025-04-01,中R,武将,武将,1171,谋·黑田官兵卫SSR+,283.30153327213037,0.0,,283.30153327213037
2025-03-01,小R,武将,武将,328085,武将,7.742961938927451,0.0,,7.742961938927451
2025-03-01,微R,武将,武将,1295,耀 德川家康UR,13.088583857865418,0.0,,13.088583857865418
2025-03-01,中R,武将,武将,1015,德川家康SSR+,476.4712300565786,0.0,,476.4712300565786
2025-03-01,非R,武将,武将,317966,武将,0.0,0.0,,0.0
2025-04-01,中R,武将,武将,1182,S7加藤清正UR,6.206198166323468,0.0,,6.206198166323468
2025-03-01,中R,武将,武将,1084,光·立花訚千代UR,63.35707762682495,0.0,,63.35707762682495
2025-03-01,小R,武将,武将,1063,森兰丸SSR,21.120568019186962,0.0,,21.120568019186962
2025-03-01,中R,武将,武将,1104,TW鹤姬UR,166.2567002686562,0.0,,166.2567002686562
2025-04-01,小R,武将,武将,1198,柔·甲斐姬UR,115.45290755740243,0.0,,115.45290755740243
2025-04-01,,武将,武将,1149,勇·森兰丸SSR,1.00384871464574,0.0,,1.00384871464574
2025-04-01,大R,武将,武将,1122,援·丰臣秀吉SSR+,1559.079272533387,0.0,,1559.079272533387
2025-03-01,超R,武将,武将,1093,光·井伊直虎UR,745.6957888370837,0.0,,745.6957888370837
2025-03-01,大R,武将,武将,348074,武将,25.73920956506249,0.0,,25.73920956506249
2025-03-01,小R,武将,武将,1272,S23岛津义弘UR,0.0,0.0,,0.0
