"first_of_month","pay_tag","system","sub_system","hero_id","hero_name","revenue","pearl_revenue","paymentdetail_last_pearl","total_revenue"
2025-03-01,微R,玩法,玩法,,,14.356777546893545,0.0,,14.356777546893545
2025-03-01,小R,武将,武将,1069,长尾景虎SR,40.56644792074991,0.0,,40.56644792074991
2025-04-01,非R,武将,武将,329096,武将,4.262341458933345,0.0,,4.262341458933345
2025-03-01,小R,武将,武将,1012,阿市SSR+,33.06051557495572,0.0,,33.06051557495572
2025-03-01,非R,武将,武将,1303,耀足利义辉UR,0.0,0.0,,0.0
2025-04-01,小R,武将,武将,1044,黑田官兵卫SR,33.38230535828209,0.0,,33.38230535828209
2025-04-01,非R,武将,武将,1010,宫本武藏SSR,0.20175583551965182,0.0,,0.20175583551965182
2025-03-01,非R,武将,武将,1023,明智光秀SSR,0.0,0.0,,0.0
2025-04-01,非R,武将,武将,1019,宁宁SSR,0.3727751287297977,0.0,,0.3727751287297977
2025-03-01,超R,武将,武将,1069,长尾景虎SR,365.8714572743314,0.0,,365.8714572743314
2025-04-01,超R,武将,武将,1074,毛利元就SR,248.4219495056326,0.0,,248.4219495056326
2025-04-01,超R,神武,神武,,,9599.924539534699,0.0,,9599.924539534699
2025-04-01,小R,武将,武将,1018,上杉谦信SSR+,134.50048242335367,0.0,,134.50048242335367
2025-04-01,微R,武将,武将,1197,刚·毛利元就UR,0.8080203619953673,0.0,,0.8080203619953673
2025-04-01,中R,武将,武将,1045,足利义辉SSR,26.948642504877466,0.0,,26.948642504877466
2025-04-01,非R,武将,武将,308446,武将,1.80106123718824,0.0,,1.80106123718824
2025-04-01,大R,武将,武将,1041,森兰丸SR,200.07587417809503,0.0,,200.07587417809503
2025-03-01,大R,武将,武将,1146,谋·今川义元SSR,266.45041855340355,0.0,,266.45041855340355
2025-03-01,大R,武将,武将,348013,武将,691.7910430387944,0.0,,691.7910430387944
2025-04-01,非R,武将,武将,338001,武将,0.0,0.0,,0.0
2025-04-01,微R,武将,武将,1021,伊达政宗SSR,0.12121655247766717,0.0,,0.12121655247766717
2025-04-01,大R,武将,武将,1043,直江兼续SSR,1.4092560262584968,0.0,,1.4092560262584968
2025-03-01,大R,武将,武将,1298,联动-柴田胜家UR,1897.3599876431906,0.0,,1897.3599876431906
2025-04-01,微R,武将,武将,1204,S11锅岛直茂SSR+,0.0,0.0,,0.0
2025-03-01,大R,武将,武将,1161,刚·本多忠胜UR,1.359696207348042,0.0,,1.359696207348042
2025-04-01,非R,武将,武将,1158,刚·上杉谦信UR,16.937529409948056,0.0,,16.937529409948056
2025-03-01,大R,武将,武将,348051,武将,131.33308318185735,0.0,,131.33308318185735
2025-04-01,大R,武将,武将,1154,柔·鹤姬UR,57.829067007731766,0.0,,57.829067007731766
2025-03-01,大R,武将,武将,1051,光·本多忠胜UR,848.8403130982638,0.0,,848.8403130982638
2025-03-01,小R,武将,武将,1058,光·丰臣秀吉UR,248.74342292231094,0.0,,248.74342292231094
2025-04-01,非R,武将,武将,348086,武将,8.80307261618064,0.0,,8.80307261618064
2025-04-01,超R,武将,武将,1207,S12本愿寺显如SSR+,0.0,0.0,,0.0
2025-03-01,微R,武将,武将,328060,武将,0.0,0.0,,0.0
2025-04-01,微R,武将,武将,1156,刚·伊达政宗UR,0.0,0.0,,0.0
2025-03-01,大R,武将,武将,328085,武将,785.591211292841,0.0,,785.591211292841
2025-03-01,小R,武将,武将,1280,S25二好长逸SSR+,0.12650113711502695,0.0,,0.12650113711502695
2025-03-01,微R,金币,通用资源,,,0.0,0.0,19.123940573988857,0.0
2025-04-01,超R,其他,通用资源,,,1882.3424775991602,2163.1773258175817,,4045.519803416742
2025-04-01,小R,浮世绘,浮世绘刻印,,,192.77739999999997,10.244503648,,203.02190364799998
2025-03-01,非R,武将,武将碎片,,武将碎片,0.0,0.0,,0.0
2025-04-01,,武将,武将,1303,耀足利义辉UR,0.0,0.0,,0.0
2025-04-01,微R,武将,武将,1212,刚·宇喜多秀家UR,0.0,0.0,,0.0
2025-04-01,超R,旗阵,旗阵突破,,,66.98828571428571,0.0,,66.98828571428571
2025-03-01,非R,武将,武将,1122,援·丰臣秀吉SSR+,0.0,0.0,,0.0
2025-04-01,非R,阵法,阵法,,,123.91989260161235,0.0,,123.91989260161235
2025-04-01,非R,武将,武将,308385,武将,1.804042785909903,0.0,,1.804042785909903
2025-03-01,小R,武将,武将,1028,真田信幸SR,39.35375076742119,0.0,,39.35375076742119
2025-04-01,中R,武将,武将,1077,直江兼续SR,155.181753418677,0.0,,155.181753418677
2025-04-01,超R,武将,武将,1080,姬若子R,1030.8062252652346,0.0,,1030.8062252652346
2025-04-01,中R,武将,武将,1037,本愿寺显如R,720.4818972477411,0.0,,720.4818972477411
2025-03-01,小R,武将,武将,1124,勇·伊达政宗SSR,9.542727136208594,0.0,,9.542727136208594
2025-03-01,微R,武将,武将,1125,勇·佐佐木小次郎SSR,58.0987047818674,0.0,,58.0987047818674
2025-04-01,微R,武将,武将,1075,今川义元SR,19.866502869183837,0.0,,19.866502869183837
2025-04-01,超R,武将,武将,1120,援·阿初SSR,559.9866311727714,0.0,,559.9866311727714
2025-04-01,中R,武将,武将,1071,石田三成SR,146.36584950996593,0.0,,146.36584950996593
2025-04-01,非R,武将,武将,1302,联动-宫本武藏UR,0.0,0.0,,0.0
2025-03-01,微R,武将,武将,1017,真田昌幸SR,11.283272749678241,0.0,,11.283272749678241
2025-04-01,非R,武将,武将,328063,武将,0.0,0.0,,0.0
2025-04-01,小R,武将,武将,1016,真田幸村SSR+,183.90455258116145,0.0,,183.90455258116145
2025-04-01,非R,武将,武将,1291,联动-查理曼UR,0.0,0.0,,0.0
2025-04-01,超R,武将,武将,1028,真田信幸SR,328.21468823108046,0.0,,328.21468823108046
2025-04-01,微R,武将,武将,1154,柔·鹤姬UR,1.0946550092572256,0.0,,1.0946550092572256
2025-04-01,非R,武将,武将,1065,小早川隆景SSR,0.0,0.0,,0.0
2025-03-01,超R,武将,武将,1142,柔·玉子UR,41.814461195688544,0.0,,41.814461195688544
2025-04-01,,神威,神威,,,5.242131367051639,0.0,,5.242131367051639
2025-04-01,,武将,武将,1074,毛利元就SR,2.8538900068842175,0.0,,2.8538900068842175
2025-03-01,中R,武将,武将,1016,真田幸村SSR+,566.5675730817661,0.0,,566.5675730817661
2025-03-01,小R,武将,武将,1104,TW鹤姬UR,5.557617859902136,0.0,,5.557617859902136
2025-04-01,,武将,武将,1028,真田信幸SR,1.6684968217249194,0.0,,1.6684968217249194
2025-03-01,非R,武将,武将,1166,柔·阿松UR,0.0,0.0,,0.0
2025-03-01,中R,武将,武将,1052,光·真田幸村UR,13.830732516687878,0.0,,13.830732516687878
2025-04-01,超R,武将,武将,1170,谋·竹中半兵卫SSR+,2178.0073310164444,0.0,,2178.0073310164444
2025-04-01,,武将,武将,1118,援·阿松SSR,3.446420912003532,0.0,,3.446420912003532
2025-04-01,超R,武将,武将,1124,勇·伊达政宗SSR,125.78430627813658,0.0,,125.78430627813658
2025-04-01,小R,武将,武将,1105,TW玉子UR,0.43774502285109074,0.0,,0.43774502285109074
2025-04-01,微R,武将,武将,308446,武将,1.3684984763084933,0.0,,1.3684984763084933
2025-04-01,微R,武将,武将,1298,联动-柴田胜家UR,4.622304092501908,0.0,,4.622304092501908
2025-03-01,中R,武将,武将,1010,宫本武藏SSR,14.752110066486921,0.0,,14.752110066486921
2025-04-01,小R,武将,武将,1021,伊达政宗SSR,6.552915577123512,0.0,,6.552915577123512
2025-04-01,,武将,武将,1133,勇·真田幸村SSR+,1.2280970431798084,0.0,,1.2280970431798084
2025-04-01,,武将,武将,1059,光·上杉谦信UR,0.0,0.0,,0.0
2025-04-01,大R,武将,武将,348062,武将,204.18200050137415,0.0,,204.18200050137415
2025-03-01,小R,武将,武将,348064,武将,38.67407576274755,0.0,,38.67407576274755
2025-04-01,超R,武将,武将,1104,TW鹤姬UR,436.6054935693635,0.0,,436.6054935693635
2025-04-01,非R,武将,武将,1060,光·武田信玄UR,0.0,0.0,,0.0
2025-03-01,小R,武将,武将,1215,S14濑名姬SSR+,0.0,0.0,,0.0
2025-04-01,大R,武将,武将,1165,柔·井伊直虎UR,42.95298969794701,0.0,,42.95298969794701
2025-03-01,微R,武将,武将,1300,S32酒井忠次UR,0.10692896199216022,0.0,,0.10692896199216022
2025-04-01,微R,武将,武将,1263,S20生驹吉乃UR,0.0,0.0,,0.0
2025-04-01,大R,武将,武将,338018,武将,7.981774374714753,0.0,,7.981774374714753
2025-04-01,,武将,武将,1061,茶茶SSR,0.0,0.0,,0.0
2025-04-01,微R,金币,金币,,,0.0,0.0,2831.9048902739405,0.0
2025-03-01,大R,武将,超级转盘,,超级转盘,2547.00627,8691.702652676639,20280.639522912155,11238.708922676638
2025-04-01,大R,武将,武将碎片,348086,武将碎片,2645.1784615384618,2760.394099003077,,5405.572560541539
2025-03-01,超R,战旗,战旗招募,,,385.55479999999994,112.72924289404003,,498.28404289404
2025-03-01,中R,神武,神武升级,,,543.6730434782609,0.0,,543.6730434782609
2025-04-01,超R,神威,神威招募,,,107.79724137931034,827.9016783103448,,935.6989196896551
2025-03-01,大R,武将,武将,1197,刚·毛利元就UR,174.50227444687533,0.0,,174.50227444687533
2025-03-01,小R,武将,武将,1271,S22见性院SSR+,0.0,0.0,,0.0
2025-03-01,超R,武将,武将,1294,联动-吕布UR,259.7380010686993,0.0,,259.7380010686993
2025-03-01,非R,神威,神威,,,0.0,0.0,,0.0
2025-03-01,非R,武将,武将,1041,森兰丸SR,0.0,0.0,,0.0
2025-04-01,大R,研习,研习,,,6956.433875743252,2755.1763402044835,,9711.610215947736
2025-04-01,非R,武将,武将,1311,S35山本勘助UR,25.315339368664624,0.0,,25.315339368664624
2025-03-01,非R,武将,武将,1118,援·阿松SSR,0.0,0.0,,0.0
2025-03-01,小R,旗阵,旗阵,,,801.083329128254,0.0,,801.083329128254
2025-04-01,,计策,计策,,,2.517446236370563,0.0,,2.517446236370563
2025-03-01,微R,武将,武将,1033,松永久秀R,68.46734969029669,0.0,,68.46734969029669
2025-03-01,微R,武将,武将,1144,援·阿国SSR+,4.383397326319415,0.0,,4.383397326319415
2025-03-01,大R,武将,武将,1137,谋·石田三成SSR,584.6266201926502,0.0,,584.6266201926502
2025-03-01,大R,神威,神威,,,27439.827484158835,0.0,,27439.827484158835
2025-04-01,超R,武将,武将,1151,德寿丸SR,457.9754278792616,0.0,,457.9754278792616
2025-04-01,小R,武将,武将,348052,武将,559.0321920092085,0.0,,559.0321920092085
2025-04-01,,阵法,阵法,,,0.8873482998589717,0.0,,0.8873482998589717
2025-03-01,非R,武将,武将,1061,茶茶SSR,0.0,0.0,,0.0
2025-04-01,小R,武将,武将,1069,长尾景虎SR,46.29098836327244,0.0,,46.29098836327244
2025-03-01,微R,武将,武将,1066,佐佐木小次郎SSR,0.8454568360565545,0.0,,0.8454568360565545
2025-04-01,超R,武将,武将,1072,梵天丸SR,239.79791089572555,0.0,,239.79791089572555
2025-04-01,小R,化境,化境,,,254.15574398012131,0.0,,254.15574398012131
2025-04-01,超R,武将,武将,1125,勇·佐佐木小次郎SSR,578.4002011846728,0.0,,578.4002011846728
2025-04-01,,武将,武将,1123,勇·宫本武藏SSR,1.00384871464574,0.0,,1.00384871464574
2025-04-01,非R,武将,武将,1053,光·伊达政宗UR,0.12320854411097219,0.0,,0.12320854411097219
2025-04-01,大R,武将,武将,1131,坚·立花訚千代SSR,267.9124051179443,0.0,,267.9124051179443
2025-04-01,大R,武将,武将,1044,黑田官兵卫SR,109.71287723335641,0.0,,109.71287723335641
2025-04-01,中R,武将,武将,1312,S35真田幸隆SSR+,714.0263957293621,0.0,,714.0263957293621
2025-03-01,微R,武将,武将,1016,真田幸村SSR+,71.04797991713104,0.0,,71.04797991713104
2025-03-01,微R,武将,武将,1020,浓姬SSR,6.162904278224823,0.0,,6.162904278224823
2025-04-01,小R,武将,武将,1134,谋·德川家康SSR+,2.8323295304615717,0.0,,2.8323295304615717
2025-04-01,小R,武将,武将,1144,援·阿国SSR+,127.76465398362953,0.0,,127.76465398362953
2025-04-01,中R,武将,武将,1114,S4风魔小太郎UR,0.0,0.0,,0.0
2025-03-01,超R,武将,武将,1072,梵天丸SR,387.7371415707667,0.0,,387.7371415707667
2025-04-01,超R,武将,武将,348085,武将,187.71976243457996,0.0,,187.71976243457996
2025-03-01,微R,武将,武将,1163,柔·宁宁UR,0.0,0.0,,0.0
2025-04-01,小R,武将,武将,1061,茶茶SSR,19.165807200265625,0.0,,19.165807200265625
2025-04-01,大R,武将,武将,1011,望月千代女SR,130.8874776398627,0.0,,130.8874776398627
2025-04-01,,武将,武将,1024,长宗我部元亲SR,2.4241067477590215,0.0,,2.4241067477590215
2025-04-01,小R,武将,武将,328060,武将,1346.6037275988892,0.0,,1346.6037275988892
2025-04-01,超R,武将,武将,1168,勇·阿江SSR,319.2970088657004,0.0,,319.2970088657004
2025-03-01,非R,武将,武将,1162,柔·浓姬UR,0.0,0.0,,0.0
2025-03-01,超R,武将,武将,1304,S33前田庆次UR,24504.23066967813,0.0,,24504.23066967813
2025-04-01,超R,武将,武将,1059,光·上杉谦信UR,107.73687408803414,0.0,,107.73687408803414
2025-03-01,超R,武将,武将,1155,刚·长宗我部元亲UR,0.0,0.0,,0.0
2025-03-01,大R,武将,武将,1162,柔·浓姬UR,57.366647367311636,0.0,,57.366647367311636
2025-04-01,小R,武将,武将,1153,刚·真田幸村UR,0.0,0.0,,0.0
2025-03-01,超R,武将,武将,1062,立花宗茂SSR,75.35088272420398,0.0,,75.35088272420398
2025-04-01,,武将,武将,1023,明智光秀SSR,0.25791712688379637,0.0,,0.25791712688379637
2025-04-01,微R,武将,武将,1219,S16龙造寺隆信UR,0.0,0.0,,0.0
2025-04-01,中R,神器,神器升级,,,447.44097309316766,266.5113306122457,,713.9523037054133
2025-04-01,超R,武将,"2024春日祭",,"2024春日祭",390.765,8247.23753845104,19243.55425638576,8638.002538451039
2025-04-01,超R,武将,神兵出世,,神兵出世,0.0,0.0,7353.1892513448,0.0
2025-04-01,超R,武将,武将突破,,武将突破,12.504480000000001,23.079237385200003,,35.5837173852
2025-04-01,小R,武将,武将碎片,348086,武将碎片,3126.1200000000003,217.40994308923075,,3343.529943089231
2025-04-01,大R,战旗,战旗升级,,,11.493088235294119,316.1028812839514,,327.5959695192455
2025-03-01,大R,武将,武将突破,,武将突破,12.504480000000001,82.94609222880001,,95.45057222880001
2025-03-01,小R,武将,深海秘宝,,深海秘宝,3.3866300000000003,0.0,,3.3866300000000003
2025-04-01,中R,武将,武将,1208,S13一条兼定UR,0.39974725636728825,0.0,,0.39974725636728825
2025-04-01,中R,金币,旗阵属性,,,0.0,0.0,107.41981880319999,0.0
2025-03-01,中R,浮世绘,浮世绘升级,,,0.0,16.539675696000003,,16.539675696000003
2025-04-01,非R,武将,武将,1024,长宗我部元亲SR,8.851663191460927,0.0,,8.851663191460927
2025-03-01,小R,武将,武将,1080,姬若子R,165.66248795682873,0.0,,165.66248795682873
2025-03-01,微R,武将,武将,1120,援·阿初SSR,33.768435816999286,0.0,,33.768435816999286
2025-04-01,微R,武将,武将,1140,直江兼续R,401.31420213516014,0.0,,401.31420213516014
2025-04-01,非R,武将,武将,1075,今川义元SR,5.739745396186947,0.0,,5.739745396186947
2025-04-01,非R,武将,武将,1013,阿松SSR,1.7377880749744452,0.0,,1.7377880749744452
2025-04-01,中R,铭刻,铭刻,,,5916.880614524238,64.77719690072132,,5981.65781142496
2025-04-01,超R,武将,武将,1033,松永久秀R,1034.8820012025014,0.0,,1034.8820012025014
2025-03-01,超R,武将,武将,1025,片仓小十郎R,1632.495629412282,0.0,,1632.495629412282
2025-04-01,大R,战旗,战旗,,,20282.24901834907,0.0,,20282.24901834907
2025-03-01,中R,武将,武将,1149,勇·森兰丸SSR,193.73478238665606,0.0,,193.73478238665606
2025-04-01,大R,武将,武将,1079,阿江SR,147.7658559923208,0.0,,147.7658559923208
2025-03-01,非R,武将,武将,1168,勇·阿江SSR,0.0,0.0,,0.0
2025-03-01,大R,武将,武将,1033,松永久秀R,945.6459357972655,0.0,,945.6459357972655
2025-03-01,微R,武将,武将,1057,光·德川家康UR,3.516053198868565,0.0,,3.516053198868565
2025-03-01,小R,武将,武将,1136,援·毛利元就SSR,159.06305212873858,0.0,,159.06305212873858
2025-03-01,中R,武将,武将,1070,明智光秀SR,200.41137834726072,0.0,,200.41137834726072
2025-03-01,中R,武将,武将,308386,武将,533.9147952394061,0.0,,533.9147952394061
2025-04-01,微R,武将,武将,1132,援·阿市SSR+,19.244679133107457,0.0,,19.244679133107457
2025-03-01,微R,武将,武将,1127,谋·上杉谦信SSR+,12.603464321568739,0.0,,12.603464321568739
2025-03-01,微R,武将,武将,1134,谋·德川家康SSR+,22.008858561371913,0.0,,22.008858561371913
2025-04-01,小R,武将,武将,308385,武将,342.7133456153893,0.0,,342.7133456153893
2025-03-01,中R,武将,武将,1145,勇·足利义辉SSR,239.92702593471657,0.0,,239.92702593471657
2025-04-01,中R,武将,武将,348082,武将,202.23991326926247,0.0,,202.23991326926247
2025-03-01,大R,武将,武将,1008,织田信长SSR+,771.5711975771258,0.0,,771.5711975771258
2025-04-01,大R,武将,武将,1047,小早川隆景SR,139.24996063476223,0.0,,139.24996063476223
2025-04-01,中R,武将,武将,1062,立花宗茂SSR,19.702890537192953,0.0,,19.702890537192953
2025-04-01,大R,武将,武将,1159,刚·丰臣秀吉UR,76.79412573978729,0.0,,76.79412573978729
2025-04-01,超R,武将,武将,1299,联动-望月千代女UR,3264.1753657503928,0.0,,3264.1753657503928
2025-04-01,小R,武将,武将,1058,光·丰臣秀吉UR,155.40098620266875,0.0,,155.40098620266875
2025-04-01,,武将,武将,1075,今川义元SR,1.6452002380462583,0.0,,1.6452002380462583
2025-04-01,中R,武将,武将,1043,直江兼续SSR,8.988501457585922,0.0,,8.988501457585922
2025-03-01,超R,武将,武将,348064,武将,831.366063958592,0.0,,831.366063958592
2025-03-01,小R,武将,武将,1019,宁宁SSR,10.219937793920597,0.0,,10.219937793920597
2025-04-01,微R,武将,武将,1295,耀 德川家康UR,1.1274560720159268,0.0,,1.1274560720159268
2025-04-01,大R,武将,武将,1289,S29佐久间盛政UR,73.8634482503532,0.0,,73.8634482503532
2025-04-01,超R,武将,武将,1167,刚·岛津义久UR,141.6695912467989,0.0,,141.6695912467989
2025-03-01,中R,武将,武将,1060,光·武田信玄UR,38.372165191872355,0.0,,38.372165191872355
2025-04-01,小R,武将,武将,1197,刚·毛利元就UR,7.700647235851417,0.0,,7.700647235851417
2025-03-01,非R,武将,武将,1284,S27伊达辉宗UR,0.0,0.0,,0.0
2025-03-01,超R,武将,武将,1022,武田信玄SSR,165.65418325397576,0.0,,165.65418325397576
2025-04-01,中R,国宝,国宝升星,,,579.5301974916388,209.87236093084022,,789.4025584224789
2025-03-01,大R,金币,通用资源,,,0.0,0.0,2078.8733243937263,0.0
2025-04-01,超R,武将,超级转盘,,超级转盘,14641.183019999997,31675.74316904256,73910.06739443264,46316.926189042555
2025-04-01,小R,金币,通用资源,,,0.0,0.0,123.24196068759676,0.0
2025-03-01,微R,武将,武将突破,,武将突破,7.386433197278912,0.0,,7.386433197278912
2025-03-01,小R,武将,武将升星,,武将升星,76.71460122699386,0.0,,76.71460122699386
2025-04-01,小R,武将,武将,1162,柔·浓姬UR,0.5748032258338042,0.0,,0.5748032258338042
2025-04-01,,武将,武将,1154,柔·鹤姬UR,0.0,0.0,,0.0
2025-04-01,非R,武将,武将,1263,S20生驹吉乃UR,0.0,0.0,,0.0
2025-03-01,非R,武将,武将,1163,柔·宁宁UR,0.0,0.0,,0.0
2025-04-01,中R,旗阵,旗阵突破,,,35.727085714285714,100.706080128,,136.43316584228572
2025-03-01,小R,武将,"2024春日祭",,"2024春日祭",251.65266,0.0,,251.65266
2025-03-01,非R,神器,神器,,,0.0,0.0,,0.0
2025-04-01,小R,计策,计策,,,1894.9383564713012,190.6626620366677,,2085.601018507969
2025-04-01,非R,武将,武将,348081,武将,3.5494665087090396,0.0,,3.5494665087090396
2025-03-01,微R,国宝,国宝,,,540.5037408475592,0.0,,540.5037408475592
2025-04-01,非R,武将,武将,1034,岛左近SR,6.001072618749778,0.0,,6.001072618749778
2025-03-01,中R,计策,计策,,,5723.664834628403,1493.7105624376254,,7217.375397066028
2025-03-01,微R,武将,武将,1028,真田信幸SR,19.863165836499846,0.0,,19.863165836499846
2025-04-01,超R,装备,装备,,,29661.578812854725,2405.746390022571,,32067.325202877295
2025-03-01,超R,武将,武将,1073,浓姬SR,394.8653877091933,0.0,,394.8653877091933
2025-04-01,微R,武将,武将,1017,真田昌幸SR,23.407329288905114,0.0,,23.407329288905114
2025-04-01,小R,武将,武将,1170,谋·竹中半兵卫SSR+,103.3827014514899,0.0,,103.3827014514899
2025-03-01,中R,武将,武将,1034,岛左近SR,173.0597668058595,0.0,,173.0597668058595
2025-03-01,非R,武将,武将,1197,刚·毛利元就UR,0.0,0.0,,0.0
2025-04-01,,战旗,战旗,,,5.3611369213674,0.0,,5.3611369213674
2025-03-01,超R,武将,武将,1169,勇·前田利家SSR+,1100.1593965519583,0.0,,1100.1593965519583
2025-04-01,微R,武将,武将,1015,德川家康SSR+,67.66374310370253,0.0,,67.66374310370253
2025-03-01,大R,武将,武将,1009,丰臣秀吉SSR+,321.1847032321667,0.0,,321.1847032321667
2025-03-01,超R,武将,武将,1043,直江兼续SSR,43.284681465017364,0.0,,43.284681465017364
2025-03-01,小R,武将,武将,1139,勇·浅井长政SSR,50.41345181462685,0.0,,50.41345181462685
2025-03-01,中R,武将,武将,1071,石田三成SR,198.94129622279394,0.0,,198.94129622279394
2025-03-01,中R,武将,武将,1298,联动-柴田胜家UR,99.80009696144663,0.0,,99.80009696144663
2025-03-01,小R,武将,武将,1057,光·德川家康UR,6.412002027965465,0.0,,6.412002027965465
2025-03-01,超R,武将,武将,1036,立花宗茂SR,309.7528745827384,0.0,,309.7528745827384
2025-03-01,微R,武将,武将,1299,联动-望月千代女UR,0.009300379252519638,0.0,,0.009300379252519638
2025-04-01,微R,武将,武将,1053,光·伊达政宗UR,3.5012101315134925,0.0,,3.5012101315134925
2025-04-01,超R,武将,武将,1122,援·丰臣秀吉SSR+,3493.300582336268,0.0,,3493.300582336268
2025-03-01,大R,武将,武将,1299,联动-望月千代女UR,4106.983652329946,0.0,,4106.983652329946
2025-04-01,小R,武将,武将,1295,耀 德川家康UR,0.7691029619596128,0.0,,0.7691029619596128
2025-04-01,超R,武将,武将,1014,立花訚千代SSR,17.76781427043297,0.0,,17.76781427043297
2025-04-01,,武将,武将,1146,谋·今川义元SSR,1.00384871464574,0.0,,1.00384871464574
2025-04-01,超R,武将,武将,1051,光·本多忠胜UR,509.78582643662753,0.0,,509.78582643662753
2025-03-01,大R,武将,武将,1045,足利义辉SSR,24.440444288667067,0.0,,24.440444288667067
2025-04-01,小R,武将,武将,1023,明智光秀SSR,0.5025543373351589,0.0,,0.5025543373351589
2025-04-01,微R,武将,武将,1306,联动-风魔小太郎UR,0.0,0.0,,0.0
2025-04-01,,武将,武将,1166,柔·阿松UR,0.0,0.0,,0.0
2025-04-01,非R,武将,武将,1216,S15泷川一益UR,0.0,0.0,,0.0
2025-04-01,小R,武将,武将,1302,联动-宫本武藏UR,194.94551550120377,0.0,,194.94551550120377
2025-04-01,中R,武将,武将,1113,S4服部半藏UR,15.333557580272496,0.0,,15.333557580272496
2025-04-01,大R,武将,武将,1141,柔·望月千代女UR,16.94339004072637,0.0,,16.94339004072637
2025-04-01,超R,武将,武将,1197,刚·毛利元就UR,100.78199084521744,0.0,,100.78199084521744
2025-04-01,超R,武将,武将,1020,浓姬SSR,32.73764284345074,0.0,,32.73764284345074
2025-04-01,小R,武将,武将,1272,S23岛津义弘UR,0.8309071590870432,0.0,,0.8309071590870432
2025-04-01,,武将,武将,328095,武将,0.0,0.0,,0.0
2025-04-01,微R,武将,武将,1216,S15泷川一益UR,0.014557187432220097,0.0,,0.014557187432220097
2025-04-01,超R,武将,武将,1204,S11锅岛直茂SSR+,7.721938166691528,0.0,,7.721938166691528
2025-03-01,中R,武将,武将,308384,武将,0.19702541874964608,0.0,,0.19702541874964608
2025-04-01,超R,武将,武将,1046,今川义元SSR,1.5138861917331277,0.0,,1.5138861917331277
2025-04-01,中R,武将,武将碎片,1312,S35真田幸隆SSR+,669.8828571428571,317.66760592285715,,987.5504630657142
2025-04-01,小R,武将,神武锻造,,神武锻造,108.63266999999999,8.868727413120002,20.693697297280004,117.50139741311999
2025-04-01,中R,武将,倍率转盘,,倍率转盘,284.47692,340.67730500159996,146.0045592864,625.1542250016
2025-04-01,中R,武将,武将,1160,刚·武田信玄UR,0.0,0.0,,0.0
2025-03-01,微R,武将,武将,1157,柔·茶茶UR,0.0,0.0,,0.0
2025-03-01,中R,武将,武将,1184,S7山本勘助SSR+,0.7575337328815446,0.0,,0.7575337328815446
2025-04-01,中R,武将,武将,338001,武将,0.0,0.0,,0.0
2025-04-01,大R,武将,武将,1306,联动-风魔小太郎UR,1424.1165606791133,0.0,,1424.1165606791133
2025-03-01,超R,武将,武将,1031,阿江R,1596.833078397209,0.0,,1596.833078397209
2025-04-01,小R,武将,武将,1118,援·阿松SSR,105.37361278322044,0.0,,105.37361278322044
2025-04-01,非R,武将,武将,1146,谋·今川义元SSR,0.5869008475535455,0.0,,0.5869008475535455
2025-04-01,非R,武将,武将,317918,武将,12.968531998359149,0.0,,12.968531998359149
2025-04-01,中R,武将,武将,1129,刚·织田信长UR,172.71415093768752,0.0,,172.71415093768752
2025-04-01,非R,武将,武将,1298,联动-柴田胜家UR,0.0,0.0,,0.0
2025-04-01,大R,计策,计策,,,6702.884529963706,818.2121475031456,,7521.096677466851
2025-04-01,非R,武将,武将,1058,光·丰臣秀吉UR,0.9690117816355912,0.0,,0.9690117816355912
2025-03-01,中R,武将,武将,1068,木下秀吉SR,177.56117268135333,0.0,,177.56117268135333
2025-03-01,中R,武将,武将,1075,今川义元SR,200.84560934717797,0.0,,200.84560934717797
2025-03-01,大R,武将,武将,1028,真田信幸SR,151.47269800156914,0.0,,151.47269800156914
2025-04-01,,活动,活动,,,0.00397386055721032,0.0,,0.00397386055721032
2025-04-01,小R,武将,武将,1146,谋·今川义元SSR,35.94461813934669,0.0,,35.94461813934669
2025-04-01,微R,武将,武将,1143,勇·本多忠胜SSR+,13.448449545864413,0.0,,13.448449545864413
2025-04-01,大R,武将,武将,317918,武将,137.90939509427537,0.0,,137.90939509427537
2025-04-01,微R,武将,武将,1039,柴田胜家SSR,2.130293539676985,0.0,,2.130293539676985
2025-03-01,小R,武将,武将,1135,谋·明智光秀SSR,36.560913475466506,0.0,,36.560913475466506
2025-04-01,大R,武将,武将,308446,武将,463.06109563600955,0.0,,463.06109563600955
2025-03-01,超R,武将,武将,1124,勇·伊达政宗SSR,365.97325491405223,0.0,,365.97325491405223
2025-04-01,大R,武将,武将,329096,武将,620.5554609249897,0.0,,620.5554609249897
2025-04-01,非R,武将,武将,1292,S30明智光秀UR,13.466826546449779,0.0,,13.466826546449779
2025-03-01,大R,武将,武将,1306,联动-风魔小太郎UR,845.5506499129353,0.0,,845.5506499129353
2025-04-01,微R,武将,武将,1292,S30明智光秀UR,3.157852406940459,0.0,,3.157852406940459
2025-03-01,大R,武将,武将,1061,茶茶SSR,0.7464659679132495,0.0,,0.7464659679132495
2025-04-01,中R,武将,武将,1296,S31京极龙子UR,335.35173862953667,0.0,,335.35173862953667
2025-03-01,中R,武将,武将,1053,光·伊达政宗UR,6.870300919679145,0.0,,6.870300919679145
2025-03-01,微R,武将,武将,1283,S26畠山高政SSR+,0.0,0.0,,0.0
