group_col,month,count,mean,std,min,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%,max
0.99-30金币,2024-06-01,30.0,0.06270296886675868,0.04461489302673242,0.006756756756756757,0.006756756756756757,0.028760193295077018,0.032502746649088116,0.04010127531882971,0.04399624765478424,0.046865203761755486,0.05382962724245355,0.06173261834319524,0.0722678343367999,0.12411507191995,0.1925133689839572,0.1925133689839572
0.99-30金币,2024-07-01,31.0,0.05254642380037809,0.02728236371804377,0.004694835680751174,0.004694835680751174,0.024844720496894408,0.03076923076923077,0.039473684210526314,0.042682926829268296,0.043209876543209874,0.0574712643678161,0.06015037593984962,0.07692307692307693,0.09302325581395349,0.11176470588235295,0.11176470588235295
0.99-30金币,2024-08-01,31.0,0.058953032080280625,0.04499550075037441,0.015544041450777202,0.015544041450777202,0.01948051948051948,0.03017241379310345,0.03200000000000001,0.03932584269662921,0.04697986577181208,0.04907975460122701,0.05521472392638037,0.08284023668639054,0.11267605633802817,0.19480519480519481,0.19480519480519481
0.99-30金币,2024-09-01,30.0,0.05261405994807777,0.0350943866511168,0.010471204188481676,0.010471204188481676,0.01726017441860465,0.022844935913546117,0.029620689655172415,0.03947234906139016,0.047410403325469044,0.05467532467532468,0.06824214517876488,0.07119322293644374,0.08789275240888145,0.15286624203821655,0.15286624203821655
0.99-30金币,2024-10-01,31.0,0.06782232064150176,0.04338724086549531,0.006329113924050633,0.006329113924050633,0.03007518796992481,0.03896103896103896,0.05084745762711865,0.05172413793103448,0.05442176870748299,0.06293706293706296,0.07476635514018691,0.08441558441558442,0.12195121951219512,0.17543859649122806,0.17543859649122806
0.99-30金币,2024-11-01,30.0,0.05784183817058493,0.03652496058905952,0.012121212121212121,0.012121212121212121,0.020949568378009997,0.027760160379077824,0.028910544727636184,0.04089403973509934,0.043534762833008445,0.05642951833848878,0.0721311475409836,0.09444444444444446,0.110667934660998,0.13559322033898305,0.13559322033898305
0.99-30金币,2024-12-01,31.0,0.050915680871152245,0.03648224917740772,0.007575757575757576,0.007575757575757576,0.016,0.023668639053254437,0.032,0.03636363636363636,0.04054054054054054,0.046875,0.05263157894736842,0.0703125,0.11206896551724138,0.16216216216216217,0.16216216216216217
0.99-30金币,2025-01-01,31.0,0.05274249277879954,0.03622171845893343,0.0055248618784530384,0.0055248618784530384,0.018018018018018018,0.027522935779816515,0.029850746268656726,0.03669724770642202,0.041666666666666664,0.04687500000000003,0.0707070707070707,0.07518796992481203,0.11971830985915492,0.14285714285714285,0.14285714285714285
0.99-30金币,2025-02-01,28.0,0.04291078558292898,0.035810940543066376,0.006666666666666667,0.006666666666666667,0.009319833852544132,0.016526114378853377,0.020127659574468087,0.022905726431607903,0.027354111405835546,0.03462846041767849,0.041632231404958676,0.08616377571601454,0.09847826086956522,0.12142857142857143,0.12142857142857143
0.99-30金币,2025-03-01,29.0,0.043628141790127216,0.03751870075274445,0.007874015748031496,0.007874015748031496,0.015885827923027434,0.017214443625644806,0.019156513589503286,0.02727272727272727,0.028037383177570093,0.033996463306808146,0.04282430213464695,0.0666529067767458,0.09965744400527009,0.16326530612244897,0.16326530612244897
0.99-30金币,2025-04-01,28.0,0.035058241230348335,0.022422857344386846,0.006896551724137931,0.006896551724137931,0.011548625792811839,0.014799910574558463,0.02201236263736264,0.023124425174090132,0.026770525561822904,0.03904284691686267,0.0434315100514259,0.056451612903225805,0.062008426966292135,0.10091743119266056,0.10091743119266056
11800日元限时礼包=+新金色国宝随机包+国宝升星道具+紫经验国宝,2024-09-01,2.0,0.009310344827586206,0.0009753196981883417,0.008620689655172414,0.008620689655172414,0.008758620689655171,0.008896551724137931,0.00903448275862069,0.009172413793103448,0.009310344827586206,0.009448275862068966,0.009586206896551723,0.009724137931034483,0.009862068965517242,0.01,0.01
