act_tag,pay_tag,type,dis_type1,dis_type2,users,target_sum,target_count
20250522-20250524-3,超R,抽奖每日渠道,玩家付费,2025-05-24,17,176.0,65
20250125-20250127-3,小R,抽奖每日渠道,购买,2025-01-25,4,640.0,31
20250114-20250116-3,中R,抽奖每日渠道,出生获得,2025-01-14,68,5610.0,341
20250522-20250524-3,小R,抽奖每日渠道,购买,2025-05-23,1,12.0,1
20241223-20241225-3,微R,抽奖每日渠道,玩家付费,2024-12-23,258,2310.0,1033
20250412-20250414-3,中R,抽奖每日渠道,出生获得,2025-04-12,87,7290.0,449
20250424-20250426-3,大R,抽奖每日渠道,玩家付费,2025-04-25,32,357.0,155
20250506-20250508-3,大R,抽奖每日渠道,玩家付费,2025-05-06,31,385.0,164
20250101-20250103-3,大R,抽奖每日渠道,出生获得,2025-01-01,24,2550.0,162
20250506-20250508-3,中R,抽奖每日渠道,玩家付费,2025-05-07,140,1477.0,620
20250311-20250313-3,超R,抽奖每日渠道,出生获得,2025-03-12,4,190.0,11
20250101-20250103-3,小R,抽奖每日渠道,购买,2025-01-03,2,24.0,2
20250101-20250103-3,微R,抽奖每日渠道,购买,2025-01-03,2,76.0,3
20241223-20241225-3,大R,抽奖每日渠道,购买,2024-12-24,7,868.0,23
20241211-20241213-3,大R,直购礼包礼包聚合1,神武锻造-购买档位4,,1,62.5224,1
20250412-20250414-3,小R,直购礼包礼包聚合1,神武锻造-购买档位3,,1,614.8036,1
20250125-20250127-3,中R,直购礼包礼包聚合1,神武锻造-购买档位2,,18,4655.8512,38
20241223-20241225-3,未活跃,直购礼包礼包聚合1,神武锻造-购买档位3,,1,660.0,1
20250101-20250103-3,超R,直购礼包礼包聚合1,神武锻造-购买档位3,,1,1229.6072,2
20250412-20250414-3,超R,直购礼包礼包聚合2,超R,,10,23126.4949,122
20250303-20250305-3,微R,直购礼包礼包聚合2,微R,,3,135.4652,4
20241223-20241225-3,大R,抽奖渠道,出生获得,,33,4010.0,261
20250405-20250407-3,非R,抽奖渠道,出生获得,,498,32100.0,1930
20250522-20250524-3,超R,抽奖渠道,玩家付费,,17,529.0,195
20241128-20241130-3,微R,抽奖渠道,购买,,6,192.0,11
20241211-20241213-3,超R,抽奖渠道,玩家付费,,17,546.0,216
20250219-20250221-3,大R,抽奖每日渠道,玩家付费,2025-02-19,33,370.0,166
20250211-20250213-3,大R,抽奖每日渠道,出生获得,2025-02-12,9,380.0,25
20250114-20250116-3,非R,抽奖每日渠道,购买,2025-01-16,2,48.0,4
20250219-20250221-3,大R,抽奖每日渠道,购买,2025-02-20,9,1072.0,26
20250114-20250116-3,未活跃,抽奖每日渠道,购买,2025-01-14,1,12.0,1
20250211-20250213-3,小R,抽奖每日渠道,购买,2025-02-13,5,108.0,9
20250219-20250221-3,中R,抽奖每日渠道,购买,2025-02-21,18,1776.0,55
20250303-20250305-3,小R,抽奖每日渠道,购买,2025-03-05,5,84.0,7
20250327-20250329-3,大R,直购礼包礼包聚合1,神武锻造-购买档位2,,5,1210.0896,10
20250114-20250116-3,超R,直购礼包礼包聚合1,神武锻造-购买档位1,,4,1108.5293000000001,34
20250125-20250127-3,微R,直购礼包礼包聚合1,神武锻造-购买档位1,,4,270.9304,8
20250101-20250103-3,小R,直购礼包礼包聚合1,神武锻造-购买档位2,,3,500.1792,4
20250101-20250103-3,大R,直购礼包礼包聚合1,神武锻造-购买档位4,,1,62.5224,1
20250327-20250329-3,微R,直购礼包礼包聚合1,神武锻造-购买档位1,,1,101.59890000000001,3
20250114-20250116-3,微R,直购礼包礼包聚合2,微R,,2,99.7326,3
20250506-20250508-3,超R,直购礼包礼包聚合2,超R,,6,7455.073799999998,58
20250327-20250329-3,非R,抽奖渠道,玩家付费,,1440,26619.0,11503
20241128-20241130-3,中R,抽奖渠道,玩家付费,,144,4337.0,1855
20250319-20250321-3,中R,抽奖每日渠道,购买,2025-03-21,13,508.0,34
20250101-20250103-3,未活跃,抽奖每日渠道,玩家付费,2025-01-02,82,622.0,255
20250424-20250426-3,中R,抽奖每日渠道,购买,2025-04-26,13,384.0,27
20250125-20250127-3,大R,抽奖每日渠道,购买,2025-01-25,14,3828.0,58
