date,pay_tag,is_pay,is_9,is_10,is_80002,dau
2024-07-07,中R,42,91.0,93.0,104.0,141
2024-11-23,大R,20,25.0,22.0,30.0,34
2025-05-12,小R,26,89.0,98.0,57.0,158
2024-03-30,超R,12,11.0,12.0,,15
2023-11-26,非R,50,,,,1626
2024-04-09,微R,20,83.0,112.0,,263
2025-01-08,微R,22,75.0,59.0,40.0,275
2024-01-31,中R,40,85.0,92.0,,141
2024-03-24,中R,48,90.0,101.0,,140
2025-02-22,非R,4,20.0,13.0,12.0,1617
2024-06-23,微R,24,77.0,86.0,91.0,269
2025-03-20,非R,4,20.0,11.0,9.0,1608
2025-01-01,非R,12,27.0,27.0,17.0,1613
2025-04-27,微R,31,70.0,59.0,23.0,277
2023-11-29,非R,35,,,,1629
2024-07-22,中R,66,92.0,94.0,107.0,141
2025-01-12,微R,20,75.0,60.0,39.0,273
2025-04-16,超R,11,10.0,10.0,13.0,17
2025-03-24,微R,13,59.0,49.0,28.0,276
2024-09-05,小R,23,79.0,94.0,80.0,152
2024-09-05,大R,19,30.0,27.0,32.0,34
2024-05-31,小R,21,73.0,96.0,80.0,151
2024-06-15,小R,26,79.0,102.0,95.0,147
2025-02-06,中R,60,86.0,70.0,86.0,147
2023-11-17,未活跃,41,,,,927
2024-08-05,未活跃,9,20.0,19.0,24.0,327
2023-11-03,小R,42,,,,148
2025-03-05,非R,9,18.0,13.0,10.0,1575
2024-06-12,超R,8,10.0,10.0,12.0,16
2024-02-19,未活跃,17,62.0,88.0,,668
2024-07-12,非R,17,47.0,56.0,44.0,1535
2025-01-22,中R,45,85.0,72.0,88.0,146
2025-05-09,超R,13,13.0,13.0,14.0,17
2024-05-01,小R,29,81.0,108.0,84.0,145
2024-04-10,超R,5,11.0,12.0,,15
2024-02-21,超R,8,11.0,12.0,,16
2024-03-31,未活跃,22,53.0,65.0,,556
2025-03-04,大R,17,26.0,20.0,27.0,34
2024-01-16,大R,18,26.0,30.0,,33
2024-06-13,超R,8,10.0,10.0,12.0,15
2025-01-16,超R,8,9.0,10.0,11.0,17
2024-02-29,超R,7,11.0,12.0,,16
2024-12-02,微R,25,76.0,65.0,39.0,278
2024-10-17,中R,49,91.0,85.0,96.0,145
2024-12-20,小R,27,73.0,85.0,71.0,158
2025-02-03,小R,30,77.0,77.0,62.0,157
2024-12-17,超R,13,10.0,10.0,13.0,17
2025-01-20,超R,7,10.0,10.0,11.0,17
2024-02-09,非R,15,83.0,117.0,,1566
2025-04-26,中R,68,100.0,95.0,86.0,148
2024-05-06,非R,15,67.0,80.0,53.0,1585
2024-12-08,大R,19,27.0,22.0,30.0,34
2024-08-13,中R,59,97.0,95.0,106.0,143
2024-10-02,微R,16,84.0,71.0,62.0,277
2024-09-28,未活跃,8,16.0,17.0,17.0,251
2024-12-12,中R,40,84.0,75.0,85.0,144
2024-05-20,大R,25,32.0,29.0,31.0,33
2024-11-23,超R,10,9.0,10.0,12.0,17
2024-11-25,中R,57,85.0,80.0,90.0,145
2024-11-25,未活跃,1,8.0,7.0,8.0,171
2024-10-07,小R,27,83.0,89.0,77.0,156
2025-01-09,中R,53,89.0,72.0,89.0,145
2025-05-06,小R,18,87.0,94.0,63.0,158
2024-03-04,微R,27,79.0,124.0,,263
2024-05-14,小R,33,77.0,104.0,97.0,146
2023-11-16,小R,32,,,,147
2024-02-13,未活跃,17,66.0,90.0,,664
2024-11-11,非R,12,37.0,28.0,22.0,1587
2024-11-11,小R,26,82.0,89.0,74.0,155
2024-02-28,中R,45,89.0,99.0,,139
2024-06-24,小R,31,77.0,96.0,97.0,150
2023-11-04,中R,62,,,,144
2024-08-22,大R,25,30.0,27.0,31.0,34
2025-03-03,小R,36,75.0,71.0,67.0,158
2024-05-10,未活跃,10,40.0,47.0,37.0,465
2024-09-18,未活跃,9,16.0,18.0,19.0,232
2025-01-20,中R,49,86.0,71.0,86.0,145
2025-05-05,大R,16,26.0,29.0,29.0,34
2024-03-16,超R,6,11.0,10.0,,15
2024-12-17,大R,22,27.0,22.0,31.0,34
2024-01-07,未活跃,58,73.0,111.0,,824
2024-03-22,未活跃,13,56.0,69.0,,554
2023-12-01,非R,22,11.0,11.0,,1598
2025-04-22,超R,10,11.0,11.0,14.0,17
2025-04-29,超R,13,12.0,12.0,14.0,17
2024-11-17,小R,29,81.0,88.0,72.0,155
2024-02-23,超R,11,11.0,12.0,,16
2024-05-27,超R,10,10.0,10.0,11.0,15
2024-12-23,超R,11,10.0,10.0,13.0,17
2025-02-04,中R,58,83.0,71.0,86.0,147
2024-01-28,超R,11,11.0,11.0,,16
2023-11-27,非R,27,,,,1565
2024-02-03,微R,23,75.0,132.0,,268
2024-07-22,超R,10,8.0,9.0,11.0,14
2024-09-26,微R,26,81.0,71.0,62.0,277
2023-11-05,非R,39,,,,1646
2024-06-18,超R,8,9.0,10.0,12.0,16
2025-02-24,超R,8,11.0,10.0,13.0,17
2025-04-17,小R,37,77.0,76.0,62.0,158
2024-09-23,微R,20,79.0,69.0,58.0,271
2024-09-23,非R,13,44.0,39.0,34.0,1573
2025-03-11,小R,26,76.0,71.0,63.0,158
2024-02-06,中R,64,91.0,103.0,,138
2024-07-01,大R,26,32.0,28.0,30.0,33
2024-07-21,小R,30,80.0,96.0,87.0,149
2024-12-14,未活跃,1,7.0,8.0,7.0,151
2023-12-24,微R,33,57.0,109.0,,267
2024-07-25,非R,15,45.0,53.0,44.0,1537
2024-07-09,大R,24,31.0,28.0,30.0,33
2024-09-06,中R,66,92.0,92.0,98.0,145
2024-12-26,小R,16,75.0,86.0,72.0,157
2025-02-13,非R,9,24.0,15.0,13.0,1590
2023-12-28,微R,26,68.0,127.0,,269
2024-04-12,超R,8,10.0,11.0,,14
2023-12-04,中R,49,25.0,27.0,,141
2024-09-12,超R,6,10.0,11.0,12.0,15
2023-11-19,大R,22,,,,33
2024-06-01,中R,74,93.0,100.0,95.0,142
2024-07-20,中R,42,94.0,95.0,106.0,142
2024-10-16,微R,17,80.0,69.0,56.0,273
2024-10-16,超R,9,9.0,10.0,13.0,17
2024-07-13,未活跃,15,21.0,26.0,26.0,403
2024-09-15,未活跃,11,16.0,18.0,18.0,244
2025-02-02,微R,26,70.0,58.0,39.0,277
2023-12-21,超R,8,9.0,9.0,,15
2024-05-28,中R,62,95.0,100.0,89.0,141
2024-06-20,中R,57,92.0,97.0,107.0,140
2024-12-06,中R,58,83.0,77.0,88.0,144
2024-12-06,大R,19,27.0,22.0,30.0,34
2025-04-19,超R,14,11.0,11.0,14.0,17
2024-08-26,中R,69,97.0,95.0,104.0,145
2025-05-25,小R,31,82.0,88.0,46.0,157
2024-04-02,未活跃,23,55.0,67.0,,519
2024-06-12,未活跃,9,30.0,34.0,25.0,430
2024-09-27,非R,19,47.0,41.0,29.0,1560
2024-10-23,小R,28,87.0,89.0,77.0,157
2024-05-11,非R,19,67.0,79.0,57.0,1593
2024-08-23,未活跃,8,20.0,17.0,20.0,281
2024-03-23,微R,24,78.0,114.0,,269
2024-10-24,超R,7,9.0,10.0,12.0,16
2025-01-10,微R,13,74.0,59.0,37.0,273
2024-01-18,未活跃,27,75.0,118.0,,758
2025-01-29,超R,7,9.0,10.0,12.0,17
2024-08-22,中R,46,96.0,95.0,107.0,145
2025-04-25,小R,55,86.0,89.0,62.0,153
2024-05-22,非R,12,59.0,74.0,67.0,1530
2023-12-20,小R,28,59.0,76.0,,148
2024-08-31,大R,30,31.0,28.0,32.0,34
2025-03-20,超R,9,10.0,10.0,11.0,17
2024-11-18,小R,28,79.0,89.0,71.0,155
2024-01-26,小R,21,86.0,113.0,,147
2024-01-08,非R,26,86.0,130.0,,1635
2025-05-09,未活跃,0,,,,35
2023-11-05,微R,31,,,,272
2024-12-21,未活跃,0,6.0,7.0,7.0,135
2024-12-21,中R,41,90.0,77.0,88.0,145
2023-11-20,小R,23,,,,148
2024-02-02,大R,20,28.0,31.0,,33
2024-08-01,小R,48,76.0,96.0,89.0,148
2025-01-28,未活跃,1,3.0,3.0,3.0,82
2025-01-05,未活跃,4,5.0,5.0,4.0,139
2025-04-06,微R,23,55.0,45.0,27.0,278
2024-02-14,小R,27,86.0,119.0,,149
2025-03-17,中R,46,85.0,65.0,80.0,147
2025-05-16,未活跃,0,,1.0,1.0,47
2023-12-05,超R,9,3.0,4.0,,16
2024-09-10,中R,46,89.0,91.0,98.0,144
2024-11-07,微R,17,85.0,61.0,49.0,276
2024-03-31,超R,10,11.0,12.0,,15
2024-12-14,小R,17,73.0,83.0,69.0,155
2024-05-17,中R,49,93.0,100.0,105.0,139
2023-12-24,非R,34,72.0,101.0,,1624
2024-10-27,超R,8,9.0,10.0,12.0,17
2025-04-20,中R,29,98.0,89.0,84.0,148
2024-05-08,超R,7,10.0,11.0,13.0,15
2024-01-03,中R,79,88.0,107.0,,142
2025-03-30,微R,11,59.0,46.0,26.0,276
2025-03-10,中R,48,88.0,64.0,83.0,147
2025-04-10,微R,7,51.0,44.0,25.0,280
2024-04-08,超R,9,11.0,12.0,,15
2024-08-02,超R,7,9.0,10.0,11.0,15
2024-07-28,微R,20,76.0,79.0,75.0,270
2024-07-13,大R,24,30.0,28.0,29.0,33
2023-11-13,超R,13,,,,16
2023-12-09,非R,39,37.0,47.0,,1637
2024-07-06,微R,20,75.0,81.0,82.0,266
2023-11-22,大R,19,,,,33
2025-03-18,小R,21,73.0,70.0,60.0,157
2024-06-20,未活跃,8,25.0,32.0,26.0,379
2024-08-06,微R,21,78.0,80.0,74.0,271
2024-10-19,非R,15,47.0,38.0,29.0,1656
2024-09-01,超R,8,9.0,10.0,12.0,15
2024-06-08,中R,57,92.0,100.0,102.0,142
2025-03-14,未活跃,1,2.0,3.0,2.0,30
2024-02-13,中R,46,92.0,106.0,,141
2024-04-18,超R,9,11.0,11.0,,15
2024-07-24,非R,13,44.0,52.0,44.0,1554
2025-01-29,微R,13,69.0,59.0,37.0,275
2023-11-04,大R,19,,,,33
2024-06-29,超R,9,9.0,10.0,12.0,16
2025-04-03,超R,10,10.0,10.0,12.0,17
2024-11-19,微R,23,81.0,62.0,48.0,274
2024-08-21,超R,9,9.0,10.0,12.0,16
2024-11-21,未活跃,6,9.0,9.0,9.0,167
2024-12-15,超R,11,10.0,10.0,12.0,17
2023-12-20,非R,22,62.0,88.0,,1587
2024-03-22,小R,30,85.0,116.0,,148
2025-04-29,微R,30,71.0,60.0,23.0,276
2024-07-31,中R,48,88.0,85.0,96.0,142
2023-12-31,微R,33,74.0,125.0,,268
2024-01-04,微R,41,73.0,132.0,,267
2025-03-08,超R,11,11.0,10.0,11.0,17
2024-06-23,大R,25,32.0,29.0,31.0,33
2025-03-25,中R,50,87.0,66.0,77.0,147
2025-01-24,大R,15,27.0,22.0,29.0,34
2025-01-25,小R,20,73.0,77.0,64.0,157
2025-02-15,大R,18,26.0,21.0,27.0,34
2025-04-09,中R,30,85.0,66.0,76.0,147
2025-04-09,大R,14,22.0,18.0,25.0,34
2024-10-31,非R,13,39.0,33.0,21.0,1599
2023-12-11,未活跃,26,27.0,57.0,,907
2024-06-28,微R,18,76.0,83.0,90.0,270
2025-01-01,大R,21,26.0,20.0,30.0,34
2024-10-08,非R,13,46.0,41.0,30.0,1614
2024-12-11,超R,12,10.0,10.0,12.0,17
2025-02-01,小R,30,76.0,77.0,64.0,160
2024-05-15,非R,13,63.0,75.0,61.0,1524
2024-05-15,超R,8,10.0,11.0,13.0,16
2025-02-27,未活跃,1,4.0,4.0,4.0,51
2024-02-09,未活跃,22,68.0,98.0,,687
2024-11-13,大R,21,27.0,24.0,27.0,34
2024-01-01,超R,9,11.0,12.0,,16
2024-12-26,非R,5,32.0,28.0,19.0,1579
2025-03-21,大R,18,25.0,19.0,27.0,34
2025-05-01,大R,24,26.0,29.0,31.0,34
2023-12-04,大R,21,1.0,4.0,,33
2025-04-10,非R,0,8.0,7.0,6.0,1601
2024-01-11,非R,25,87.0,132.0,,1594
2025-05-20,未活跃,1,,1.0,1.0,34
2024-02-04,超R,7,11.0,12.0,,16
2023-12-23,未活跃,43,58.0,99.0,,900
2023-11-11,大R,25,,,,33
2024-03-29,未活跃,17,56.0,67.0,,537
2024-07-18,超R,9,9.0,10.0,12.0,14
2024-08-20,小R,27,77.0,95.0,89.0,152
2023-11-30,未活跃,44,,2.0,,914
2024-02-17,未活跃,15,63.0,88.0,,727
2024-02-17,中R,36,91.0,104.0,,142
2023-12-19,中R,45,62.0,72.0,,140
2024-07-11,超R,9,9.0,10.0,12.0,15
2024-03-04,超R,6,11.0,10.0,,16
2024-04-02,大R,19,32.0,30.0,,33
2024-01-15,微R,34,81.0,139.0,,269
2024-08-23,大R,21,30.0,27.0,31.0,34
2025-03-15,非R,1,20.0,11.0,9.0,1641
2024-04-18,小R,26,82.0,112.0,,147
2024-12-07,小R,24,80.0,91.0,67.0,158
2024-08-18,大R,23,31.0,28.0,31.0,34
2024-11-21,中R,48,85.0,77.0,97.0,144
2024-10-01,非R,15,46.0,43.0,30.0,1612
2024-10-01,超R,9,10.0,11.0,13.0,17
2024-06-25,微R,29,77.0,84.0,91.0,266
2024-06-10,非R,14,53.0,71.0,54.0,1555
2025-04-13,小R,11,73.0,73.0,60.0,157
2024-10-12,微R,18,81.0,72.0,55.0,280
2023-12-31,非R,32,77.0,122.0,,1627
2024-02-24,未活跃,27,62.0,87.0,,690
2024-04-29,微R,27,81.0,117.0,48.0,268
2024-11-20,中R,51,86.0,77.0,96.0,144
2025-03-23,超R,12,10.0,10.0,11.0,17
2025-05-09,中R,51,102.0,97.0,85.0,146
2025-02-12,中R,38,87.0,72.0,86.0,147
2024-02-03,非R,32,85.0,116.0,,1606
2024-07-26,超R,9,8.0,9.0,11.0,15
2025-01-25,超R,8,10.0,10.0,11.0,17
2025-04-06,小R,27,75.0,73.0,57.0,156
2025-02-24,小R,20,78.0,72.0,67.0,156
2024-01-30,微R,26,74.0,132.0,,265
2025-02-09,微R,15,69.0,59.0,40.0,277
2024-01-06,大R,26,27.0,31.0,,33
2023-11-01,微R,33,,,,271
2025-01-14,微R,21,72.0,61.0,39.0,274
2024-05-17,未活跃,11,40.0,48.0,38.0,443
2024-05-25,非R,28,57.0,72.0,66.0,1595
2025-02-05,小R,26,76.0,74.0,66.0,157
2025-04-24,中R,33,100.0,93.0,85.0,148
2024-09-22,大R,22,31.0,25.0,32.0,34
2024-03-18,未活跃,22,56.0,70.0,,611
2024-03-18,中R,47,89.0,101.0,,139
2024-05-24,大R,21,32.0,29.0,31.0,33
2024-10-22,大R,15,28.0,25.0,30.0,34
2025-03-30,非R,5,20.0,10.0,8.0,1626
2025-03-10,大R,15,26.0,19.0,27.0,34
2025-05-17,小R,49,84.0,99.0,54.0,158
2024-08-24,非R,9,51.0,50.0,33.0,1588
2024-07-20,小R,28,81.0,97.0,88.0,149
2023-12-09,微R,30,18.0,45.0,,269
2025-02-14,超R,11,10.0,10.0,13.0,17
2024-01-29,未活跃,22,73.0,108.0,,746
2024-06-02,小R,32,76.0,101.0,87.0,150
2024-06-02,微R,33,77.0,91.0,77.0,264
2024-06-20,小R,32,75.0,98.0,95.0,149
2024-11-25,大R,22,27.0,22.0,29.0,34
2024-11-10,未活跃,6,9.0,9.0,9.0,188
2024-10-07,大R,23,30.0,25.0,31.0,34
2025-05-14,微R,14,74.0,58.0,26.0,270
2024-12-10,大R,21,27.0,22.0,31.0,34
2024-01-25,大R,17,27.0,30.0,,33
2023-12-12,非R,15,42.0,57.0,,1584
2023-12-12,中R,49,44.0,50.0,,141
2023-12-19,未活跃,28,46.0,84.0,,870
2024-07-14,超R,7,9.0,10.0,12.0,15
2024-09-14,中R,60,86.0,86.0,95.0,145
2024-11-14,未活跃,6,9.0,9.0,8.0,188
2024-01-19,小R,23,87.0,118.0,,149
2024-08-12,微R,31,77.0,79.0,70.0,274
2025-03-04,微R,16,54.0,45.0,34.0,272
2024-04-18,微R,24,91.0,118.0,,268
2024-02-28,未活跃,12,59.0,81.0,,617
2024-06-16,未活跃,10,27.0,32.0,26.0,419
2025-03-02,未活跃,1,4.0,4.0,2.0,55
2025-03-02,大R,20,26.0,20.0,26.0,34
2024-12-07,微R,16,74.0,61.0,38.0,274
2024-10-15,小R,28,87.0,90.0,77.0,155
2024-09-16,超R,10,10.0,11.0,11.0,15
2024-07-23,中R,42,93.0,93.0,106.0,141
2025-02-26,大R,17,24.0,21.0,24.0,34
2024-07-10,微R,27,73.0,75.0,75.0,265
2025-04-27,大R,17,25.0,28.0,30.0,34
2024-08-09,微R,14,76.0,80.0,74.0,272
2024-10-06,中R,59,93.0,87.0,93.0,145
2024-08-28,超R,6,9.0,10.0,12.0,16
2023-11-24,微R,23,,,,265
2023-11-28,超R,13,,,,16
2023-11-26,未活跃,42,,,,930
2024-02-25,非R,23,86.0,109.0,,1554
2025-02-12,小R,20,77.0,72.0,66.0,155
2023-11-05,小R,35,,,,147
2025-01-24,中R,38,87.0,71.0,88.0,146
2023-11-20,非R,23,,,,1640
2024-08-05,微R,20,77.0,81.0,74.0,265
2024-08-01,微R,43,76.0,82.0,75.0,271
2024-09-03,小R,32,78.0,94.0,79.0,153
2023-11-15,中R,49,,,,142
2024-04-14,小R,27,86.0,112.0,,147
2025-05-13,小R,24,90.0,99.0,58.0,158
2023-12-05,微R,33,11.0,33.0,,269
2025-03-11,非R,10,19.0,11.0,8.0,1575
2025-03-11,微R,16,59.0,44.0,34.0,276
2024-07-05,小R,23,78.0,100.0,87.0,149
2024-04-05,大R,23,32.0,30.0,,33
2024-12-22,小R,22,72.0,87.0,72.0,157
2024-06-27,中R,46,90.0,96.0,105.0,141
2024-06-17,未活跃,8,26.0,30.0,25.0,425
2025-01-14,超R,10,9.0,10.0,12.0,17
2025-02-23,未活跃,0,4.0,4.0,4.0,72
2024-02-29,未活跃,9,59.0,77.0,,629
2023-12-25,超R,13,9.0,11.0,,16
2024-06-13,未活跃,15,31.0,33.0,24.0,403
2024-06-13,大R,19,31.0,29.0,31.0,33
2024-08-11,中R,57,97.0,94.0,107.0,142
2023-12-26,未活跃,41,65.0,103.0,,879
2024-03-03,未活跃,24,58.0,81.0,,604
2024-03-03,大R,21,29.0,30.0,,33
2024-07-28,小R,27,77.0,97.0,84.0,146
2025-05-20,中R,46,90.0,88.0,81.0,146
2024-12-04,超R,13,10.0,10.0,12.0,17
2024-01-14,中R,43,94.0,109.0,,142
2023-11-13,微R,27,,,,271
2024-10-04,小R,30,81.0,89.0,72.0,157
2024-12-25,微R,12,70.0,60.0,40.0,272
2023-11-30,中R,56,,,,142
2023-11-30,大R,25,,,,33
2024-05-28,大R,27,33.0,28.0,29.0,33
2024-12-06,未活跃,5,8.0,9.0,8.0,150
2024-12-10,中R,51,84.0,75.0,85.0,145
2023-12-30,未活跃,32,74.0,119.0,,904
2024-03-05,超R,4,11.0,11.0,,16
2024-04-06,小R,18,87.0,113.0,,146
2025-05-25,微R,21,61.0,46.0,16.0,272
2024-03-04,小R,27,83.0,110.0,,149
2024-01-15,小R,37,87.0,120.0,,148
2024-09-27,微R,18,79.0,70.0,63.0,274
2024-10-23,微R,24,83.0,70.0,54.0,273
2024-07-17,微R,23,74.0,79.0,82.0,271
2025-01-10,非R,10,25.0,21.0,15.0,1608
2025-02-16,非R,4,22.0,14.0,13.0,1608
2023-11-09,非R,36,,,,1659
2024-04-03,未活跃,25,56.0,64.0,,528
2024-06-24,未活跃,13,22.0,30.0,25.0,386
2024-10-05,超R,10,9.0,10.0,13.0,17
2024-10-11,大R,20,29.0,26.0,31.0,34
2025-01-07,超R,8,9.0,9.0,12.0,17
2024-12-07,非R,14,34.0,23.0,19.0,1616
2025-05-21,小R,31,81.0,90.0,46.0,154
2023-12-27,小R,52,72.0,104.0,,147
2025-02-20,微R,10,61.0,50.0,40.0,274
2025-01-13,中R,61,85.0,72.0,90.0,145
2024-12-17,未活跃,2,7.0,7.0,7.0,147
2024-05-22,微R,16,77.0,104.0,88.0,267
2024-06-10,微R,25,78.0,89.0,87.0,264
2025-03-19,微R,13,60.0,49.0,34.0,271
2023-11-28,微R,36,,,,268
2023-12-03,中R,35,21.0,25.0,,141
2025-02-06,超R,8,8.0,10.0,13.0,17
2025-02-12,未活跃,1,3.0,3.0,4.0,72
2024-11-02,大R,23,29.0,26.0,29.0,34
2025-03-25,未活跃,0,1.0,1.0,1.0,25
2025-04-02,非R,0,16.0,10.0,8.0,1603
2025-01-25,非R,3,22.0,20.0,13.0,1646
2025-01-25,微R,12,72.0,63.0,39.0,281
2025-02-08,中R,43,86.0,71.0,87.0,147
2025-05-26,超R,4,7.0,6.0,8.0,11
2024-09-03,中R,69,90.0,92.0,99.0,143
2024-04-11,微R,27,83.0,117.0,,265
2024-06-28,小R,28,75.0,97.0,91.0,150
2025-04-28,小R,36,89.0,94.0,63.0,157
2025-04-17,非R,0,7.0,6.0,5.0,1566
2025-02-17,超R,12,10.0,10.0,13.0,17
2024-04-17,中R,49,91.0,103.0,,138
2024-02-10,非R,20,82.0,112.0,,1607
2025-02-19,大R,19,26.0,21.0,27.0,34
2024-05-29,小R,31,74.0,103.0,85.0,148
2025-02-05,非R,10,22.0,18.0,12.0,1610
2025-04-24,大R,21,25.0,28.0,30.0,33
2024-09-22,中R,43,92.0,89.0,96.0,144
2025-03-21,中R,42,86.0,66.0,80.0,148
2024-01-03,大R,24,27.0,31.0,,33
2024-04-24,中R,52,93.0,102.0,,140
2024-10-22,未活跃,0,12.0,14.0,13.0,203
2024-07-28,非R,20,48.0,49.0,44.0,1546
2024-12-29,中R,47,87.0,73.0,88.0,144
2025-05-20,大R,16,23.0,24.0,23.0,32
2025-04-21,小R,22,83.0,86.0,62.0,157
2024-10-26,未活跃,4,13.0,15.0,13.0,228
2025-04-30,超R,11,12.0,12.0,14.0,17
2024-08-30,中R,50,94.0,95.0,102.0,144
2023-12-23,中R,60,68.0,84.0,,139
2024-02-18,非R,18,83.0,115.0,,1577
2024-02-18,微R,23,80.0,140.0,,268
2024-03-29,中R,41,88.0,100.0,,137
2024-05-02,中R,52,95.0,103.0,95.0,140
2024-12-25,大R,17,25.0,22.0,30.0,34
2024-10-20,超R,8,9.0,10.0,13.0,16
2025-01-09,未活跃,3,6.0,6.0,5.0,129
2023-12-12,小R,23,38.0,52.0,,146
2023-12-08,中R,52,33.0,36.0,,141
2023-12-08,大R,20,2.0,7.0,,32
2024-04-15,非R,21,68.0,88.0,,1560
2024-11-06,中R,34,89.0,79.0,96.0,142
2024-11-11,微R,14,88.0,61.0,53.0,278
2024-01-18,大R,15,26.0,29.0,,33
2023-11-04,未活跃,42,,,,1025
2024-03-07,中R,60,88.0,97.0,,139
2024-02-27,超R,11,11.0,12.0,,16
2024-10-03,小R,24,82.0,89.0,70.0,158
2025-02-20,非R,3,20.0,13.0,11.0,1600
2025-01-13,未活跃,0,5.0,5.0,4.0,144
2024-08-04,大R,18,29.0,28.0,29.0,33
2024-01-04,非R,35,87.0,137.0,,1630
2024-04-29,非R,20,66.0,80.0,39.0,1578
2024-06-09,未活跃,9,31.0,36.0,24.0,434
2023-11-27,小R,29,,,,146
2024-02-20,大R,15,30.0,31.0,,33
2024-02-21,未活跃,26,60.0,84.0,,632
2023-11-08,未活跃,43,,,,963
2024-07-02,小R,28,75.0,98.0,88.0,148
2025-03-12,超R,11,10.0,10.0,11.0,17
2024-02-14,微R,26,74.0,137.0,,268
2024-09-20,超R,4,10.0,11.0,11.0,16
2024-05-18,小R,35,73.0,102.0,98.0,145
2025-05-13,中R,48,101.0,98.0,85.0,147
2024-08-13,超R,10,9.0,10.0,11.0,16
2024-11-07,小R,19,83.0,86.0,74.0,158
2025-02-01,微R,24,70.0,59.0,40.0,279
2024-12-22,微R,7,72.0,59.0,39.0,278
2024-07-01,未活跃,13,22.0,28.0,20.0,387
2024-06-17,中R,56,93.0,97.0,108.0,140
2024-11-15,非R,20,38.0,28.0,25.0,1569
2025-01-16,大R,20,26.0,21.0,29.0,34
2024-12-08,超R,10,10.0,10.0,12.0,17
2024-02-29,小R,19,82.0,117.0,,149
2024-05-25,小R,38,75.0,102.0,99.0,149
2024-01-12,超R,10,11.0,12.0,,15
2024-11-09,中R,57,89.0,78.0,96.0,144
2025-05-01,中R,78,99.0,98.0,91.0,147
2023-12-04,未活跃,35,15.0,30.0,,906
2024-01-03,未活跃,43,74.0,111.0,,840
2025-01-21,微R,18,75.0,64.0,38.0,273
2025-01-31,中R,32,80.0,67.0,81.0,147
2024-03-15,非R,14,73.0,97.0,,1554
2024-08-02,微R,23,76.0,80.0,75.0,271
2024-12-29,未活跃,2,5.0,6.0,6.0,127
2024-03-26,小R,35,84.0,114.0,,145
2025-04-21,非R,0,7.0,5.0,4.0,1554
2024-07-27,大R,26,29.0,27.0,30.0,33
2024-01-14,大R,21,27.0,30.0,,33
2024-01-23,微R,23,82.0,136.0,,265
2024-05-03,大R,27,32.0,29.0,29.0,33
2023-11-11,未活跃,39,,,,1020
2023-12-16,非R,28,54.0,75.0,,1635
2023-12-16,微R,38,33.0,77.0,,268
2024-05-02,大R,25,32.0,29.0,29.0,33
2024-06-05,未活跃,14,34.0,36.0,24.0,431
2024-02-22,非R,13,83.0,110.0,,1575
2024-01-29,大R,19,28.0,30.0,,33
2024-07-03,超R,13,9.0,10.0,12.0,16
2024-10-07,未活跃,4,13.0,14.0,14.0,224
2024-08-06,超R,7,9.0,10.0,11.0,16
2024-12-10,未活跃,3,6.0,8.0,8.0,139
2023-11-23,中R,38,,,,144
2024-03-05,非R,16,72.0,103.0,,1566
2024-04-06,中R,49,91.0,100.0,,141
2024-03-04,非R,18,70.0,101.0,,1570
2024-04-15,超R,10,11.0,12.0,,16
2024-06-12,大R,23,31.0,29.0,31.0,33
2025-03-14,中R,45,87.0,64.0,80.0,145
2023-11-16,非R,23,,,,1609
2024-07-17,小R,28,81.0,98.0,88.0,149
2024-01-18,中R,46,92.0,106.0,,141
2025-04-03,微R,9,59.0,45.0,26.0,280
2024-01-21,大R,20,25.0,29.0,,33
2024-05-21,中R,36,94.0,99.0,106.0,141
2024-05-30,超R,9,10.0,10.0,11.0,15
2025-01-17,小R,28,77.0,80.0,66.0,157
2024-08-28,非R,10,46.0,48.0,33.0,1537
2025-03-19,超R,12,10.0,10.0,11.0,17
2024-08-04,小R,18,81.0,95.0,93.0,149
2024-10-12,非R,13,46.0,41.0,31.0,1666
2024-01-22,未活跃,26,73.0,109.0,,768
2024-02-25,小R,40,85.0,119.0,,148
2024-06-07,超R,10,10.0,10.0,12.0,15
2024-11-08,超R,12,9.0,10.0,12.0,17
2024-09-24,超R,6,10.0,11.0,12.0,17
2025-04-02,小R,26,76.0,76.0,60.0,158
2023-11-20,超R,9,,,,16
2023-11-02,超R,4,,,,16
2024-02-03,小R,33,82.0,115.0,,149
2024-03-13,超R,6,11.0,11.0,,16
2024-04-07,微R,22,83.0,116.0,,268
2024-09-26,未活跃,5,14.0,15.0,15.0,225
2025-01-28,小R,17,76.0,78.0,65.0,158
2025-02-15,未活跃,3,4.0,3.0,3.0,87
2025-02-08,未活跃,1,3.0,3.0,4.0,95
2025-02-24,非R,3,18.0,13.0,11.0,1589
2025-05-16,大R,13,24.0,28.0,28.0,33
2024-05-04,超R,10,10.0,11.0,13.0,16
2025-04-05,大R,19,23.0,18.0,25.0,34
2023-12-05,非R,32,25.0,27.0,,1609
2025-03-11,超R,10,10.0,10.0,11.0,17
2024-12-11,微R,20,71.0,63.0,36.0,270
2024-12-18,中R,51,89.0,74.0,87.0,144
2025-02-27,中R,49,88.0,67.0,87.0,145
2023-12-24,超R,10,9.0,11.0,,16
2024-09-30,中R,72,93.0,87.0,93.0,145
2024-09-22,未活跃,4,14.0,16.0,17.0,246
2024-09-11,微R,24,81.0,70.0,62.0,274
