date,pay_tag,is_pay,is_9,is_10,is_80002,dau
2024-04-15,大R,27,31.0,30.0,,33
2024-12-30,大R,20,25.0,21.0,30.0,33
2024-03-26,超R,10,11.0,12.0,,15
2025-03-02,超R,7,11.0,10.0,13.0,17
2024-04-05,非R,14,73.0,92.0,,1573
2024-03-06,小R,25,82.0,114.0,,147
2024-09-10,非R,12,46.0,42.0,35.0,1580
2025-03-15,大R,20,26.0,19.0,27.0,34
2024-02-23,小R,31,86.0,119.0,,148
2023-12-28,未活跃,26,69.0,112.0,,836
2024-03-31,中R,67,89.0,102.0,,140
2025-02-26,小R,17,75.0,72.0,66.0,155
2025-02-26,微R,11,57.0,46.0,34.0,270
2025-05-07,未活跃,0,,,,26
2025-05-07,中R,38,100.0,96.0,85.0,144
2024-11-13,超R,13,9.0,10.0,12.0,17
2024-08-03,非R,9,51.0,50.0,40.0,1618
2024-11-02,超R,10,9.0,10.0,11.0,17
2024-01-20,未活跃,26,73.0,112.0,,820
2024-05-27,微R,23,76.0,94.0,73.0,263
2024-07-19,微R,37,73.0,80.0,84.0,269
2024-02-24,超R,10,11.0,12.0,,15
2024-04-29,超R,9,10.0,11.0,11.0,15
2025-02-07,超R,7,8.0,10.0,13.0,17
2025-01-18,未活跃,0,5.0,5.0,4.0,117
2024-02-22,未活跃,15,59.0,84.0,,654
2024-01-29,微R,26,77.0,133.0,,264
2024-04-20,微R,35,86.0,116.0,,270
2024-10-20,未活跃,2,13.0,15.0,13.0,218
2024-10-20,中R,53,92.0,86.0,96.0,144
2025-02-11,非R,9,24.0,16.0,13.0,1643
2025-02-11,超R,11,10.0,10.0,13.0,17
2024-04-25,超R,11,10.0,11.0,,15
2024-01-21,小R,24,87.0,117.0,,148
2024-03-21,微R,22,75.0,113.0,,264
2024-04-09,非R,12,71.0,84.0,,1548
2024-08-08,微R,25,76.0,80.0,74.0,275
2024-01-25,微R,27,80.0,137.0,,265
2024-03-05,中R,45,89.0,97.0,,138
2024-07-11,微R,21,71.0,76.0,79.0,266
2024-11-12,未活跃,2,9.0,10.0,8.0,185
2024-11-12,大R,19,27.0,24.0,27.0,34
2025-01-04,非R,10,27.0,23.0,17.0,1642
2025-05-03,中R,47,100.0,98.0,87.0,145
2024-04-08,小R,22,86.0,111.0,,145
2024-06-07,小R,20,76.0,102.0,90.0,149
2024-11-08,小R,41,82.0,85.0,75.0,156
2024-12-23,未活跃,4,5.0,5.0,5.0,150
2023-11-29,小R,33,,,,147
2024-04-26,中R,76,94.0,102.0,59.0,138
2024-11-24,微R,9,82.0,66.0,47.0,278
2025-04-24,超R,10,11.0,11.0,14.0,17
2024-05-23,小R,42,73.0,101.0,101.0,148
2024-10-01,大R,17,29.0,22.0,30.0,34
2024-12-15,大R,28,27.0,22.0,31.0,34
2025-04-04,小R,18,76.0,76.0,59.0,159
2024-08-11,非R,19,54.0,51.0,40.0,1591
2024-04-24,非R,7,65.0,80.0,,1522
2024-09-14,超R,11,10.0,11.0,11.0,16
2024-09-02,未活跃,9,20.0,18.0,20.0,281
2024-11-28,微R,13,76.0,63.0,39.0,275
2024-11-28,超R,14,10.0,10.0,13.0,17
2025-03-27,大R,24,23.0,17.0,23.0,34
2025-05-04,非R,5,6.0,5.0,2.0,1505
2023-11-03,非R,29,,,,1627
2023-11-03,超R,7,,,,16
2023-11-06,中R,56,,,,144
2023-11-06,大R,20,,,,33
2024-09-22,微R,18,80.0,71.0,59.0,273
2024-10-25,小R,30,85.0,90.0,77.0,156
2025-04-28,超R,13,12.0,12.0,14.0,17
2024-05-05,非R,19,64.0,75.0,51.0,1530
2024-08-04,超R,5,9.0,10.0,12.0,16
2024-06-18,中R,40,93.0,97.0,109.0,141
2024-10-31,中R,52,83.0,75.0,87.0,144
2024-01-05,大R,21,27.0,31.0,,33
2024-03-06,非R,17,70.0,98.0,,1555
2024-10-05,未活跃,9,16.0,16.0,14.0,261
2024-11-22,大R,22,25.0,22.0,29.0,34
2024-07-23,微R,21,75.0,79.0,83.0,268
2023-12-14,小R,23,40.0,56.0,,148
2025-01-07,未活跃,0,6.0,6.0,5.0,127
2023-12-22,微R,24,54.0,101.0,,264
2025-01-20,微R,25,73.0,63.0,38.0,273
2024-04-11,中R,37,89.0,99.0,,139
2024-05-15,中R,49,92.0,101.0,105.0,140
2024-08-30,超R,9,9.0,10.0,12.0,15
2024-12-12,未活跃,4,6.0,8.0,8.0,148
2024-05-10,超R,8,10.0,11.0,13.0,15
2025-01-18,中R,41,86.0,71.0,89.0,145
2024-04-01,非R,28,73.0,89.0,,1605
2024-07-03,未活跃,9,22.0,26.0,21.0,365
2024-08-06,大R,17,30.0,28.0,30.0,33
2025-02-11,微R,12,63.0,54.0,35.0,274
2024-12-06,超R,8,10.0,10.0,12.0,17
2025-05-12,超R,10,13.0,13.0,14.0,17
2023-11-21,未活跃,29,,,,894
2023-12-04,超R,4,3.0,3.0,,16
2025-01-19,非R,12,20.0,22.0,12.0,1621
2024-12-21,超R,10,10.0,10.0,13.0,17
2024-11-16,中R,63,89.0,78.0,97.0,145
2023-12-29,小R,26,75.0,110.0,,145
2024-07-14,大R,18,29.0,27.0,29.0,33
2024-12-01,小R,29,81.0,88.0,66.0,157
2025-02-22,超R,11,11.0,10.0,13.0,17
2025-04-12,微R,8,51.0,43.0,25.0,279
2023-11-02,未活跃,48,,,,958
2025-03-17,微R,11,60.0,48.0,32.0,277
2024-05-22,未活跃,11,36.0,41.0,37.0,426
2025-03-08,未活跃,0,3.0,2.0,2.0,47
2025-04-23,非R,0,6.0,4.0,3.0,1553
2023-12-18,超R,9,7.0,9.0,,16
2024-06-14,未活跃,8,31.0,33.0,26.0,391
2024-06-19,小R,17,78.0,100.0,95.0,149
2024-10-24,中R,46,88.0,86.0,92.0,144
2024-05-11,大R,23,32.0,29.0,31.0,33
2024-12-23,中R,64,90.0,75.0,88.0,144
2025-04-07,中R,37,89.0,66.0,78.0,148
2024-02-01,小R,32,83.0,115.0,,148
2024-04-26,大R,27,32.0,30.0,22.0,33
2024-07-26,微R,24,75.0,79.0,79.0,268
2024-09-06,小R,33,80.0,95.0,79.0,151
2024-11-24,小R,20,83.0,87.0,70.0,155
2024-10-06,微R,16,86.0,73.0,62.0,277
2024-09-09,大R,21,31.0,27.0,32.0,34
2025-03-09,非R,6,18.0,12.0,9.0,1600
2025-03-09,小R,23,73.0,71.0,63.0,158
2024-05-12,非R,31,66.0,79.0,60.0,1553
2025-05-23,小R,33,81.0,90.0,46.0,158
2025-03-28,非R,3,19.0,10.0,8.0,1581
2024-09-07,超R,13,10.0,11.0,12.0,15
2023-12-13,大R,19,12.0,12.0,,33
2024-03-20,未活跃,19,55.0,66.0,,574
2024-08-23,超R,10,9.0,10.0,12.0,16
2024-02-19,中R,35,90.0,102.0,,140
2024-02-26,中R,41,89.0,101.0,,140
2024-10-15,大R,26,29.0,25.0,31.0,34
2025-01-22,大R,18,27.0,22.0,29.0,34
2024-11-20,小R,37,83.0,91.0,72.0,157
2024-07-15,非R,16,49.0,59.0,48.0,1578
2024-12-11,中R,54,85.0,76.0,86.0,145
2025-02-26,超R,7,11.0,10.0,13.0,17
2023-11-19,超R,10,,,,16
2025-02-23,超R,8,11.0,10.0,13.0,17
2024-03-16,大R,25,31.0,29.0,,33
2024-07-10,未活跃,10,20.0,26.0,22.0,366
2024-11-02,非R,14,41.0,31.0,23.0,1672
2024-01-20,大R,17,26.0,29.0,,33
2024-04-22,未活跃,12,49.0,55.0,,499
2024-08-24,中R,53,97.0,95.0,105.0,145
2024-12-17,非R,11,34.0,21.0,17.0,1553
2024-08-07,非R,11,52.0,49.0,39.0,1545
2023-12-22,非R,13,68.0,95.0,,1581
2024-05-27,未活跃,13,36.0,38.0,30.0,434
2024-09-17,微R,16,85.0,70.0,60.0,273
2024-07-20,非R,13,48.0,54.0,46.0,1623
2024-07-20,超R,7,9.0,10.0,12.0,16
2024-12-05,非R,9,31.0,24.0,19.0,1578
2024-05-06,超R,7,10.0,11.0,13.0,15
2025-01-11,大R,21,25.0,21.0,30.0,34
2023-12-11,超R,7,5.0,7.0,,16
2024-09-28,微R,28,83.0,72.0,65.0,277
2024-06-04,小R,39,78.0,104.0,89.0,151
2024-05-26,大R,21,31.0,27.0,27.0,31
2024-07-07,非R,12,48.0,56.0,46.0,1576
2024-08-10,大R,26,30.0,28.0,32.0,34
2023-11-22,小R,32,,,,148
2024-09-24,微R,18,78.0,70.0,59.0,274
2025-01-08,小R,28,78.0,83.0,68.0,158
2024-12-01,未活跃,1,7.0,9.0,8.0,167
2025-04-15,中R,41,85.0,65.0,76.0,147
2023-11-16,中R,53,,,,141
2024-09-13,未活跃,14,16.0,16.0,17.0,238
2024-06-14,中R,55,93.0,97.0,107.0,139
2024-04-04,大R,23,32.0,30.0,,33
2024-05-11,中R,58,94.0,100.0,105.0,141
2024-11-08,微R,25,85.0,62.0,50.0,273
2024-04-19,未活跃,13,46.0,55.0,,483
2024-05-19,中R,69,95.0,100.0,105.0,141
2024-06-08,微R,28,76.0,88.0,85.0,265
2025-03-16,中R,34,87.0,65.0,81.0,147
2024-05-23,未活跃,22,33.0,37.0,35.0,435
2024-10-01,中R,64,94.0,89.0,93.0,145
2025-01-31,微R,18,66.0,52.0,37.0,274
2025-01-31,超R,9,9.0,10.0,12.0,17
2024-01-28,小R,37,86.0,112.0,,148
2024-02-11,大R,13,30.0,31.0,,33
2024-07-30,微R,20,75.0,78.0,75.0,270
2024-04-27,小R,42,80.0,110.0,59.0,146
2024-03-02,非R,22,77.0,99.0,,1612
2025-02-21,中R,38,87.0,68.0,84.0,146
2025-05-23,非R,4,9.0,7.0,3.0,1514
2024-12-24,超R,9,9.0,10.0,13.0,17
2023-11-17,大R,27,,,,33
2024-04-16,小R,28,83.0,109.0,,144
2024-08-15,非R,16,51.0,54.0,36.0,1581
2024-05-30,中R,49,93.0,101.0,91.0,140
2024-08-25,大R,25,31.0,28.0,31.0,34
2025-05-19,小R,36,82.0,91.0,52.0,156
2024-05-05,小R,28,80.0,105.0,90.0,146
2023-11-28,未活跃,32,,,,930
2024-05-01,非R,24,65.0,77.0,45.0,1560
2024-04-30,中R,72,95.0,102.0,85.0,139
2024-05-08,小R,29,81.0,106.0,96.0,147
2024-03-31,大R,29,31.0,29.0,,33
2025-02-15,微R,20,65.0,51.0,40.0,278
2024-02-27,非R,26,80.0,104.0,,1563
2024-02-15,未活跃,19,65.0,88.0,,675
2024-03-16,未活跃,28,55.0,72.0,,657
2025-02-03,非R,6,22.0,17.0,12.0,1621
2025-01-30,中R,36,86.0,72.0,85.0,147
2024-05-16,非R,14,62.0,76.0,61.0,1544
2024-12-31,小R,27,73.0,78.0,66.0,156
2025-03-12,未活跃,1,2.0,2.0,2.0,22
2024-02-24,微R,27,80.0,134.0,,265
2025-03-01,中R,57,89.0,65.0,84.0,147
2023-12-03,非R,17,18.0,18.0,,1612
2024-03-27,中R,39,90.0,101.0,,141
2024-04-01,微R,31,82.0,120.0,,266
2024-11-23,未活跃,1,8.0,8.0,8.0,185
2024-08-06,中R,60,93.0,92.0,103.0,141
2025-02-11,小R,19,78.0,75.0,66.0,157
2025-05-22,未活跃,2,,2.0,1.0,39
2024-10-13,小R,24,86.0,91.0,78.0,156
2025-02-02,中R,70,83.0,70.0,84.0,147
2024-05-02,非R,24,65.0,74.0,47.0,1529
2023-11-26,微R,50,,,,271
2024-05-09,微R,29,80.0,112.0,76.0,264
2024-12-04,大R,21,26.0,21.0,29.0,34
2025-05-06,超R,13,13.0,12.0,14.0,17
2024-12-27,大R,18,26.0,22.0,31.0,34
2023-11-02,大R,17,,,,33
2024-08-14,大R,22,31.0,28.0,32.0,34
2024-10-29,超R,12,9.0,10.0,11.0,17
2025-02-10,中R,38,85.0,70.0,85.0,146
2024-06-14,大R,20,31.0,29.0,31.0,33
2024-03-25,微R,21,79.0,111.0,,257
2024-04-27,非R,31,68.0,83.0,32.0,1614
2024-09-14,非R,19,45.0,39.0,34.0,1597
2024-11-28,非R,7,36.0,28.0,26.0,1597
2023-12-27,超R,13,9.0,11.0,,16
2024-04-16,非R,16,69.0,88.0,,1556
2024-03-22,超R,9,11.0,12.0,,15
2025-04-02,超R,8,10.0,10.0,12.0,17
2024-04-21,超R,8,10.0,11.0,,15
2023-11-28,大R,17,,,,31
2024-07-12,小R,28,78.0,99.0,89.0,148
2024-01-12,中R,61,91.0,106.0,,140
2024-01-12,大R,24,24.0,30.0,,31
2024-05-08,非R,18,65.0,80.0,57.0,1553
2024-07-16,超R,7,9.0,10.0,12.0,16
2023-12-26,超R,11,9.0,11.0,,16
2025-03-04,未活跃,0,3.0,4.0,2.0,41
2025-04-03,大R,23,23.0,17.0,25.0,34
2025-01-16,非R,7,24.0,26.0,17.0,1639
2024-08-18,微R,21,75.0,77.0,69.0,274
2024-08-09,大R,22,30.0,28.0,31.0,34
2024-06-26,非R,15,53.0,65.0,47.0,1561
2025-02-25,大R,21,25.0,21.0,25.0,34
2024-06-01,非R,22,57.0,69.0,54.0,1618
2025-04-01,微R,33,58.0,45.0,27.0,278
2025-01-14,大R,20,26.0,21.0,29.0,34
2025-02-18,小R,20,77.0,73.0,71.0,158
2023-12-11,非R,17,43.0,55.0,,1610
2024-08-30,非R,15,46.0,48.0,33.0,1549
2024-05-04,中R,65,95.0,101.0,100.0,141
2023-12-21,中R,32,62.0,75.0,,139
2024-04-01,小R,43,83.0,114.0,,144
2024-07-07,小R,16,77.0,100.0,86.0,149
2025-05-12,非R,5,8.0,7.0,3.0,1491
2024-02-05,小R,30,83.0,116.0,,149
2023-12-16,超R,9,6.0,9.0,,15
2024-08-10,未活跃,11,21.0,18.0,27.0,333
2024-01-21,超R,5,11.0,12.0,,15
2023-12-10,中R,44,37.0,44.0,,139
2024-10-28,未活跃,5,13.0,13.0,12.0,221
2025-05-11,中R,47,101.0,98.0,85.0,147
2025-01-08,超R,12,9.0,10.0,12.0,17
2024-01-31,未活跃,17,69.0,102.0,,724
2024-06-11,小R,26,76.0,102.0,91.0,148
2025-05-03,大R,20,25.0,29.0,30.0,34
2025-05-03,未活跃,0,,,,34
2024-01-06,微R,50,74.0,135.0,,271
2024-01-02,微R,38,76.0,131.0,,270
2024-03-12,大R,20,29.0,29.0,,33
2024-06-30,大R,24,32.0,28.0,29.0,33
2025-01-27,非R,8,22.0,19.0,13.0,1605
2025-01-27,超R,10,9.0,10.0,12.0,17
2024-01-10,超R,8,11.0,12.0,,15
2024-06-07,中R,53,93.0,101.0,101.0,142
2024-10-24,大R,24,28.0,26.0,28.0,34
2024-11-01,非R,19,43.0,34.0,21.0,1591
2025-01-26,中R,35,85.0,72.0,87.0,145
2024-01-08,未活跃,33,76.0,115.0,,864
2023-12-02,中R,48,18.0,19.0,,143
2024-08-02,大R,26,30.0,28.0,30.0,33
2025-02-21,大R,19,24.0,18.0,22.0,34
2025-05-16,超R,8,13.0,13.0,15.0,17
2025-05-16,微R,15,75.0,57.0,25.0,271
2023-11-02,中R,51,,,,142
2024-05-23,大R,25,31.0,28.0,31.0,33
2024-01-09,小R,34,83.0,120.0,,147
2024-10-18,超R,10,9.0,10.0,13.0,16
2024-03-28,小R,25,85.0,113.0,,144
2023-12-13,中R,41,46.0,51.0,,140
2024-06-22,未活跃,8,23.0,29.0,23.0,422
2025-05-13,超R,13,13.0,13.0,14.0,17
2023-11-10,小R,26,,,,147
2024-02-12,非R,22,84.0,116.0,,1596
2024-07-15,微R,35,73.0,80.0,82.0,269
2024-12-19,大R,14,27.0,22.0,30.0,34
2024-07-23,非R,17,46.0,54.0,44.0,1541
2024-06-03,中R,77,92.0,102.0,99.0,141
2025-02-01,中R,53,83.0,70.0,83.0,147
2025-01-07,中R,49,87.0,72.0,89.0,144
2024-12-02,非R,10,33.0,22.0,20.0,1595
2025-01-29,大R,13,27.0,21.0,30.0,34
2025-04-08,微R,15,54.0,45.0,25.0,277
2023-12-22,超R,6,9.0,10.0,,16
2024-07-31,超R,10,9.0,10.0,12.0,15
2024-12-31,中R,50,80.0,65.0,79.0,144
2025-01-14,未活跃,2,5.0,5.0,4.0,124
2023-12-25,小R,23,71.0,99.0,,149
2025-01-11,小R,31,78.0,82.0,66.0,159
2024-01-24,小R,28,87.0,116.0,,148
2025-04-14,大R,17,22.0,19.0,25.0,34
2024-03-01,大R,22,29.0,29.0,,33
2023-12-03,小R,21,19.0,19.0,,149
2024-06-04,微R,32,78.0,91.0,79.0,262
2024-03-27,未活跃,20,56.0,68.0,,579
2023-11-13,大R,24,,,,33
2024-05-20,未活跃,10,37.0,42.0,36.0,477
2024-08-29,小R,21,79.0,92.0,79.0,151
2023-12-01,超R,7,,1.0,,16
2024-04-09,超R,6,11.0,12.0,,15
2024-11-17,非R,18,37.0,29.0,27.0,1610
2024-09-18,微R,22,85.0,71.0,60.0,275
2024-11-16,小R,29,82.0,89.0,73.0,156
2024-11-05,非R,6,42.0,30.0,23.0,1616
2024-01-02,小R,51,83.0,120.0,,149
2024-12-09,非R,12,35.0,25.0,20.0,1596
2023-12-18,非R,30,56.0,78.0,,1605
2024-11-08,未活跃,6,9.0,10.0,9.0,181
2025-04-27,小R,33,88.0,93.0,63.0,158
2024-02-01,微R,32,73.0,132.0,,268
2024-10-09,大R,26,30.0,26.0,31.0,34
2024-09-06,非R,17,45.0,43.0,37.0,1535
2025-05-01,微R,30,70.0,60.0,22.0,275
2024-04-12,微R,24,82.0,119.0,,261
2024-12-13,超R,10,10.0,10.0,12.0,17
2025-03-28,小R,15,75.0,73.0,59.0,156
2024-05-23,中R,74,94.0,97.0,107.0,140
2024-09-29,非R,16,47.0,39.0,31.0,1591
2023-11-17,中R,75,,,,142
2024-08-05,大R,30,30.0,28.0,30.0,33
2024-08-28,中R,49,95.0,95.0,104.0,145
2024-04-15,中R,62,90.0,100.0,,139
2024-02-23,中R,61,90.0,102.0,,141
2023-12-28,中R,47,85.0,100.0,,141
2025-02-26,非R,2,16.0,12.0,9.0,1564
2024-01-17,小R,20,86.0,116.0,,147
2023-12-26,非R,30,75.0,106.0,,1623
2024-08-19,超R,7,9.0,10.0,12.0,15
2025-03-04,中R,45,87.0,66.0,82.0,146
2025-05-07,大R,18,26.0,29.0,29.0,34
2025-05-24,超R,13,12.0,11.0,13.0,17
2025-04-08,非R,0,9.0,7.0,6.0,1583
2025-01-30,未活跃,0,3.0,3.0,4.0,94
2024-07-19,非R,25,49.0,56.0,46.0,1554
2024-12-08,未活跃,4,8.0,8.0,8.0,160
2025-02-07,小R,22,77.0,74.0,66.0,158
2024-05-04,未活跃,12,39.0,52.0,34.0,530
2025-05-22,中R,51,92.0,87.0,74.0,146
2025-03-31,小R,22,75.0,71.0,59.0,155
2023-11-13,未活跃,46,,,,966
2023-11-21,大R,22,,,,33
2024-07-18,小R,39,80.0,97.0,89.0,149
2024-03-21,小R,21,81.0,117.0,,148
2024-10-28,微R,25,88.0,67.0,53.0,276
2024-09-20,小R,22,78.0,91.0,79.0,153
2025-01-19,小R,27,76.0,80.0,66.0,157
2024-06-06,大R,21,31.0,29.0,30.0,33
2024-01-31,大R,15,28.0,31.0,,33
2024-12-01,中R,62,83.0,78.0,88.0,145
2025-04-23,小R,22,87.0,91.0,63.0,158
2024-03-03,超R,9,11.0,11.0,,16
2024-04-04,未活跃,26,53.0,62.0,,516
2024-06-19,非R,11,51.0,65.0,54.0,1532
2024-11-06,超R,9,9.0,10.0,12.0,17
2025-04-27,非R,0,5.0,3.0,2.0,1583
2025-04-07,大R,17,22.0,18.0,25.0,34
2024-02-20,微R,17,80.0,138.0,,265
2024-05-19,大R,27,32.0,29.0,31.0,33
2024-09-12,大R,26,31.0,26.0,32.0,34
2025-01-12,超R,11,9.0,10.0,12.0,17
2025-05-17,超R,14,13.0,13.0,14.0,17
2025-03-24,非R,5,18.0,11.0,8.0,1601
2024-01-28,非R,30,86.0,126.0,,1596
2024-03-09,小R,39,83.0,115.0,,150
2024-08-11,微R,29,75.0,78.0,70.0,271
2024-08-11,小R,25,82.0,95.0,91.0,150
2024-11-09,超R,14,9.0,10.0,12.0,17
2025-01-03,大R,17,26.0,21.0,30.0,33
2024-03-02,小R,39,82.0,112.0,,149
2025-03-19,未活跃,0,2.0,2.0,2.0,30
2024-12-24,微R,14,72.0,61.0,39.0,275
2025-02-06,未活跃,2,3.0,3.0,4.0,76
2024-03-13,小R,19,82.0,115.0,,149
2025-04-11,中R,33,86.0,66.0,77.0,148
2023-11-14,非R,25,,,,1635
2023-12-13,未活跃,22,29.0,62.0,,870
2024-06-24,超R,9,9.0,10.0,12.0,16
2024-09-22,超R,6,10.0,11.0,12.0,16
2024-10-08,中R,55,94.0,85.0,97.0,144
2024-01-13,非R,20,88.0,136.0,,1644
2024-08-04,非R,14,51.0,51.0,40.0,1569
2024-04-05,微R,25,83.0,118.0,,265
2024-03-06,微R,19,81.0,125.0,,263
2024-02-12,小R,26,85.0,119.0,,149
2024-07-16,非R,15,49.0,57.0,47.0,1567
2024-01-17,微R,22,76.0,137.0,,268
2024-07-10,中R,62,92.0,93.0,104.0,140
2024-10-17,未活跃,7,14.0,15.0,14.0,214
2024-06-01,超R,11,10.0,10.0,11.0,15
2025-01-30,小R,15,73.0,75.0,65.0,158
2024-10-16,大R,22,29.0,25.0,31.0,34
2024-04-11,未活跃,13,48.0,56.0,,501
2024-09-03,超R,10,10.0,11.0,12.0,15
2023-11-18,小R,33,,,,149
2024-07-29,中R,63,93.0,93.0,98.0,142
2025-01-11,未活跃,2,5.0,6.0,4.0,128
2024-09-28,小R,31,80.0,87.0,73.0,153
2024-09-28,大R,26,30.0,25.0,30.0,34
2025-05-12,微R,15,75.0,57.0,26.0,269
2024-02-05,微R,25,75.0,137.0,,267
2024-02-05,超R,7,11.0,12.0,,16
2024-10-13,大R,22,29.0,26.0,31.0,34
2024-06-05,超R,7,10.0,10.0,11.0,16
2024-01-21,微R,26,82.0,137.0,,270
2023-12-10,小R,26,32.0,47.0,,148
2024-10-28,大R,28,29.0,26.0,29.0,34
2024-09-20,大R,20,31.0,25.0,32.0,34
2024-05-21,超R,10,10.0,10.0,13.0,15
2024-09-18,非R,14,45.0,39.0,36.0,1542
2025-05-11,未活跃,2,,1.0,1.0,34
2025-01-08,非R,10,27.0,22.0,16.0,1615
2023-12-29,非R,21,79.0,118.0,,1602
2024-04-08,中R,36,88.0,96.0,,137
2024-04-04,中R,58,90.0,100.0,,140
2024-12-23,大R,20,27.0,22.0,30.0,34
2024-09-25,微R,23,80.0,70.0,59.0,278
2024-09-12,未活跃,9,16.0,17.0,16.0,261
2024-09-09,未活跃,7,16.0,16.0,17.0,268
2025-01-12,小R,22,75.0,81.0,65.0,157
2025-01-26,大R,15,26.0,22.0,29.0,34
2024-02-07,大R,24,30.0,31.0,,33
2024-05-12,小R,25,78.0,103.0,97.0,144
2025-02-28,未活跃,0,4.0,4.0,3.0,47
2024-12-16,未活跃,2,6.0,6.0,7.0,139
2024-12-28,超R,10,8.0,10.0,12.0,17
2025-03-19,大R,17,25.0,19.0,27.0,34
2025-03-28,微R,11,56.0,48.0,27.0,276
2024-07-04,未活跃,6,22.0,27.0,21.0,372
2025-01-23,非R,3,21.0,20.0,12.0,1601
2025-03-20,小R,23,77.0,70.0,59.0,158
2024-11-27,未活跃,5,8.0,7.0,8.0,154
2024-02-28,微R,21,82.0,129.0,,265
2024-01-09,中R,56,91.0,108.0,,141
2024-11-04,中R,47,88.0,79.0,99.0,144
2023-12-15,微R,27,28.0,69.0,,266
2024-03-17,未活跃,16,57.0,70.0,,602
2024-02-26,大R,22,30.0,31.0,,33
2023-12-28,大R,22,25.0,28.0,,33
2024-07-16,微R,24,74.0,79.0,81.0,273
2024-10-05,大R,23,31.0,26.0,32.0,34
2023-11-07,微R,33,,,,273
2023-11-07,小R,38,,,,147
2024-09-16,中R,62,88.0,86.0,96.0,144
2024-12-20,非R,11,31.0,21.0,18.0,1546
2024-02-10,超R,6,11.0,11.0,,16
2023-12-22,小R,18,62.0,82.0,,147
2024-12-05,小R,25,79.0,88.0,68.0,156
2024-05-16,微R,25,80.0,111.0,83.0,268
2025-04-09,超R,9,10.0,10.0,13.0,17
2024-09-08,中R,71,92.0,94.0,96.0,145
2025-04-20,超R,11,11.0,11.0,14.0,17
2024-01-24,未活跃,21,71.0,105.0,,775
2025-02-13,中R,51,86.0,72.0,86.0,146
2024-02-16,小R,38,84.0,118.0,,148
2025-01-15,小R,25,77.0,80.0,66.0,157
2023-11-30,微R,38,,2.0,,272
2023-12-06,中R,50,28.0,32.0,,140
2024-10-07,超R,11,9.0,10.0,13.0,16
2024-12-06,微R,26,74.0,62.0,39.0,277
2024-07-18,大R,23,28.0,27.0,32.0,33
2024-10-13,未活跃,6,14.0,14.0,14.0,232
2025-02-02,未活跃,4,3.0,3.0,4.0,104
2023-11-22,非R,22,,,,1619
2024-05-02,超R,11,10.0,11.0,12.0,15
2024-08-29,非R,11,46.0,49.0,33.0,1554
2023-11-09,大R,19,,,,33
2024-01-21,非R,20,83.0,127.0,,1601
2024-07-11,小R,24,78.0,99.0,89.0,148
2025-04-15,小R,23,75.0,75.0,61.0,159
2023-11-15,微R,23,,,,269
2024-03-12,中R,40,89.0,101.0,,138
2024-05-22,大R,20,32.0,28.0,31.0,33
2024-08-14,未活跃,10,19.0,19.0,23.0,308
2025-04-04,非R,0,12.0,7.0,6.0,1586
2024-06-19,微R,17,77.0,86.0,91.0,265
2025-03-13,超R,11,10.0,10.0,11.0,17
2025-04-22,大R,18,25.0,27.0,30.0,33
2024-11-26,中R,39,83.0,78.0,86.0,144
2025-03-16,小R,17,73.0,72.0,60.0,159
2025-03-24,小R,21,78.0,73.0,58.0,156
2024-01-08,大R,18,27.0,32.0,,33
2023-12-07,微R,24,14.0,37.0,,270
2023-12-07,超R,9,3.0,4.0,,16
2024-04-12,小R,27,86.0,111.0,,145
2023-12-02,大R,18,,,,33
2024-03-14,微R,18,77.0,114.0,,261
2024-07-30,大R,23,29.0,26.0,30.0,33
2024-10-14,小R,32,88.0,91.0,78.0,158
2024-12-28,非R,6,29.0,28.0,18.0,1623
2025-01-03,中R,70,86.0,70.0,84.0,143
2025-03-03,超R,11,10.0,10.0,12.0,16
2025-05-04,小R,16,86.0,93.0,63.0,155
2024-06-28,超R,9,9.0,10.0,12.0,16
2024-02-08,中R,48,92.0,105.0,,140
2024-05-30,未活跃,17,37.0,36.0,31.0,437
2024-05-30,大R,19,33.0,28.0,29.0,33
2024-05-24,微R,33,76.0,99.0,89.0,265
2024-05-25,超R,10,10.0,10.0,13.0,15
2024-10-25,非R,17,46.0,39.0,28.0,1621
2024-09-23,中R,67,95.0,88.0,98.0,144
2024-10-21,非R,13,45.0,37.0,28.0,1607
2024-05-05,微R,24,79.0,110.0,70.0,268
2025-05-26,大R,10,14.0,15.0,16.0,20
2024-01-05,未活跃,35,73.0,112.0,,832
2024-04-30,未活跃,17,43.0,52.0,26.0,479
2025-02-15,超R,11,10.0,10.0,13.0,17
2024-01-01,中R,81,88.0,107.0,,141
2024-01-01,大R,28,27.0,31.0,,33
2024-03-23,大R,22,30.0,29.0,,33
2024-04-22,大R,19,31.0,30.0,,33
2025-05-21,超R,12,12.0,12.0,13.0,17
2024-11-19,中R,56,88.0,79.0,97.0,145
2024-11-19,大R,20,26.0,23.0,29.0,34
2025-02-07,非R,5,23.0,17.0,13.0,1597
2025-02-13,大R,19,25.0,21.0,28.0,34
2024-02-16,微R,28,75.0,136.0,,267
2024-05-26,中R,59,94.0,100.0,94.0,141
2024-05-26,未活跃,14,33.0,38.0,33.0,437
2023-12-17,未活跃,35,40.0,76.0,,869
2023-12-17,中R,61,53.0,67.0,,140
2023-12-17,大R,19,15.0,17.0,,33
2023-12-21,大R,18,21.0,22.0,,33
