date,act_tag,role_id,vip_level,level,pay_tag,is_pay,money,web_money,money_rmb,webmoney_rmb,core_add,core_cost,core_end,sincetimes_add,sincetimes_cost,sincetimes_end,act_rmb,bp_rmb,item_cost,item_add,summon_count,summon_21602,summon_21603,item_tag,summon_wau,summon21602_wau,summon21603_wau,actrmb_wau,bprmb_wau,dau,wau
2025-01-21,20250121-20250124-4,13194139618276,0,126,非R,0,,,,,1060.0,1135.0,12623,,,21.0,,,2.0,2.0,1.0,,1.0,"[1,20)",1.0,,1.0,,,1,1.0
2025-01-22,20250121-20250124-4,13194139618276,0,126,非R,0,,,,,1170.0,1505.0,12288,,,21.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-23,20250121-20250124-4,13194139618276,0,126,非R,0,,,,,1570.0,1210.0,12653,,,21.0,,,4.0,4.0,2.0,,2.0,"[1,20)",,,,,,1,
2025-01-24,20250121-20250124-4,13194139618276,0,126,非R,0,,,,,3220.0,1680.0,14188,,,21.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,13202729884359,0,123,非R,0,,,,,765.0,1000.0,412,,,1.0,,,,,,,,"[1,20)",1.0,,1.0,,,1,1.0
2025-02-24,20250223-20250226-4,13202729884359,0,123,非R,0,,,,,1760.0,1050.0,1122,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-25,20250223-20250226-4,13202729884359,0,123,非R,0,,,,,790.0,1000.0,912,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-26,20250223-20250226-4,13202729884359,0,123,非R,0,,,,,805.0,1000.0,717,,,1.0,,,4.0,4.0,2.0,,2.0,"[1,20)",,,,,,1,
2025-01-10,20250110-20250113-4,13245679593260,5,119,非R,0,,,,,870.0,75.0,3264,,,0.0,,,2.0,2.0,1.0,1.0,,"[1,20)",1.0,1.0,,,,1,1.0
2025-01-11,20250110-20250113-4,13245679593260,5,119,非R,0,,,,,1695.0,1075.0,3884,,,0.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-12,20250110-20250113-4,13245679593260,5,119,非R,0,,,,,1220.0,3050.0,2054,,,0.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-13,20250110-20250113-4,13245679593260,5,119,非R,0,,,,,1210.0,75.0,3189,,,0.0,,,4.0,4.0,2.0,2.0,,"[1,20)",,,,,,1,
2025-01-10,20250110-20250113-4,13305809120818,15,128,中R,0,,,,,6960.0,4025.0,4040,,,1.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-01-11,20250110-20250113-4,13305809120818,15,128,中R,0,,,,,1270.0,3100.0,2210,,,1.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-01-12,20250110-20250113-4,13305809120818,15,128,中R,0,,,,,1470.0,1000.0,2680,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-13,20250110-20250113-4,13305809120818,15,128,中R,0,,,,,6070.0,1325.0,7425,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,13348758627198,0,109,非R,0,,,,,845.0,792.0,84,,,,,,,,,,,[0],,,,,,1,1.0
2025-02-24,20250223-20250226-4,13348758627198,0,109,非R,0,,,,,625.0,672.0,37,,,,,,,,,,,[0],,,,,,1,
2025-02-25,20250223-20250226-4,13348758627198,0,109,非R,0,,,,,660.0,684.0,13,,,,,,,,,,,[0],,,,,,1,
2025-02-26,20250223-20250226-4,13348758627198,0,109,非R,0,,,,,580.0,564.0,29,,,,,,,,,,,[0],,,,,,1,
2025-01-21,20250121-20250124-4,13353053425926,0,125,非R,0,,,,,1205.0,1000.0,5794,,,1.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-01-22,20250121-20250124-4,13353053425926,0,125,非R,0,,,,,1455.0,1000.0,6249,,,1.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-01-23,20250121-20250124-4,13353053425926,0,125,非R,0,,,,,1555.0,1000.0,6804,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-24,20250121-20250124-4,13353053425926,0,125,非R,0,,,,,605.0,1000.0,6409,,,1.0,,,4.0,4.0,2.0,2.0,,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,13507672661834,8,122,小R,0,,,,,1250.0,350.0,2605,,,13.0,,,,,,,,[0],,,,,,1,1.0
2025-02-24,20250223-20250226-4,13507672661834,8,122,小R,0,,,,,705.0,80.0,3230,,,13.0,,,,,,,,[0],,,,,,1,
2025-02-25,20250223-20250226-4,13507672661834,8,122,小R,0,,,,,1005.0,1200.0,3035,,,13.0,,,,,,,,[0],,,,,,1,
2025-02-26,20250223-20250226-4,13507672661834,8,122,小R,0,,,,,1005.0,225.0,3815,,,13.0,,,,,,,,[0],,,,,,1,
2025-01-10,20250110-20250113-4,13507672726560,1,95,非R,0,,,,,60.0,,2795,,,1.0,,,,,,,,[0],,,,,,1,1.0
2025-01-11,20250110-20250113-4,13507672726560,1,95,非R,0,,,,,510.0,200.0,3105,,,1.0,,,,,,,,[0],,,,,,1,
2025-01-12,20250110-20250113-4,13507672726560,1,95,非R,0,,,,,360.0,,3465,,,1.0,,,,,,,,[0],,,,,,1,
2025-01-13,20250110-20250113-4,13507672726560,1,95,非R,0,,,,,960.0,50.0,4375,,,1.0,,,,,,,,[0],,,,,,1,
2025-02-23,20250223-20250226-4,13546327254177,1,113,非R,0,,,,,920.0,1000.0,1996,,,1.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-02-24,20250223-20250226-4,13546327254177,1,113,非R,0,,,,,905.0,1000.0,1901,,,1.0,,,,10.0,,,,"[1,20)",,,,,,1,
2025-02-25,20250223-20250226-4,13546327254177,1,113,非R,0,,,,,745.0,1000.0,1646,,,1.0,,,20.0,10.0,10.0,10.0,,"[1,20)",,,,,,1,
2025-02-26,20250223-20250226-4,13546327254177,1,113,非R,0,,,,,560.0,25.0,2181,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,13580686879420,6,114,非R,0,,,,,895.0,,19165,,,5.0,,,,,,,,[0],,,,,,1,1.0
2025-02-24,20250223-20250226-4,13580686879420,6,114,非R,0,,,,,520.0,2500.0,17185,,,5.0,,,,,,,,[0],,,,,,1,
2025-02-25,20250223-20250226-4,13580686879420,6,114,非R,0,,,,,620.0,,17805,,,5.0,,,,,,,,[0],,,,,,1,
2025-02-26,20250223-20250226-4,13580686879420,6,114,非R,0,,,,,805.0,1000.0,17610,,,5.0,,,,,,,,[0],,,,,,1,
2025-02-23,20250223-20250226-4,13636521305944,13,130,中R,0,,,,,1155.0,2125.0,25792,,,653.0,,,20.0,20.0,10.0,10.0,,"[1,20)",1.0,1.0,,,,1,1.0
2025-02-24,20250223-20250226-4,13636521305944,13,130,中R,0,,,,,1125.0,257.0,26660,,,653.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-02-25,20250223-20250226-4,13636521305944,13,130,中R,0,,,,,1285.0,200.0,27745,,,653.0,,,4.0,4.0,2.0,2.0,,"[1,20)",,,,,,1,
2025-02-26,20250223-20250226-4,13636521305944,13,130,中R,0,,,,,1270.0,150.0,28865,,,653.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,13675176118138,0,84,非R,0,,,,,460.0,,36780,,,,,,,,,,,[0],,,,,,1,1.0
2025-02-25,20250223-20250226-4,13675176118138,0,84,非R,0,,,,,320.0,,37100,,,,,,,,,,,[0],,,,,,1,
2025-02-26,20250223-20250226-4,13675176118138,0,84,非R,0,,,,,60.0,,37160,,,,,,,2.0,,,,[0],,,,,,1,
2025-02-26,20250223-20250226-4,13722420712316,0,118,非R,0,,,,,3020.0,1840.0,1265,,,1.0,,,,,,,,[0],,,,,,1,1.0
2025-01-10,20250110-20250113-4,13752485759594,0,80,非R,0,,,,,300.0,,55609,,,21.0,,,,,,,,[0],,,,,,1,1.0
2025-01-11,20250110-20250113-4,13752485759594,0,80,非R,0,,,,,,,55609,,,21.0,,,,,,,,[0],,,,,,1,
2025-01-12,20250110-20250113-4,13752485759594,0,80,非R,0,,,,,400.0,,56009,,,21.0,,,,,,,,[0],,,,,,1,
2025-01-13,20250110-20250113-4,13752485759594,0,80,非R,0,,,,,400.0,,56409,,,21.0,,,,,,,,[0],,,,,,1,
2025-01-11,20250110-20250113-4,13795435320046,1,90,非R,0,,,,,100.0,,210,,,21.0,,,,,,,,[0],,,,,,1,1.0
2025-02-23,20250223-20250226-4,13842679976590,0,104,非R,0,,,,,580.0,,48715,,,21.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-02-24,20250223-20250226-4,13842679976590,0,104,非R,0,,,,,470.0,,49185,,,21.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-25,20250223-20250226-4,13842679976590,0,104,非R,0,,,,,120.0,,49305,,,21.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-26,20250223-20250226-4,13842679976590,0,104,非R,0,,,,,370.0,,49675,,,21.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,13971528780570,13,123,微R,0,,,,,980.0,,12800,,,11.0,,,,,,,,[0],,,,,,1,1.0
2025-02-24,20250223-20250226-4,13971528780570,13,123,微R,0,,,,,980.0,350.0,13430,,,11.0,,,,,,,,[0],,,,,,1,
2025-02-25,20250223-20250226-4,13971528780570,13,123,微R,0,,,,,900.0,300.0,14030,,,11.0,,,,,,,,[0],,,,,,1,
2025-02-26,20250223-20250226-4,13971528780570,13,123,微R,0,,,,,1060.0,50.0,15040,,,11.0,,,,,,,,[0],,,,,,1,
2025-01-10,20250110-20250113-4,14005888818605,1,103,非R,0,,,,,805.0,,3058,,,5.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-01-11,20250110-20250113-4,14005888818605,1,103,非R,0,,,,,1820.0,688.0,4190,,,5.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-12,20250110-20250113-4,14005888818605,1,103,非R,0,,,,,1340.0,874.0,4656,,,5.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-13,20250110-20250113-4,14005888818605,1,103,非R,0,,,,,1340.0,2655.0,3341,,,5.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-01-21,20250121-20250124-4,14057428140846,1,125,非R,0,,,,,905.0,75.0,12959,,,13.0,,,,,,,,[0],,,,,,1,1.0
2025-01-22,20250121-20250124-4,14057428140846,1,125,非R,0,,,,,1020.0,250.0,13729,,,13.0,,,,,,,,[0],,,,,,1,
2025-01-23,20250121-20250124-4,14057428140846,1,125,非R,0,,,,,960.0,,14689,,,13.0,,,,,,,,[0],,,,,,1,
2025-01-24,20250121-20250124-4,14057428140846,1,125,非R,0,,,,,1610.0,,16299,,,13.0,,,,,,,,[0],,,,,,1,
2025-01-10,20250110-20250113-4,14066018029600,13,126,非R,0,,,,,1005.0,50.0,5120,,,0.0,,,,,,,,[0],,,,,,1,1.0
2025-01-11,20250110-20250113-4,14066018029600,13,126,非R,0,,,,,1520.0,610.0,6030,,,0.0,,,,,,,,[0],,,,,,1,
2025-01-12,20250110-20250113-4,14066018029600,13,126,非R,0,,,,,2280.0,7000.0,1310,,,0.0,,,,,,,,[0],,,,,,1,
2025-01-13,20250110-20250113-4,14066018029600,13,126,非R,0,,,,,1320.0,150.0,2480,,,0.0,,,,,,,,[0],,,,,,1,
2025-02-23,20250223-20250226-4,14066018384258,0,112,非R,0,,,,,410.0,460.0,15155,,,21.0,,,,,,,,"[1,20)",1.0,1.0,1.0,,,1,1.0
2025-02-24,20250223-20250226-4,14066018384258,0,112,非R,0,,,,,210.0,360.0,15005,,,21.0,,,,2.0,,,,"[1,20)",,,,,,1,
2025-02-25,20250223-20250226-4,14066018384258,0,112,非R,0,,,,,210.0,360.0,14855,,,21.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-26,20250223-20250226-4,14066018384258,0,112,非R,0,,,,,410.0,460.0,14805,,,21.0,,,6.0,4.0,3.0,2.0,1.0,"[1,20)",,,,,,1,
2025-01-21,20250121-20250124-4,14121852574050,10,121,非R,0,,,,,1110.0,400.0,852,,,5.0,,,,,,,,[0],,,,,,1,1.0
2025-01-22,20250121-20250124-4,14121852574050,10,121,非R,0,,,,,760.0,375.0,1237,,,5.0,,,,,,,,[0],,,,,,1,
2025-01-23,20250121-20250124-4,14121852574050,10,121,非R,0,,,,,1260.0,1000.0,1497,,,5.0,,,,,,,,[0],,,,,,1,
2025-01-24,20250121-20250124-4,14121852574050,10,121,非R,0,,,,,860.0,1925.0,432,,,5.0,,,,,,,,[0],,,,,,1,
2025-01-21,20250121-20250124-4,14156212792970,9,99,非R,0,,,,,2060.0,50.0,2817,,,1.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-01-22,20250121-20250124-4,14156212792970,9,99,非R,0,,,,,1470.0,3800.0,487,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-23,20250121-20250124-4,14156212792970,9,99,非R,0,,,,,360.0,,847,,,1.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-01-24,20250121-20250124-4,14156212792970,9,99,非R,0,,,,,730.0,50.0,1527,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-24,20250223-20250226-4,14242111791838,0,98,非R,0,,,,,1360.0,360.0,9368,,,,,,,,,,,[0],,,,,,1,1.0
2025-01-10,20250110-20250113-4,14250701818820,13,128,微R,0,,,,,620.0,150.0,337682,,760.0,1998.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-01-11,20250110-20250113-4,14250701818820,13,128,微R,0,,,,,1670.0,10640.0,328712,,940.0,1058.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-12,20250110-20250113-4,14250701818820,13,128,微R,0,,,,,1170.0,5175.0,324707,,160.0,898.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-13,20250110-20250113-4,14250701818820,13,128,微R,0,,,,,3560.0,5080.0,323187,,372.0,526.0,,,4.0,4.0,2.0,2.0,,"[1,20)",,,,,,1,
2025-01-10,20250110-20250113-4,14254996921865,4,110,非R,0,,,,,500.0,560.0,78461,,,21.0,,,,,,,,[0],,,,,,1,1.0
2025-01-11,20250110-20250113-4,14254996921865,4,110,非R,0,,,,,495.0,240.0,78716,,,21.0,,,,,,,,[0],,,,,,1,
2025-01-12,20250110-20250113-4,14254996921865,4,110,非R,0,,,,,880.0,,79596,,,21.0,,,,,,,,[0],,,,,,1,
2025-01-13,20250110-20250113-4,14254996921865,4,110,非R,0,,,,,480.0,,80076,,,21.0,,,,,,,,[0],,,,,,1,
2025-01-10,20250110-20250113-4,14276471581121,11,107,微R,0,,,,,520.0,1637.0,197296,,,0.0,,,,,,,,[0],,,,,,1,1.0
2025-01-11,20250110-20250113-4,14276471581121,11,107,微R,0,,,,,770.0,3.0,198063,,,0.0,,,,,,,,[0],,,,,,1,
2025-01-12,20250110-20250113-4,14276471581121,11,107,微R,0,,,,,1070.0,7.0,199126,,,0.0,,,,,,,,[0],,,,,,1,
2025-01-13,20250110-20250113-4,14276471581121,11,107,微R,0,,,,,1060.0,240.0,199946,,,0.0,,,,,,,,[0],,,,,,1,
2025-02-23,20250223-20250226-4,14293651311220,0,126,非R,0,,,,,570.0,,11851,,,1.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-02-24,20250223-20250226-4,14293651311220,0,126,非R,0,,,,,630.0,,12481,,,1.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-02-25,20250223-20250226-4,14293651311220,0,126,非R,0,,,,,520.0,1000.0,12001,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-26,20250223-20250226-4,14293651311220,0,126,非R,0,,,,,470.0,,12471,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-21,20250121-20250124-4,14297946345810,0,56,非R,0,,,,,,,43680,,,,,,,,,,,[0],,,,,,1,1.0
2025-01-23,20250121-20250124-4,14297946345810,0,56,非R,0,,,,,,,43680,,,,,,,,,,,[0],,,,,,1,
2025-01-24,20250121-20250124-4,14297946345810,0,56,非R,0,,,,,100.0,,43780,,,,,,,,,,,[0],,,,,,1,
2025-01-21,20250121-20250124-4,14422500464879,7,121,非R,0,,,,,520.0,,22197,,,21.0,,,,,,,,[0],,,,,,1,1.0
2025-01-10,20250110-20250113-4,14491219793644,10,123,非R,0,,,,,860.0,175.0,829,,,21.0,,,,,,,,[0],,,,,,1,1.0
2025-01-11,20250110-20250113-4,14491219793644,10,123,非R,0,,,,,1360.0,1100.0,1089,,,21.0,,,,,,,,[0],,,,,,1,
2025-01-12,20250110-20250113-4,14491219793644,10,123,非R,0,,,,,560.0,1350.0,299,,,21.0,,,,,,,,[0],,,,,,1,
2025-01-13,20250110-20250113-4,14491219793644,10,123,非R,0,,,,,1660.0,1875.0,84,,,21.0,,,,,,,,[0],,,,,,1,
2025-01-10,20250110-20250113-4,14542759780831,10,113,微R,0,,,,,610.0,1000.0,1060,,,1.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-01-11,20250110-20250113-4,14542759780831,10,113,微R,0,,,,,970.0,1000.0,1030,,,1.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-01-12,20250110-20250113-4,14542759780831,10,113,微R,0,,,,,1305.0,1000.0,1335,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-13,20250110-20250113-4,14542759780831,10,114,微R,0,,,,,1060.0,1300.0,1095,,,1.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-10,20250110-20250113-4,14551349424063,10,125,微R,0,,,,,670.0,,15957,,,1.0,,,,,,,,[0],,,,,,1,1.0
2025-01-11,20250110-20250113-4,14551349424063,10,125,微R,0,,,,,1440.0,,17397,,,1.0,,,,,,,,[0],,,,,,1,
2025-01-12,20250110-20250113-4,14551349424063,10,125,微R,0,,,,,1070.0,3370.0,15097,,,1.0,,,,,,,,[0],,,,,,1,
2025-01-13,20250110-20250113-4,14551349424063,10,125,微R,0,,,,,1355.0,1100.0,15352,,,1.0,,,,,,,,[0],,,,,,1,
2025-01-10,20250110-20250113-4,14581414074032,9,126,非R,0,,,,,1005.0,800.0,109579,,,0.0,,,,,,,,[0],,,,,,1,1.0
2025-01-11,20250110-20250113-4,14581414074032,9,126,非R,0,,,,,2005.0,150.0,111434,,,0.0,,,,,,,,[0],,,,,,1,
2025-01-12,20250110-20250113-4,14581414074032,9,126,非R,0,,,,,1520.0,275.0,112679,,,0.0,,,,,,,,[0],,,,,,1,
2025-01-13,20250110-20250113-4,14581414074032,9,126,非R,0,,,,,1420.0,175.0,113924,,,0.0,,,,,,,,[0],,,,,,1,
2025-01-10,20250110-20250113-4,14581414106987,1,108,非R,0,,,,,110.0,,32022,,,5.0,,,,,,,,[0],,,,,,1,1.0
2025-01-11,20250110-20250113-4,14581414106987,1,108,非R,0,,,,,410.0,,32432,,,5.0,,,,,,,,[0],,,,,,1,
2025-01-12,20250110-20250113-4,14581414106987,1,108,非R,0,,,,,560.0,,32992,,,5.0,,,,,,,,[0],,,,,,1,
2025-01-13,20250110-20250113-4,14581414106987,1,108,非R,0,,,,,710.0,,33702,,,5.0,,,,,,,,[0],,,,,,1,
2025-01-21,20250121-20250124-4,14783277923498,0,116,非R,0,,,,,1360.0,1000.0,8280,,,0.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-01-22,20250121-20250124-4,14783277923498,0,116,非R,0,,,,,570.0,1000.0,7850,,,0.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-01-23,20250121-20250124-4,14783277923498,0,116,非R,0,,,,,1600.0,1000.0,8450,,,0.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-24,20250121-20250124-4,14783277923498,0,116,非R,0,,,,,2950.0,1050.0,10350,,,0.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-21,20250121-20250124-4,14830522362271,15,130,大R,0,,,,,2845.0,963.0,13800,,,710.0,,,,,,,,[0],,,,,,1,1.0
2025-01-22,20250121-20250124-4,14830522362271,15,130,大R,0,,,,,2555.0,646.0,15709,,,710.0,,,,,,,,[0],,,,,,1,
2025-01-23,20250121-20250124-4,14830522362271,15,130,大R,0,,,,,2445.0,900.0,17254,,,710.0,,,,,,,,[0],,,,,,1,
2025-01-24,20250121-20250124-4,14830522362271,15,130,大R,0,,,,,5195.0,2625.0,19824,,,710.0,,,,,,,,[0],,,,,,1,
2025-02-23,20250223-20250226-4,14942191278728,12,127,小R,0,,,,,1205.0,,11892,,,5.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-02-24,20250223-20250226-4,14942191278728,12,127,小R,0,,,,,755.0,100.0,12547,,,5.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-02-25,20250223-20250226-4,14942191278728,12,127,小R,0,,,,,1205.0,200.0,13552,,,5.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-26,20250223-20250226-4,14942191278728,12,127,小R,0,,,,,570.0,,14122,,,5.0,,,4.0,4.0,2.0,2.0,,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,15006616030149,10,122,微R,0,,,,,1320.0,1000.0,11697,,,9.0,,,,,,,,"[1,20)",1.0,,1.0,,,1,1.0
2025-02-24,20250223-20250226-4,15006616030149,10,122,微R,0,,,,,1420.0,1000.0,12117,,,9.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-25,20250223-20250226-4,15006616030149,10,122,微R,0,,,,,870.0,1180.0,11807,,,9.0,,,2.0,2.0,1.0,,1.0,"[1,20)",,,,,,1,
2025-02-26,20250223-20250226-4,15006616030149,10,122,微R,0,,,,,1205.0,1000.0,12012,,,9.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,15096810351824,1,111,非R,0,,,,,1980.0,25.0,35172,,,15.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-02-24,20250223-20250226-4,15096810351824,1,111,非R,0,,,,,520.0,275.0,35417,,,15.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-25,20250223-20250226-4,15096810351824,1,111,非R,0,,,,,760.0,325.0,35852,,,15.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-02-26,20250223-20250226-4,15096810351824,1,111,非R,0,,,,,760.0,275.0,36337,,,15.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,15109695199541,9,122,非R,0,,,,,1220.0,,71912,,,,,,,,,,,[0],,,,,,1,1.0
2025-02-23,20250223-20250226-4,15169824965683,13,129,中R,1,2400.00,,125.04480000,,2220.0,1500.0,2801,,,1.0,,,,,,,,[0],,,,,,1,1.0
2025-02-24,20250223-20250226-4,15169824965683,13,129,中R,1,1520.00,,79.19504000,,1755.0,1588.0,2968,,,1.0,,,,,,,,[0],,,,,,1,
2025-02-25,20250223-20250226-4,15169824965683,13,129,中R,1,1200.00,,62.52240000,,1765.0,1100.0,3633,,,1.0,,,,,,,,[0],,,,,,1,
2025-02-26,20250223-20250226-4,15169824965683,13,129,中R,1,2400.00,,125.04480000,,2290.0,1688.0,4235,,,1.0,,,,,,,,[0],,,,,,1,
2025-01-21,20250121-20250124-4,15242839438543,2,100,非R,0,,,,,160.0,50.0,24695,,,21.0,,,,,,,,"[1,20)",1.0,,1.0,,,1,1.0
2025-01-22,20250121-20250124-4,15242839438543,2,100,非R,0,,,,,250.0,,24945,,,21.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-23,20250121-20250124-4,15242839438543,2,100,非R,0,,,,,960.0,350.0,25555,,,21.0,,,,2.0,,,,"[1,20)",,,,,,1,
2025-01-24,20250121-20250124-4,15242839438543,2,100,非R,0,,,,,460.0,1550.0,24465,,,21.0,,,2.0,,1.0,,1.0,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,15341623583790,9,119,非R,0,,,,,745.0,,29353,,,5.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-02-24,20250223-20250226-4,15341623583790,9,119,非R,0,,,,,905.0,,30258,,,5.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-25,20250223-20250226-4,15341623583790,9,119,非R,0,,,,,320.0,,30578,,,5.0,,,,2.0,,,,"[1,20)",,,,,,1,
2025-02-26,20250223-20250226-4,15341623583790,9,119,非R,0,,,,,520.0,100.0,30998,,,5.0,,,2.0,,1.0,1.0,,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,15457587722280,10,126,微R,0,,,,,780.0,1000.0,11926,,,5.0,,,,,,,,"[1,20)",1.0,,1.0,,,1,1.0
2025-02-24,20250223-20250226-4,15457587722280,10,126,微R,0,,,,,320.0,,12246,,,5.0,,,2.0,2.0,1.0,,1.0,"[1,20)",,,,,,1,
2025-02-25,20250223-20250226-4,15457587722280,10,126,微R,0,,,,,720.0,2000.0,10966,,,5.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-26,20250223-20250226-4,15457587722280,10,126,微R,0,,,,,620.0,,11586,,,5.0,,,,,,,,"[1,20)",,,,,,1,
2025-02-23,20250223-20250226-4,15543486927264,15,120,中R,0,,,,,720.0,75.0,3988,,,1.0,,,,,,,,[0],,,,,,1,1.0
2025-02-24,20250223-20250226-4,15543486927264,15,120,中R,0,,,,,1920.0,551.0,5357,,,1.0,,,,,,,,[0],,,,,,1,
2025-02-25,20250223-20250226-4,15543486927264,15,120,中R,0,,,,,1135.0,5714.0,778,,,1.0,,,,,,,,[0],,,,,,1,
2025-02-26,20250223-20250226-4,15543486927264,15,120,中R,1,2600.00,,135.46520000,,1415.0,,2193,,,1.0,,,,,,,,[0],,,,,,1,
2025-01-21,20250121-20250124-4,15547781678369,9,125,非R,0,,,,,620.0,1000.0,636,,,0.0,,,,,,,,"[1,20)",1.0,1.0,,,,1,1.0
2025-01-22,20250121-20250124-4,15547781678369,9,125,非R,0,,,,,1355.0,1000.0,991,,,0.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-23,20250121-20250124-4,15547781678369,9,125,非R,0,,,,,1020.0,1000.0,1011,,,0.0,,,2.0,2.0,1.0,1.0,,"[1,20)",,,,,,1,
2025-01-24,20250121-20250124-4,15547781678369,9,125,非R,0,,,,,1970.0,1000.0,1981,,,0.0,,,,,,,,"[1,20)",,,,,,1,
2025-01-10,20250110-20250113-4,15564961645665,14,128,中R,1,2400.00,,125.04480000,,6410.0,4600.0,4838,120.0,18.0,349.0,,,,,,,,"[20,60)",1.0,1.0,,,,1,1.0
2025-01-11,20250110-20250113-4,15564961645665,14,128,中R,1,2400.00,,125.04480000,,5660.0,8675.0,1823,120.0,258.0,211.0,,,,,,,,"[20,60)",,,,,,1,
2025-01-12,20250110-20250113-4,15564961645665,14,128,中R,1,2400.00,,125.04480000,,3490.0,3150.0,2163,120.0,138.0,193.0,,,,,,,,"[20,60)",,,,,,1,
2025-01-13,20250110-20250113-4,15564961645665,14,128,中R,1,1200.00,,62.52240000,,5110.0,5525.0,1748,60.0,34.0,219.0,,,40.0,40.0,20.0,20.0,,"[20,60)",,,,,,1,
2025-01-10,20250110-20250113-4,15629386124597,0,124,非R,0,,,,,860.0,1000.0,66864,,,1.0,,,,,,,,[0],,,,,,1,1.0
2025-01-11,20250110-20250113-4,15629386124597,0,124,非R,0,,,,,1080.0,1325.0,66619,,,1.0,,,,,,,,[0],,,,,,1,
2025-01-12,20250110-20250113-4,15629386124597,0,124,非R,0,,,,,1405.0,1125.0,66899,,,1.0,,,,,,,,[0],,,,,,1,
2025-01-13,20250110-20250113-4,15629386124597,0,124,非R,0,,,,,945.0,1050.0,66794,,,1.0,,,,,,,,[0],,,,,,1,
