month,channel,reason,core_cost
2024-05-01,10102,394,1600.0
2024-05-01,10102,925,3400.0
2024-05-01,10102,16,1810.0
2024-05-01,10102,324,13500.0
2024-05-01,10102,375,45000.0
2024-05-01,10102,224,422.0
2024-05-01,10102,350,3412.0
2024-05-01,10102,926,8600.0
2024-05-01,10102,337,20.0
2024-05-01,10102,608,320.0
2024-05-01,10102,388,27900.0
2024-05-01,10102,371,3200.0
2024-05-01,10102,316,803000.0
2024-05-01,10102,389,69075.0
2024-05-01,10102,372,6068.0
2024-05-01,10102,638,457160.0
2024-05-01,10102,243,1576.0
2024-04-01,10101,675,2700.0
2024-04-01,10101,412,2825.0
2024-04-01,10101,337,20.0
2024-04-01,10101,200,140.0
2024-04-01,10101,388,17300.0
2024-04-01,10101,350,2524.0
2024-04-01,10101,636,770.0
2024-04-01,10101,389,25350.0
2024-04-01,10101,243,2852.0
2024-04-01,10101,352,879.0
2024-04-01,10101,420,8994.0
2024-04-01,10101,654,200.0
2024-04-01,10101,141,20.0
2024-04-01,10101,676,200.0
2024-04-01,10101,618,6300.0
2024-04-01,10101,375,74000.0
2024-04-01,10101,224,302.0
2024-04-01,10101,627,3220.0
2024-04-01,10101,461,700.0
2024-04-01,10101,16,7269.0
2024-04-01,10101,371,200.0
2024-04-01,10101,621,200.0
2024-04-01,10101,372,4624.0
2024-04-01,10101,452,4000.0
2024-04-01,10101,638,145340.0
2024-04-01,10101,657,67316.0
2024-04-01,10101,611,850.0
2024-04-01,10101,138,500.0
2024-04-01,10101,324,6600.0
2024-04-01,10101,325,400.0
2024-04-01,10101,316,306800.0
2024-04-01,10101,365,379.0
2024-04-01,10102,325,1000.0
2024-04-01,10102,452,5000.0
2024-04-01,10102,16,40.0
2024-04-01,10102,372,4310.0
2024-04-01,10102,461,1900.0
2024-04-01,10102,450,200.0
2024-04-01,10102,316,855100.0
2024-04-01,10102,608,20.0
2024-04-01,10102,337,220.0
2024-04-01,10102,352,1995.0
2024-04-01,10102,358,200.0
2024-04-01,10102,618,3300.0
2024-04-01,10102,621,12900.0
2024-04-01,10102,636,1420.0
2024-04-01,10102,657,134582.0
2024-04-01,10102,243,655.0
2024-04-01,10102,420,3096.0
2024-04-01,10102,412,1339.0
2024-04-01,10102,200,1890.0
2024-04-01,10102,627,180.0
2024-04-01,10102,350,12553.0
2024-04-01,10102,611,400.0
2024-04-01,10102,324,11100.0
2024-04-01,10102,638,664100.0
2024-04-01,10102,375,29000.0
2024-04-01,10102,301,200.0
2024-04-01,10102,451,200.0
2024-04-01,10102,654,800.0
2024-04-01,10102,388,24400.0
2024-04-01,10102,389,57500.0
2024-04-01,10102,224,598.0
2024-04-01,10102,675,2400.0
2024-04-01,10102,398,1500.0
2024-04-01,10102,365,1467.0
2024-03-01,10101,243,2495.0
2024-03-01,10101,365,877.0
2024-03-01,10101,636,190.0
2024-03-01,10101,608,20.0
2024-03-01,10101,675,8100.0
2024-03-01,10101,450,200.0
2024-03-01,10101,325,1800.0
2024-03-01,10101,200,390.0
2024-03-01,10101,657,94306.0
2024-03-01,10101,676,1350.0
2024-03-01,10101,316,265000.0
2024-03-01,10101,388,19200.0
2024-03-01,10101,372,4188.0
2024-03-01,10101,412,6889.0
2024-03-01,10101,16,10719.0
2024-03-01,10101,375,16000.0
2024-03-01,10101,452,5000.0
2024-03-01,10101,157,1000.0
2024-03-01,10101,324,8500.0
2024-03-01,10101,621,5900.0
2024-03-01,10101,618,10500.0
2024-03-01,10101,627,520.0
2024-03-01,10101,371,1200.0
2024-03-01,10101,352,522.0
2024-03-01,10101,141,160.0
2024-03-01,10101,611,8200.0
2024-03-01,10101,638,321080.0
2024-03-01,10101,224,77.0
2024-03-01,10101,350,1343.0
2024-03-01,10101,420,7336.0
2024-03-01,10101,389,24625.0
2024-03-01,10102,224,125.0
2024-03-01,10102,618,3300.0
2024-03-01,10102,200,850.0
2024-03-01,10102,371,2000.0
2024-03-01,10102,654,200.0
2024-03-01,10102,230,720.0
2024-03-01,10102,365,3493.0
2024-03-01,10102,350,10234.0
2024-03-01,10102,659,1200.0
2024-03-01,10102,325,7400.0
2024-03-01,10102,388,24000.0
2024-03-01,10102,243,929.0
2024-03-01,10102,360,300.0
2024-03-01,10102,372,3485.0
2024-03-01,10102,16,1770.0
2024-03-01,10102,636,2160.0
2024-03-01,10102,324,7000.0
2024-03-01,10102,452,1000.0
2024-03-01,10102,389,55475.0
2024-03-01,10102,375,13000.0
2024-03-01,10102,657,120245.0
2024-03-01,10102,638,720860.0
2024-03-01,10102,141,40.0
2024-03-01,10102,352,1192.0
2024-03-01,10102,316,713300.0
2024-03-01,10102,412,312.0
2024-03-01,10102,420,7247.0
2024-03-01,10102,157,2500.0
2024-03-01,10102,358,100.0
2024-03-01,10102,611,5550.0
2024-03-01,10102,675,2100.0
2024-03-01,10102,621,4600.0
2024-02-01,10101,372,6111.0
2024-02-01,10101,452,1000.0
2024-02-01,10101,243,2044.0
2024-02-01,10101,375,10000.0
2024-02-01,10101,316,116250.0
2024-02-01,10101,627,1120.0
2024-02-01,10101,451,200.0
2024-02-01,10101,450,200.0
2024-02-01,10101,394,400.0
2024-02-01,10101,675,5600.0
2024-02-01,10101,200,260.0
2024-02-01,10101,325,400.0
2024-02-01,10101,618,10200.0
2024-02-01,10101,365,220.0
2024-02-01,10101,388,19400.0
2024-02-01,10101,461,950.0
2024-02-01,10101,420,3787.0
2024-02-01,10101,636,1060.0
2024-02-01,10101,352,1022.0
2024-02-01,10101,141,120.0
2024-02-01,10101,371,1200.0
2024-02-01,10101,389,20300.0
2024-02-01,10101,324,7200.0
2024-02-01,10101,350,3044.0
2024-02-01,10101,621,7500.0
2024-02-01,10101,676,2900.0
2024-02-01,10101,638,97300.0
2024-02-01,10101,412,1676.0
2024-02-01,10101,383,0.0
2024-02-01,10101,157,500.0
2024-02-01,10101,224,2.0
2024-02-01,10101,657,47272.0
2024-02-01,10101,16,8175.0
2024-02-01,10102,618,900.0
2024-02-01,10102,675,2700.0
2024-02-01,10102,388,26400.0
2024-02-01,10102,394,11200.0
2024-02-01,10102,638,551210.0
2024-02-01,10102,654,1400.0
2024-02-01,10102,157,29500.0
2024-02-01,10102,412,162.0
2024-02-01,10102,389,76175.0
2024-02-01,10102,659,1200.0
2024-02-01,10102,657,209562.0
2024-02-01,10102,16,2862.0
2024-02-01,10102,350,7272.0
2024-02-01,10102,141,96.0
2024-02-01,10102,200,60.0
2024-02-01,10102,352,1302.0
2024-02-01,10102,324,14100.0
2024-02-01,10102,636,3150.0
2024-02-01,10102,224,153.0
2024-02-01,10102,243,175.0
2024-02-01,10102,420,3895.0
2024-02-01,10102,627,120.0
2024-02-01,10102,316,633600.0
2024-02-01,10102,325,3600.0
2024-02-01,10102,461,3550.0
2024-02-01,10102,230,325.0
2024-02-01,10102,621,3500.0
2024-02-01,10102,365,7831.0
2024-02-01,10102,372,4941.0
2024-01-01,10101,325,400.0
2024-01-01,10101,16,9934.0
2024-01-01,10101,375,12000.0
2024-01-01,10101,389,23000.0
2024-01-01,10101,638,259159.0
2024-01-01,10101,451,400.0
2024-01-01,10101,372,2886.0
2024-01-01,10101,352,2465.0
2024-01-01,10101,412,2660.0
2024-01-01,10101,618,13200.0
2024-01-01,10101,636,710.0
2024-01-01,10101,621,13600.0
2024-01-01,10101,371,200.0
2024-01-01,10101,243,2971.0
2024-01-01,10101,608,20.0
2024-01-01,10101,452,1000.0
2024-01-01,10101,316,313420.0
2024-01-01,10101,365,727.0
2024-01-01,10101,324,4200.0
2024-01-01,10101,350,2750.0
2024-01-01,10101,388,15400.0
2024-01-01,10101,224,130.0
2024-01-01,10101,420,5661.0
2024-01-01,10101,627,880.0
2024-01-01,10101,657,97416.0
2024-01-01,10101,394,2200.0
2024-01-01,10101,200,330.0
2024-01-01,10101,141,380.0
2024-01-01,10102,388,26500.0
2024-01-01,10102,371,1800.0
2024-01-01,10102,621,1500.0
2024-01-01,10102,141,160.0
2024-01-01,10102,394,17800.0
2024-01-01,10102,420,13947.0
2024-01-01,10102,324,10000.0
2024-01-01,10102,358,100.0
2024-01-01,10102,618,4500.0
2024-01-01,10102,657,134792.0
2024-01-01,10102,675,3200.0
2024-01-01,10102,638,777400.0
2024-01-01,10102,412,926.0
2024-01-01,10102,365,3244.0
2024-01-01,10102,654,3200.0
2024-01-01,10102,16,1070.0
2024-01-01,10102,452,5000.0
2024-01-01,10102,352,2407.0
2024-01-01,10102,389,81900.0
2024-01-01,10102,636,2610.0
2024-01-01,10102,372,4014.0
2024-01-01,10102,676,650.0
2024-01-01,10102,316,860900.0
2024-01-01,10102,627,400.0
2024-01-01,10102,350,18636.0
2024-01-01,10102,157,8500.0
2024-01-01,10102,375,47000.0
2024-01-01,10102,200,70.0
2024-01-01,10102,224,1.0
2024-01-01,10102,243,1511.0
2024-01-01,10102,659,2400.0
2024-01-01,10102,325,3400.0
2024-01-01,10102,230,710.0
