month,channel,item_id,item_name,item_add,core_cost
2024-04-01,800001,2-2010500,寒铁匕首,15209,40770.07999999999
2024-04-01,800001,2-3010603,白银法杖,1697,7683.650000000001
2024-04-01,800001,2-3030506,寒铁项链,3888,9694.89
2024-04-01,800001,2-20403,理性皮靴,86790,93333.33999999997
2024-04-01,800001,3-3202,笛卡尔碎片,2078300,355294.62000000005
2024-04-01,800001,3-14309,本多忠胜天命碎片,37148,52356.33999999999
2024-04-01,800001,2-2010704,黄金匕首,519,3703.0299999999997
2024-04-01,800001,2-2020401,灵动外套,8079,13970.75
2024-04-01,800001,2-3040500,寒铁布靴,15346,42158.61999999999
2024-04-01,800001,3-4210,达尔文碎片,86500,58582.729999999996
2024-04-01,800001,3-4203,雷穆斯碎片,102100,92675.63000000003
2024-04-01,800001,3-4110,汉尼拔碎片,87300,60654.840000000004
2024-04-01,800001,3-2401,托勒密碎片,5282200,91344.43999999994
2024-04-01,800001,2-30403,思惑布靴,86450,91850.09999999999
2024-04-01,800001,2-1020803,白金铠甲,95,840.78
2024-04-01,800001,3-4205,明智光秀碎片,77000,59039.399999999994
2024-04-01,800001,2-3020403,精力长袍,8076,14489.999999999998
2024-04-01,800001,2-2040604,白银皮靴,1686,6997.919999999998
2024-04-01,800001,3-14607,德古拉天命碎片,3730,18903.73
2024-04-01,800001,2-2030505,寒铁指环,3831,10058.39
2024-04-01,800001,2-30301,见习者项链,74355,13837.630000000003
2024-04-01,800001,2-2020604,白银外套,1671,7831.199999999998
2024-04-01,800001,2-1030500,寒铁护腕,15422,41273.170000000006
2024-04-01,800001,2-1030605,白银护腕,1643,7624.480000000001
2024-04-01,800001,2-10303,力量护腕,86337,93378.78000000001
2024-04-01,800001,2-3020405,精力长袍,8014,14253.349999999997
2024-04-01,800001,3-4106,拉斐尔碎片,94900,71369.53
2024-04-01,800001,2-1020506,寒铁铠甲,3811,9991.65
2024-04-01,800001,2-2040500,寒铁长靴,15469,41867.86
2024-04-01,800001,2-2020602,白银外套,1708,7703.16
2024-04-01,800001,2-3020501,寒铁长袍,3783,10282.609999999997
2024-04-01,800001,2-1040604,白银战靴,1684,6835.679999999999
2024-04-01,800001,2-2040505,寒铁长靴,3790,10413.650000000001
2024-04-01,800001,3-4109,卑弥呼碎片,114800,84577.32
2024-04-01,800001,3-4408,屋大维碎片,151400,288326.4199999999
2024-04-01,800001,2-3020604,白银长袍,1716,8137.269999999999
2024-04-01,800001,2-1030400,金刚护腕,32385,59252.20000000001
2024-04-01,800001,2-3010500,寒铁法杖,15538,42280.86000000001
2024-04-01,800001,2-2030404,灵动指环,8202,14566.35
2024-04-01,800001,3-4404,华佗碎片,116100,147760.91000000003
2024-04-01,800001,2-30401,见习者布靴,74377,14029.009999999997
2024-04-01,800001,2-2010906,秘银匕首,57,15446.480000000001
2024-04-01,800001,3-4402,宫本武藏碎片,84700,71818.78
2024-04-01,800001,3-4409,罗宾汉碎片,90600,83751.83999999998
2024-04-01,800001,3-14405,黄忠天命碎片,92067,133103.08000000002
2024-04-01,800001,2-1040805,白金战靴,74,1332.59
2024-04-01,800001,2-1020701,黄金铠甲,532,4232.8
2024-04-01,800001,2-1040801,白金战靴,106,2248.6300000000006
2024-04-01,800001,3-15103,莫比乌斯碎片,77505,123608.44
2024-04-01,800001,2-3040805,白金长靴,73,1229.5500000000002
2024-04-01,800001,2-1030402,金刚护腕,8101,15407.339999999998
2024-04-01,800001,2-3040704,黄金长靴,493,3102.8399999999997
2024-04-01,800001,2-10202,忍耐铠甲,69248,38137.34000000001
2024-04-01,800001,2-3010903,秘银法杖,52,31536.33
2024-04-01,800001,2-3010906,秘银法杖,61,22106.88
2024-04-01,800001,3-15408,最上义光碎片,41378,106306.70000000001
2024-04-01,800001,2-1010700,黄金战锤,2144,15860.0
2024-04-01,800001,3-15405,莫德雷德碎片,1192,1858.17
2024-04-01,800001,2-1040900,秘银战靴,158,29393.93
2024-04-01,800001,2-3010803,白金法杖,98,1373.34
2024-04-01,800001,2-2010404,灵动匕首,8134,14332.49
2024-04-01,800001,2-1020504,寒铁铠甲,3774,9520.569999999998
2024-04-01,800001,3-1460801,阿提拉元素体碎片,73700,1592915.7700000003
2024-04-01,800001,2-1040806,白金战靴,93,789.0400000000001
2024-04-01,800001,2-1010401,金刚战锤,7980,14391.8
2024-04-01,800001,2-2030802,白金指环,71,922.7600000000002
2024-04-01,800001,2-1020906,秘银铠甲,129,47381.259999999995
2024-04-01,800001,3-15601,吕布碎片,30200,100641.42000000001
2024-04-01,800001,2-3010404,精力法杖,8104,14129.419999999998
2024-04-01,800001,2-2040400,灵动皮靴,31806,57441.31999999999
2024-04-01,800001,3-4302,梅林碎片,102600,101258.98000000001
2024-04-01,800001,2-3030901,秘银项链,56,17420.27
2024-04-01,800001,2-2030603,白银指环,1796,8205.589999999998
2024-04-01,800001,2-1010600,白银战斧,6716,30030.020000000004
2024-04-01,800001,2-2010603,白银匕首,1723,7786.370000000002
2024-04-01,800001,2-1020905,秘银铠甲,68,33251.45999999999
2024-04-01,800001,2-1030700,黄金护腕,2207,16180.12
2024-04-01,800001,5-206,生命徽章,547515,1368237.9300000004
2024-04-01,800001,2-1020402,金刚铠甲,8139,14064.989999999998
2024-04-01,800001,2-3040802,白金长靴,78,1300.8100000000002
2024-04-01,800001,2-3010402,精力法杖,7819,13883.970000000001
2024-04-01,800001,2-2010401,灵动匕首,7896,13906.830000000002
2024-04-01,800001,5-410,灵动徽章,6425,44814.880000000005
2024-04-01,800001,2-3010902,秘银法杖,51,14756.849999999999
2024-04-01,800001,3-15312,齐格飞碎片,773753,5403949.039999999
2024-04-01,800001,2-2010501,寒铁匕首,3926,9753.899999999998
2024-04-01,800001,3-14109,卑弥呼天命碎片,91369,137553.17999999996
2024-04-01,800001,2-2040405,灵动皮靴,8091,13962.63
2024-04-01,800001,2-2030504,寒铁指环,3823,10208.03
2024-04-01,800001,2-3040505,寒铁布靴,3899,11021.869999999999
2024-04-01,800001,2-1020505,寒铁铠甲,3769,10184.060000000001
2024-04-01,800001,2-3020402,精力长袍,8031,14886.739999999996
2024-04-01,800001,2-3030700,黄金项链,2178,16044.499999999998
2024-04-01,800001,2-2010400,灵动匕首,31920,56325.24
2024-04-01,800001,2-8021000,瑟银衣服,827,171214.84999999998
2024-04-01,800001,5-306,生命徽章,76097,319467.94
2024-04-01,800001,3-15201,妲己碎片,10529,17673.780000000002
2024-04-01,800001,2-1010500,寒铁战斧,15434,41742.590000000004
2024-04-01,800001,2-2030402,灵动指环,7961,14532.33
2024-04-01,800001,2-2010606,白银匕首,1688,7484.259999999999
2024-04-01,800001,2-2010505,寒铁匕首,3908,10952.82
2024-04-01,800001,2-2020605,白银外套,1677,7065.200000000002
2024-04-01,800001,3-3403,猿飞佐助碎片,2036600,349697.6300000001
2024-04-01,800001,3-15409,薛定谔碎片,13678,20556.740000000005
2024-04-01,800001,2-1020602,白银铠甲,1692,7462.020000000001
2024-04-01,800001,2-3010505,寒铁法杖,3871,10906.630000000003
2024-04-01,800001,2-3030406,精力项链,8068,14437.100000000002
2024-04-01,800001,2-2040402,灵动皮靴,8039,14535.490000000002
2024-04-01,800001,3-14409,罗宾汉天命碎片,13764,15762.790000000003
2024-04-01,800001,2-1020502,寒铁铠甲,4039,10549.449999999999
2024-04-01,800001,2-30201,见习者长袍,73574,13598.829999999998
2024-04-01,800001,5-606,生命徽章,436,105674.14999999998
2024-04-01,800001,2-3010700,黄金法杖,2174,14580.86
2024-04-01,800001,2-3010501,寒铁法杖,3939,11393.300000000003
2024-04-01,800001,2-1020601,白银铠甲,1703,7530.980000000001
2024-04-01,800001,5-505,刚体徽章,1151,14088.91
2024-04-01,800001,2-20402,消沉皮靴,68750,38419.60000000001
2024-04-01,800001,2-3020701,黄金长袍,584,3714.15
