month,channel,money,core_gain,core_cost,corecost_once,corecost_forever,corecost_play
2024-01-01,800001,15775160,191180545,172397883,100639810.5,58935141.94999997,12822924
2024-01-01,800002,23935300,320667238,286706177,163614462.19000003,103212543.91999999,19879152
