month,channel,money,core_gain,core_cost,corecost_once,corecost_forever,corecost_play
2024-03-01,800001,16214200,173375929,164112460,97997546.32999995,50388117.67000002,15726801
2024-03-01,800002,23927350,290290997,274443995,163391309.02000004,86383002.18999998,24669684
