month,channel,money,core_gain,core_cost,corecost_once,corecost_forever,corecost_play
2024-05-01,800001,13347380,241615389,182421707,104055620.68,62332992.80000001,16033094
2024-05-01,800002,21494140,389006322,289285019,168496390.22999996,97718729.73000003,23063421
2024-05-01,800003,987560,8546543,6524530,2772707.4899999998,3591975.98,159847
