month,channel,item_id,item_name,item_add,core_cost,item_cost,item_price
2024-04-01,800001,1-9130,连连看补给包I,631,3151.5299999999993,631,500.0
2024-04-01,800001,1-1545,绯红精铁,8404603,2528670.909999999,5784050,50.0
2024-04-01,800001,1-1618,温泉游戏币,5,29.32,4,100.0
2024-04-01,800001,1-8006,随机巨龙宝箱II,6,1118.9499999999998,9,80000.0
2024-04-01,800001,1-1572,大地之核,31795,3763.6399999999985,28335,30.0
2024-04-01,800001,1-1132,初级挑战券,52459,38940.19000000002,10087,100.0
2024-04-01,800001,1-2545,相遇养成自选包,3194,11983.660000000002,2762,450.0
2024-04-01,800001,1-2502,猎人养成自选包,8758,12245.099999999999,8384,200.0
2024-04-01,800001,1-1117,扭蛋币,434349,873152.3399999999,376937,300.0
2024-04-01,800001,1-1552,银钥匙,4980,39060.97000000001,4855,800.0
2024-04-01,800001,1-2569,高级笔记自选包2,8213,116900.09000000003,7400,1200.0
2024-04-01,800001,1-12032,冰霜龙,164,90620.12,155,80000.0
2024-04-01,800001,1-1129,风元素宝石,158870,103983.56000000003,153465,100.0
2024-04-01,800001,1-1204,24小时塔拉币,410049,670866.24,331368,120.0
2024-04-01,800001,1-1516,天命宝珠,290390989,2208499.92,276240040,1.0
2024-04-01,800001,1-2510,专属装备养成自选包,2346,6605.610000000001,1723,500.0
2024-04-01,800001,1-1526,契约卡片,95578,205370.51,92060,250.0
2024-04-01,800001,1-9125,航海补给包IV,14,1085.6899999999998,14,3280.0
2024-04-01,800001,1-2530,资源自选包6,66968,294238.29999999993,76237,500.0
2024-04-01,800001,1-9169,王者决胜战礼包IV,213,37200.71000000001,213,5000.0
2024-04-01,800001,1-1538,练习用箭矢,129681,99984.06000000006,130281,70.0
2024-04-01,800001,1-2525,资源自选包5,188369,658725.6599999998,165260,500.0
2024-04-01,800001,1-12013,双足飞龙-火,731,9143.900000000003,610,2000.0
2024-04-01,800001,1-8001,四元素羽毛宝箱,1630000,424064.57999999984,1593811,40.0
2024-04-01,800001,1-2518,光系自选红装备（智力）,52,30181.340000000004,51,25000.0
2024-04-01,800001,1-1504,圣能结晶,2844390152,21264464.289999995,1972907910,1.0
2024-04-01,800001,1-2304,自选装备（紫+）,15,141.10999999999999,12,750.0
2024-04-01,800001,1-2001,四种族SSR猎人自选包,28,4564.1,20,10000.0
2024-04-01,800001,1-1521,飓风之羽,421498,132290.97999999998,281670,40.0
2024-04-01,800001,1-2506,资源自选包4,4699,18613.829999999998,4220,500.0
2024-04-01,800001,1-4205,夜樱下的温泉美人,2,1126.81,2,12800.0
2024-04-01,800001,1-2550,地系自选红装备（敏捷）,1,155.49,,25000.0
2024-04-01,800001,1-1127,水元素宝石,119941,59519.96000000001,106455,100.0
2024-04-01,800001,1-9122,航海补给包I,438,1781.6700000000003,438,500.0
2024-04-01,800001,1-1609,魔力晶石,53852055,390236.9999999999,43215500,1.0
2024-04-01,800001,1-12026,暗龙,34,2473.0099999999998,31,10000.0
2024-04-01,800001,1-1622,樱花祭小游戏入场券,58967,44902.729999999996,56112,100.0
2024-04-01,800001,1-2572,招募自选箱,17790,29155.700000000004,10301,300.0
2024-04-01,800001,1-2101,红色武器自选包,186,29241.059999999994,155,25000.0
2024-04-01,800001,1-1610,魔力碎片,4410935,321984.4199999999,3878000,10.0
2024-04-01,800001,1-12041,古岩领主龙,3,6289.16,3,160000.0
2024-04-01,800001,1-1401,1小时潜力水晶,12342,2866.3699999999985,11159,30.0
2024-04-01,800001,1-2104,红色鞋子自选包,196,29632.27000000001,139,25000.0
2024-04-01,800001,1-1404,24小时潜力水晶,32978,214568.41000000006,28862,720.0
2024-04-01,800001,1-1536,光暗天命祈愿券,35596,257803.9300000001,23919,500.0
2024-04-01,800001,1-12033,红炎龙,236,148284.33,230,80000.0
2024-04-01,800001,1-1616,2023圣诞节游戏币,15,290.67,36,800.0
2024-04-01,800001,1-1520,火焰之羽,567012,200311.53000000003,794460,40.0
2024-04-01,800001,1-2533,六元素巨龙自选包,135,283827.22,118,160000.0
2024-04-01,800001,1-12031,地岩龙,351,147896.39000000004,304,80000.0
2024-04-01,800001,1-9124,航海补给包III,33,1075.6599999999999,33,1780.0
2024-04-01,800001,1-1553,洛阳铲,250518,327482.2100000001,227665,180.0
2024-04-01,800001,1-1130,光元素宝石,60739,42242.939999999995,52140,100.0
2024-04-01,800001,1-1593,泳装对决入场券,1,0.0,4,100.0
2024-04-01,800001,1-1607,万圣节糖果,30,0.0,70,8.0
2024-04-01,800001,1-2301,红装备自选,2765,2095284.69,2383,25000.0
2024-04-01,800001,1-1594,2023防晒乳,75,0.0,70,8.0
2024-04-01,800001,1-2571,光暗亚龙自选包,106,9457.45,87,10000.0
2024-04-01,800001,1-9128,娃娃机补给包III,31,853.6099999999999,31,1780.0
2024-04-01,800001,1-11062,海之种,4920,6061.98,3760,200.0
2024-04-01,800001,1-2562,光暗羽毛自选包3,5100,17724.679999999997,3257,200.0
2024-04-01,800001,1-1558,圣石,13111,27222.229999999985,11741,300.0
2024-04-01,800001,1-9166,王者决胜战礼包I,83,1753.6299999999994,83,1500.0
2024-04-01,800001,1-2103,红色饰品自选包,101,15934.19,88,25000.0
2024-04-01,800001,1-2570,调和圣殿养成自选包,17680,53055.880000000034,14909,500.0
2024-04-01,800001,1-9121,射箭补给包IV,6,415.15999999999997,6,3280.0
2024-04-01,800001,1-9139,守护活力包|||,316,4639.73,316,1000.0
2024-04-01,800001,1-2504,资源自选包2,18426,64853.289999999964,13424,500.0
2024-04-01,800001,1-1575,还魂人偶,1433,3572.7600000000034,433,300.0
2024-04-01,800001,1-1403,6小时潜力水晶,542034,689038.9600000002,468251,180.0
2024-04-01,800001,1-12034,凤羽龙,132,103703.71,129,80000.0
2024-04-01,800001,1-1131,暗元素宝石,198172,365568.46,191090,100.0
2024-04-01,800001,1-2565,星辉自选包2,4171,7618.26,3563,240.0
2024-04-01,800001,1-1522,光明之羽,9255,3529.45,6160,80.0
2024-04-01,800001,1-1124,普通强化石,2542988,620421.3700000001,2180170,20.0
2024-04-01,800001,1-12042,冰海领主龙,4,3700.4,4,160000.0
2024-04-01,800001,1-1119,概率UP招募券,38911,175121.78999999998,11488,300.0
2024-04-01,800001,1-1544,英雄之证,259394,814839.5499999997,212321,500.0
2024-04-01,800001,1-1201,1小时塔拉币,1081104,44102.799999999865,867711,5.0
2024-04-01,800001,1-1123,猎龙精魂,11810092,260995.5900000003,11596428,2.8
2024-04-01,800001,1-1591,2023运动券,2,16.55,2,200.0
2024-04-01,800001,1-1301,1小时历练值,31938,8016.999999999998,30744,20.0
2024-04-01,800001,1-1147,限定招募券,60,260.93,60,300.0
2024-04-01,800001,1-9137,守护活力包|,3207,0.0,3207,0.0
2024-04-01,800001,1-1549,悬赏单,7,173.39,11,1145.833333
2024-04-01,800001,1-2536,资源自选包7,67028,407671.37000000005,58854,500.0
2024-04-01,800001,1-1122,猎龙精魄,11231187,197237.0,10996412,2.4
2024-04-01,800001,1-9171,自选礼包,5,344.33,5,7680.0
2024-04-01,800001,1-9168,王者决胜战礼包III,191,11060.350000000004,191,3000.0
2024-04-01,800001,1-1539,红绳,508047,197748.00999999995,456518,39.25376489
2024-04-01,800001,1-1519,海洋之羽,454248,153122.78999999998,225415,40.0
2024-04-01,800001,1-2532,四元素巨龙自选包,489,426350.38000000006,435,80000.0
2024-04-01,800001,1-1137,初级才能符文,1591035,400337.11,605210,20.0
2024-04-01,800001,1-9129,娃娃机补给包IV,10,717.6,10,3280.0
2024-04-01,800001,1-1599,静心之书,568318,76067.06,377369,20.0
2024-04-01,800001,1-1561,闪亮之星祈愿券,287309,725391.4,286470,300.0
2024-04-01,800001,1-9138,守护活力包||,546,2265.5199999999995,546,350.0
2024-04-01,800001,1-9165,王者争夺战礼包IV,75,4646.5,75,4500.0
2024-04-01,800001,1-12023,火龙,974,36719.52,902,10000.0
2024-04-01,800001,1-1121,中级才能符文,1444793,740063.5599999996,923611,40.0
2024-04-01,800001,1-1592,气球,3,0.0,17,800.0
2024-04-01,800001,1-1503,调和音律,22319590,253547.69000000006,19960520,1.0
2024-04-01,800001,1-11065,圣之种,680,3246.21,880,400.0
2024-04-01,800001,1-2573,四元素领主龙自选包,22,35420.34,19,160000.0
2024-04-01,800001,1-1613,跳跳大闯关入场券,6,61.730000000000004,,800.0
2024-04-01,800001,1-9118,射箭补给包I,409,2350.6099999999997,409,500.0
2024-04-01,800001,1-12024,风龙,1062,54888.759999999995,1046,10000.0
2024-04-01,800001,1-1600,无念之书,162068,58151.24999999999,85421,50.0
2024-04-01,800001,1-9132,连连看补给包III,119,5241.09,119,1780.0
2024-04-01,800001,1-1126,地元素宝石,115648,115805.58,102285,100.0
2024-04-01,800001,1-1548,英雄挑战券,1775,18851.26,1551,520.8333333
2024-04-01,800001,1-11061,岩之种,11000,12891.65,8720,200.0
2024-04-01,800001,1-11081,金色朝露,68883780,2038431.3400000005,62363410,5.0
2024-04-01,800001,1-1133,高级挑战券,4423,5005.469999999999,1699,100.0
2024-04-01,800001,1-4404,樱花纷飞时节的少女,2,382.18,2,12800.0
2024-04-01,800001,1-2516,光系自选红装备（力量）,78,24124.869999999995,71,25000.0
2024-04-01,800001,1-9140,守护活力包|V,175,6129.57,175,2000.0
2024-04-01,800001,1-1619,情人节游戏币,34,439.98,1,800.0
2024-04-01,800001,1-9127,娃娃机补给包II,47,1420.1799999999998,47,1460.0
2024-04-01,800001,1-2519,暗系自选红装备（力量）,178,92265.33,179,25000.0
2024-04-01,800001,1-2574,六元素领主龙自选包,5,17314.04,6,320000.0
2024-04-01,800001,1-1560,心愿祈愿券,278693,719407.5000000001,279577,300.0
2024-04-01,800001,1-9120,射箭补给包III,65,2109.2799999999997,65,1780.0
2024-04-01,800001,1-1115,普通精钢,23267512,466517.31999999995,18636005,3.0
2024-04-01,800001,1-1515,天命圣水,1493796880,3448085.5700000008,1385009740,0.3
2024-04-01,800001,1-1527,光暗招募应援券,44445,785319.36,19570,2500.0
2024-04-01,800001,1-11071,育成心得,358409226,2122236.0899999994,298667350,1.0
2024-04-01,800001,1-1528,战宠卡池券,86235,219594.48000000004,93917,300.0
2024-04-01,800001,1-1114,元素招募券,23530,102340.93,17249,540.0
2024-04-01,800001,1-12043,火蜥领主龙,17,18469.95,15,160000.0
2024-04-01,800001,1-2577,六元素羽毛自选包,4200,1899.85,1350,80.0
2024-04-01,800001,1-1402,2小时潜力水晶,180917,85276.01999999996,195352,60.0
2024-04-01,800001,1-9119,射箭补给包II,59,1467.34,59,1460.0
2024-04-01,800001,1-2501,元素宝石自选包,1611621,1819914.9100000001,1661754,100.0
2024-04-01,800001,1-12021,地龙,1438,55683.959999999985,1185,10000.0
2024-04-01,800001,1-11066,冥之种,1760,4378.18,1360,400.0
