month,channel,item_id,item_name,item_add,core_cost
2024-03-01,800001,2-2040604,白银皮靴,1859,8281.890000000001
2024-03-01,800001,2-2030400,灵动指环,34093,61756.33999999999
2024-03-01,800001,2-2030401,灵动指环,8831,16216.279999999999
2024-03-01,800001,2-1030400,金刚护腕,34126,61305.8
2024-03-01,800001,2-1040601,白银战靴,1815,7980.349999999999
2024-03-01,800001,2-10301,新兵护腕,80224,15473.049999999996
2024-03-01,800001,2-2030403,灵动指环,8538,14979.23
2024-03-01,800001,2-1040602,白银战靴,1863,8388.369999999999
2024-03-01,800001,2-2010702,黄金匕首,599,4190.19
2024-03-01,800001,2-3010602,白银法杖,1786,7282.609999999999
2024-03-01,800001,3-4502,大乔&小乔碎片,48600,65376.86000000001
2024-03-01,800001,2-1040902,秘银战靴,124,31220.990000000005
2024-03-01,800001,2-1010605,白银战斧,1774,8481.989999999998
2024-03-01,800001,2-1010406,金刚战锤,8552,15606.67
2024-03-01,800001,2-2010406,灵动匕首,8681,15795.500000000002
2024-03-01,800001,2-1040905,秘银战靴,87,24243.539999999997
2024-03-01,800001,2-3010404,精力法杖,8535,15712.179999999998
2024-03-01,800001,2-20403,理性皮靴,92652,100539.99
2024-03-01,800001,2-3030505,寒铁项链,4201,10803.730000000001
2024-03-01,800001,3-14405,黄忠天命碎片,111416,194771.53000000006
2024-03-01,800001,3-300,SR随机碎片,4599190,122355.28000000001
2024-03-01,800001,2-3020500,寒铁长袍,16425,43885.24999999999
2024-03-01,800001,2-1020505,寒铁铠甲,4101,10822.360000000002
2024-03-01,800001,5-306,生命徽章,84144,340740.51
2024-03-01,800001,2-2040601,白银皮靴,1845,8730.850000000002
2024-03-01,800001,2-2030406,灵动指环,8581,15791.36
2024-03-01,800001,2-1030504,寒铁护腕,4208,10819.85
2024-03-01,800001,2-3040903,秘银长靴,66,15558.109999999999
2024-03-01,800001,3-9999,光暗万能碎片,12898,39790.89
2024-03-01,800001,2-1010506,寒铁战斧,4184,11361.91
2024-03-01,800001,2-3030806,白金项链,116,1693.58
2024-03-01,800001,2-2030501,寒铁指环,4272,11254.06
2024-03-01,800001,2-1020405,金刚铠甲,8677,15887.539999999999
2024-03-01,800001,2-2010403,灵动匕首,8690,15391.929999999995
2024-03-01,800001,3-4102,雨果碎片,111900,90011.84999999999
2024-03-01,800001,3-3302,于吉碎片,2822800,507159.10000000015
2024-03-01,800001,3-14211,望月千代女天命碎片,95306,384249.27000000025
2024-03-01,800001,2-3040506,寒铁布靴,4095,11061.189999999999
2024-03-01,800001,2-1020806,白金铠甲,103,1123.43
2024-03-01,800001,2-1010704,黄金战锤,546,3806.94
2024-03-01,800001,2-1020503,寒铁铠甲,3997,10018.429999999998
2024-03-01,800001,2-1010401,金刚战锤,8513,15686.1
2024-03-01,800001,3-4109,卑弥呼碎片,132400,88370.70000000001
2024-03-01,800001,5-510,灵动徽章,998,9789.540000000003
2024-03-01,800001,2-1010803,白金战锤,91,970.4500000000004
2024-03-01,800001,3-14411,堂吉诃德天命碎片,4348,8455.939999999999
2024-03-01,800001,3-4306,瓦特碎片,107400,80168.2
2024-03-01,800001,2-3020502,寒铁长袍,4085,10673.68
2024-03-01,800001,2-1020400,金刚铠甲,34515,62239.81999999999
2024-03-01,800001,3-14101,赵云天命碎片,48452,54565.15
2024-03-01,800001,2-2030703,黄金指环,566,3731.88
2024-03-01,800001,3-3401,长宗我部元亲碎片,2838400,517044.8100000001
2024-03-01,800001,2-2010805,白金匕首,100,985.53
2024-03-01,800001,3-15104,尼禄碎片,36756,119509.64000000004
2024-03-01,800001,2-2030906,秘银指环,54,17382.78
2024-03-01,800001,2-3010806,白金法杖,85,802.97
2024-03-01,800001,2-3010904,秘银法杖,81,20939.879999999997
2024-03-01,800001,2-1010901,秘银战锤,163,48544.569999999985
2024-03-01,800001,2-2010801,白金匕首,102,1559.99
2024-03-01,800001,2-1040804,白金战靴,89,942.0799999999998
2024-03-01,800001,2-30102,元素法杖,74078,42976.95999999999
2024-03-01,800001,2-2010602,白银匕首,1824,8341.79
2024-03-01,800001,2-1020906,秘银铠甲,75,28256.61
2024-03-01,800001,3-15309,阿市碎片,3262,5730.839999999999
2024-03-01,800001,2-3030901,秘银项链,86,24857.370000000003
2024-03-01,800001,2-3020800,白金长袍,397,3828.18
2024-03-01,800001,2-3040906,秘银长靴,60,18036.120000000003
2024-03-01,800001,2-30203,思惑长袍,93021,101479.86999999998
2024-03-01,800001,2-2040904,秘银皮靴,82,21236.059999999998
2024-03-01,800001,2-1040702,黄金战靴,594,3715.47
2024-03-01,800001,3-4507,[圣诞]伊织萌碎片,48000,738875.1099999999
2024-03-01,800001,2-10202,忍耐铠甲,73841,42554.27000000001
2024-03-01,800001,2-3020906,秘银长袍,66,20122.519999999997
2024-03-01,800001,2-1020606,白银铠甲,1733,7559.320000000001
2024-03-01,800001,3-15310,麦哲伦碎片,313023,1676819.6900000006
2024-03-01,800001,2-10103,力量战锤,93332,102916.67999999998
2024-03-01,800001,2-3040502,寒铁布靴,4171,11061.619999999999
2024-03-01,800001,2-2010802,白金匕首,94,844.8499999999999
2024-03-01,800001,2-3010401,精力法杖,8661,16142.919999999998
2024-03-01,800001,2-2010402,灵动匕首,8453,15011.010000000006
2024-03-01,800001,2-2010503,寒铁匕首,4066,11384.490000000002
2024-03-01,800001,2-2040704,黄金皮靴,549,3765.99
2024-03-01,800001,3-2401,托勒密碎片,7393300,135794.65000000002
2024-03-01,800001,5-406,生命徽章,7446,45472.65000000001
2024-03-01,800001,2-1010606,白银战斧,1745,7619.34
