month,channel,money,core_gain,core_cost,corecost_once,corecost_forever,corecost_play
2024-04-01,800001,13335660,169854849,149457578,87954616.13999997,51122054.960000016,10380897
2024-04-01,800002,21522230,288349456,265940339,154114700.46999997,95457793.38999999,16367875
