month,channel,money,core_gain,core_cost,corecost_once,corecost_forever,corecost_play
2024-06-01,800001,12031660,141609231,135714767,84503576.81999998,40916998.84000001,10294196
2024-06-01,800002,20251300,228020727,213914879,133544131.23,63869071.41999999,16501683
2024-06-01,800003,1336400,20156505,18182289,8311443.9,9312031.8,558810
