month,channel,item_id,item_name,item_add,core_cost
2024-06-01,800001,2-1020601,白银铠甲,1692,7243.83
2024-06-01,800001,3-2201,长宗我部盛亲碎片,5497700,94529.3
2024-06-01,800001,2-2010704,黄金匕首,507,3685.7699999999995
2024-06-01,800001,2-1030606,白银护腕,1709,7337.759999999999
2024-06-01,800001,3-4407,武藏坊弁庆碎片,85200,60541.820000000014
2024-06-01,800001,2-10203,力量铠甲,82298,86265.72000000003
2024-06-01,800001,2-1010405,金刚战锤,7640,13521.940000000004
2024-06-01,800001,2-1020904,秘银铠甲,70,20756.190000000002
2024-06-01,800001,2-1030501,寒铁护腕,3589,10766.7
2024-06-01,800001,2-20302,消沉指环,64768,34831.91000000001
2024-06-01,800001,3-15211,达芙妮碎片,196529,1265556.8499999994
2024-06-01,800001,3-14502,大乔&小乔天命碎片,102,426.08000000000004
2024-06-01,800001,2-1030402,金刚护腕,7823,13649.939999999999
2024-06-01,800001,2-1040900,秘银战靴,124,24073.059999999994
2024-06-01,800001,3-14108,阿瑞斯天命碎片,94926,155778.30999999997
2024-06-01,800001,3-4110,汉尼拔碎片,90600,75636.66999999998
2024-06-01,800001,2-3040600,白银长靴,6469,29267.940000000002
2024-06-01,800001,2-2010403,灵动匕首,7713,13689.160000000002
2024-06-01,800001,3-4211,望月千代女碎片,139300,124566.36000000003
2024-06-01,800001,3-4203,雷穆斯碎片,97800,77108.72
2024-06-01,800001,2-3040804,白金长靴,104,1628.39
2024-06-01,800001,3-15210,北条氏康碎片,240865,1016126.6499999999
2024-06-01,800001,3-14211,望月千代女天命碎片,4834,8491.97
2024-06-01,800001,2-2040401,灵动皮靴,7690,13375.03
2024-06-01,800001,2-9011000,振金武器,267,94471.98999999998
2024-06-01,800001,2-3040401,精力布靴,7671,12886.090000000004
2024-06-01,800001,2-2020904,秘银外套,70,25875.46
2024-06-01,800001,2-8021000,瑟银衣服,810,158209.38999999998
2024-06-01,800001,5-610,灵动徽章,411,90379.43999999996
2024-06-01,800001,2-1020700,黄金铠甲,2075,13812.77
2024-06-01,800001,2-3010902,秘银法杖,79,39733.97999999999
2024-06-01,800001,2-2020706,黄金外套,511,3342.35
2024-06-01,800001,2-1040705,黄金战靴,508,3629.49
2024-06-01,800001,2-1040506,寒铁皮靴,3670,8971.95
2024-06-01,800001,2-1040703,黄金战靴,567,3901.1399999999994
2024-06-01,800001,5-609,集中徽章,362,66508.5
2024-06-01,800001,3-4103,德川家康碎片,117600,86762.05000000002
2024-06-01,800001,2-1020403,金刚铠甲,7528,12903.000000000002
2024-06-01,800001,3-15409,薛定谔碎片,8731,17988.149999999994
2024-06-01,800001,3-15207,维纳斯碎片,2391,6038.77
2024-06-01,800001,3-4309,本多忠胜碎片,93400,80985.01999999997
2024-06-01,800001,2-1020900,秘银铠甲,135,29293.570000000003
2024-06-01,800001,2-2030504,寒铁指环,3777,10220.919999999998
2024-06-01,800001,2-1010703,黄金战锤,511,3980.020000000001
2024-06-01,800001,2-3030906,秘银项链,41,16211.880000000001
2024-06-01,800001,5-504,勇气徽章,1088,13064.729999999998
2024-06-01,800001,2-3030701,黄金项链,526,3970.6700000000005
2024-06-01,800001,2-2040602,白银皮靴,1644,7303.6
2024-06-01,800001,3-4212,宁宁碎片,91800,61192.73000000001
