month,channel,reason,core_cost
2024-05-01,800200,190,48900.0
2024-05-01,800200,26,4000.0
2024-05-01,800200,107,84300.0
2024-05-01,800200,199,6500.0
2024-05-01,800200,144,48700.0
2024-05-01,800200,67,3900.0
2024-05-01,800200,109,64400.0
2024-05-01,800200,187,168400.0
2024-05-01,800200,154,100280.0
2024-05-01,800200,265,96000.0
2024-05-01,800200,74,6000.0
2024-05-01,800200,44,3299500.0
2024-05-01,800200,20,300.0
2024-05-01,800200,122,216670.0
2024-05-01,800205,221,777300.0
2024-05-01,800205,265,56200.0
2024-05-01,800205,199,16200.0
2024-05-01,800205,144,41900.0
2024-05-01,800205,109,51700.0
2024-05-01,800205,79,705200.0
2024-05-01,800205,26,2800.0
2024-05-01,800205,44,1984700.0
2024-05-01,800205,74,7600.0
2024-05-01,800205,202,83317.0
2024-05-01,800205,67,1500.0
2024-05-01,800205,186,4020.0
2024-05-01,800205,64,1200.0
2024-05-01,800205,190,28750.0
2024-05-01,800205,122,138560.0
2024-05-01,800205,20,600.0
2024-05-01,800205,107,39300.0
2024-05-01,800205,154,56670.0
2024-05-01,800205,161,400.0
2024-05-01,800205,63,141600.0
2024-05-01,800205,223,37255.0
2024-05-01,800205,269,54000.0
2024-05-01,800205,224,75020.0
2024-05-01,800205,216,103800.0
2024-05-01,800205,187,118400.0
2024-04-01,800200,223,24557.0
2024-04-01,800200,22,100.0
2024-04-01,800200,186,8480.0
2024-04-01,800200,154,114900.0
2024-04-01,800200,63,178000.0
2024-04-01,800200,44,3331150.0
2024-04-01,800200,161,800.0
2024-04-01,800200,74,9000.0
2024-04-01,800200,255,308700.0
2024-04-01,800200,122,206890.0
2024-04-01,800200,221,1035600.0
2024-04-01,800200,79,1057540.0
2024-04-01,800200,224,103900.0
2024-04-01,800200,20,300.0
2024-04-01,800200,199,30300.0
2024-04-01,800200,67,2400.0
2024-04-01,800200,190,47850.0
2024-04-01,800200,109,40000.0
2024-04-01,800200,64,1800.0
2024-04-01,800200,26,7000.0
2024-04-01,800200,107,60000.0
2024-04-01,800200,144,67500.0
2024-04-01,800200,216,182900.0
2024-04-01,800200,202,105261.0
2024-04-01,800200,269,142200.0
2024-04-01,800200,187,156800.0
2024-04-01,800205,190,30150.0
2024-04-01,800205,44,1940650.0
2024-04-01,800205,144,62400.0
2024-04-01,800205,109,20600.0
2024-04-01,800205,64,1100.0
2024-04-01,800205,186,4620.0
2024-04-01,800205,223,885.0
2024-04-01,800205,221,768000.0
2024-04-01,800205,269,140200.0
2024-04-01,800205,154,63160.0
2024-04-01,800205,67,1800.0
2024-04-01,800205,224,64246.0
2024-04-01,800205,187,109400.0
2024-04-01,800205,202,103064.0
2024-04-01,800205,74,3100.0
2024-04-01,800205,63,154500.0
2024-04-01,800205,22,200.0
2024-04-01,800205,107,21300.0
2024-04-01,800205,26,5400.0
2024-04-01,800205,122,168910.0
2024-04-01,800205,79,750200.0
2024-04-01,800205,255,176600.0
2024-04-01,800205,199,25300.0
2024-04-01,800205,161,600.0
2024-04-01,800205,216,106950.0
2024-03-01,800200,109,53600.0
2024-03-01,800200,26,4800.0
2024-03-01,800200,223,6373.0
2024-03-01,800200,107,48300.0
2024-03-01,800200,144,108800.0
2024-03-01,800200,44,3567050.0
2024-03-01,800200,64,10400.0
2024-03-01,800200,22,100.0
2024-03-01,800200,224,104246.0
2024-03-01,800200,190,50150.0
2024-03-01,800200,202,120772.0
2024-03-01,800200,203,4890.0
2024-03-01,800200,122,224260.0
2024-03-01,800200,74,12200.0
2024-03-01,800200,199,26300.0
2024-03-01,800200,79,1131990.0
2024-03-01,800200,216,226550.0
2024-03-01,800200,154,117970.0
2024-03-01,800200,63,255600.0
2024-03-01,800200,221,1634100.0
2024-03-01,800200,161,600.0
2024-03-01,800200,67,4200.0
2024-03-01,800200,269,404200.0
2024-03-01,800200,187,181200.0
2024-03-01,800200,186,9380.0
2024-03-01,800205,203,2080.0
2024-03-01,800205,79,763070.0
2024-03-01,800205,74,3600.0
2024-03-01,800205,26,1800.0
2024-03-01,800205,187,122600.0
2024-03-01,800205,186,4780.0
2024-03-01,800205,67,1500.0
2024-03-01,800205,122,168300.0
2024-03-01,800205,223,11165.0
2024-03-01,800205,202,89163.0
2024-03-01,800205,224,46743.0
2024-03-01,800205,154,54100.0
2024-03-01,800205,221,1176000.0
2024-03-01,800205,216,131850.0
2024-03-01,800205,190,33550.0
2024-03-01,800205,144,36900.0
2024-03-01,800205,44,2087650.0
2024-03-01,800205,199,11200.0
2024-03-01,800205,64,1700.0
2024-03-01,800205,161,700.0
2024-03-01,800205,107,51000.0
2024-03-01,800205,63,178900.0
2024-03-01,800205,269,237000.0
2024-03-01,800205,109,30500.0
2024-02-01,800200,223,5312.0
2024-02-01,800200,187,204200.0
2024-02-01,800200,269,17600.0
2024-02-01,800200,154,164680.0
2024-02-01,800200,107,39600.0
2024-02-01,800200,63,496800.0
2024-02-01,800200,22,400.0
2024-02-01,800200,221,6033000.0
2024-02-01,800200,186,9500.0
2024-02-01,800200,199,900.0
2024-02-01,800200,272,178700.0
2024-02-01,800200,67,3900.0
2024-02-01,800200,79,1066140.0
2024-02-01,800200,74,12400.0
2024-02-01,800200,216,215150.0
2024-02-01,800200,26,5000.0
2024-02-01,800200,144,81900.0
2024-02-01,800200,161,700.0
2024-02-01,800200,64,7300.0
2024-02-01,800200,109,49000.0
2024-02-01,800200,44,7784100.0
2024-02-01,800200,224,97012.0
2024-02-01,800200,190,59500.0
2024-02-01,800200,202,119519.0
2024-02-01,800200,122,340550.0
2024-02-01,800205,216,116100.0
2024-02-01,800205,44,4260750.0
2024-02-01,800205,269,19200.0
2024-02-01,800205,190,32700.0
2024-02-01,800205,187,107200.0
2024-02-01,800205,22,100.0
2024-02-01,800205,63,340500.0
2024-02-01,800205,20,300.0
2024-02-01,800205,74,1700.0
2024-02-01,800205,144,34500.0
2024-02-01,800205,26,3000.0
2024-02-01,800205,67,1500.0
2024-02-01,800205,224,61930.0
2024-02-01,800205,122,249730.0
2024-02-01,800205,221,2511600.0
2024-02-01,800205,199,10600.0
2024-02-01,800205,202,92787.0
2024-02-01,800205,272,93100.0
2024-02-01,800205,161,900.0
2024-02-01,800205,79,747160.0
2024-02-01,800205,107,42300.0
2024-02-01,800205,64,900.0
2024-02-01,800205,186,6040.0
2024-02-01,800205,109,29300.0
2024-02-01,800205,223,11427.0
2024-02-01,800205,154,51210.0
2024-01-01,800200,187,221600.0
2024-01-01,800200,64,7200.0
2024-01-01,800200,190,57950.0
2024-01-01,800200,216,304200.0
2024-01-01,800200,224,110010.0
2024-01-01,800200,109,55000.0
2024-01-01,800200,20,900.0
2024-01-01,800200,107,30600.0
2024-01-01,800200,221,1313100.0
2024-01-01,800200,44,4508700.0
2024-01-01,800200,154,141110.0
2024-01-01,800200,26,4200.0
2024-01-01,800200,22,100.0
2024-01-01,800200,63,395500.0
2024-01-01,800200,74,10400.0
2024-01-01,800200,199,11200.0
2024-01-01,800200,122,265370.0
2024-01-01,800200,272,36100.0
2024-01-01,800200,79,978730.0
2024-01-01,800200,67,5700.0
2024-01-01,800200,144,71100.0
2024-01-01,800200,223,11579.0
2024-01-01,800200,161,900.0
2024-01-01,800200,186,11800.0
2024-01-01,800200,202,141079.0
2024-01-01,800205,161,800.0
2024-01-01,800205,187,121200.0
2024-01-01,800205,216,147300.0
2024-01-01,800205,74,1600.0
2024-01-01,800205,154,42600.0
2024-01-01,800205,63,251100.0
2024-01-01,800205,122,228740.0
2024-01-01,800205,144,81600.0
2024-01-01,800205,221,1177800.0
2024-01-01,800205,272,17800.0
2024-01-01,800205,67,1200.0
2024-01-01,800205,199,900.0
2024-01-01,800205,26,2600.0
2024-01-01,800205,109,37200.0
2024-01-01,800205,64,1200.0
2024-01-01,800205,223,11191.0
2024-01-01,800205,224,48388.0
2024-01-01,800205,107,27000.0
2024-01-01,800205,44,2555950.0
2024-01-01,800205,79,691910.0
2024-01-01,800205,202,96663.0
2024-01-01,800205,186,7100.0
2024-01-01,800205,190,37250.0
